global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
1054.8883663249032	n/a	n/a	1112789.4654076232	1069.9812572925125	n/a	1144859.890957266	n/a	1017.077175513246	n/a	1034445.980950002	n/a	1076.8638879083408	803.2349708103122	n/a	n/a	n/a	n/a	-0.095678531	-0.003824615	0.0348058747	-0.1347967011	0.0619571136	0.1289934817	-0.0909869326	0.0116119038	-0.0116286887	0.0236515332	-0.0254967433	0.0037691668	-0.0559896316	0.0435429009	-0.0382608768	0.0075668699	-0.0406876015	0.0825639453	-0.042012823	0.043745398	-0.0287809591	0.0955088517	-0.0562342666	0.0829043728	-0.1138182023	0.1457344961	-0.0806428441	0.229906671	-0.0678568749	0.0388741843	-0.0457439732	0.0238310929	-0.0461618814	0.0188059044	-0.0460323668	0.0176765285	-0.1710714931	0.0742594222	-0.0620730781	-0.045869331	0.1689893919	-0.1034387807	0.0495450192	-0.0593690844	-0.1066534829	0.0369688474	-0.0741067685	0.038580215	-0.0319142612	0.0180887341	-0.0158009616	0.0236093206	0.0082498724	-0.0830996546	0.0137195347	-0.0389181096	0.0500342376	-0.0048800514	0.0700354399	-0.0872093899	0.1370273432	-0.0321570414	-0.1944670749	-0.0811078939	0.0904495705	-0.0823086642	-0.0114256277	0.0098992226	-0.0101509853	0.040352968	-0.0345668207	0.0592422023	-0.0208689654	0.0553092734	-0.0098834399	0.0555418983	-0.0154894274	0.0180407304	-0.0100712169	0.038855102	-0.0840384469	0.1118361206	0.0667898646	-0.0030023512	0.0280254582	-0.0982666411	0.0051506083	-0.0672616617	0.0417544459	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0115276869745599	n/a	n/a	0.0001328875669834	-0.0038499703516237	n/a	n/a	1.4822271708381515e-05	0.0594935267702112	n/a	0.0035394797275578	n/a	-0.0010020064160793	n/a	n/a	1.0040168578640834e-06	-0.0011879183838185	n/a	1.4111500866139571e-06	n/a	0.0008339053977828	n/a	n/a	6.953982124512899e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1052.6827025060156	-2.205663818887615	4.864952881949898	1108140.8721553686	1069.2329780875862	-0.748279204926348	1143259.1614300483	0.5599217685252076	1017.2098680080328	0.1326924947868519	1034715.9155729197	0.0176072981727587	1076.769566401057	796.5464534720383	0.998194	20.900742	0.0341732714676191	0.0166118082063398	-0.0666012175	-0.0161901471	-0.0314040704	-0.025236505	-0.0987763084	-0.1446669754	-0.0861959081	-0.0060778709	0.0271395551	0.0328549589	-0.02679658	-0.0299474827	-0.0320527901	-0.0181739324	-0.0113322012	0.0600830346	-0.0434954767	0.0807815521	0.0289046007	0.0523627355	-0.0813146593	0.0003090936	0.0182833457	-0.1487184637	-0.0443463673	-0.0626222348	-0.0109760173	0.1225738902	-0.0058265371	-0.0493810389	0.1608226508	0.0232311175	0.0053770603	-0.1378236367	-0.1279793886	-0.0626247504	-0.0069245703	-0.0821265529	-0.1557417928	-0.0150881891	0.0118517582	0.0074339852	-0.0627562111	0.067280563	-0.0738387431	-0.0323795305	-0.0709292709	0.0354211132	0.0386642331	-0.0684535674	-0.0393880127	-0.0275496996	-0.0287377444	-0.1082186953	0.0352051378	0.1018543587	-0.0154252479	-0.1002774714	0.1179182248	0.0116244917	0.00602743	-0.0694912717	0.0116638459	0.0382860085	-0.0178628917	-0.0776194009	-0.0046108242	-0.0053689753	0.0220220256	-0.0510623669	-0.021275599	-0.0185469475	0.0393723983	-0.0341821545	-0.0507314523	-0.0608582207	0.0595810525	0.0121044734	0.0736885154	0.108313904	0.0887461918	0.0320700161	-0.0064692753	0.0760636936	0.0080343547	-0.0275656735	0.064506745	-0.0394383877	0.0361566249	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0132945932189016	0.0017669062443417	3.1219576762936914e-06	0.000176746208856	0.0043028150786739	0.0081527854302975	6.646791027247281e-05	1.851421760126348e-05	0.0716702973429761	0.0121767705727649	0.0051366315212306	0.0001482737415817	-0.0008209796940043	0.000181026722075	3.2770674105219324e-08	6.740076579673941e-07	-0.0012483450371383	-6.042665331979988e-05	1.5583653317478237e-06	3.6513804314312813e-09	0.0008339882067923	8.280900950000634e-08	6.857332054372141e-15	6.955363290686362e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1053.112105525012	0.4294030189964815	0.1843869527232926	1109045.1068033243	1071.080763700411	1.8477856128247367	1147214.0023690555	3.414311670962088	1017.0130295143988	-0.1968384936340044	1034315.5022020554	0.0387453925761039	1076.8635551866016	798.2711552725608	0.936114	19.600889	0.0486194541235638	0.025640652522378	-0.0797207835	0.0189656464	-0.0240965929	0.1315141461	0.0032770862	0.035851591	-0.0601967247	-0.0265959839	-0.098658087	-0.0586940962	-0.0039435967	0.0783426478	0.1109350071	-0.0428942616	-0.0112170613	-0.0159538099	-0.0384212675	0.0534299335	-0.0469380685	0.1028464827	-0.0739779871	-4.02369e-05	-0.0536754463	-0.0289758695	0.0976239791	-0.0367292019	0.1114737209	0.0092020679	0.0301442626	0.0911214226	-0.1149218858	-0.1066577053	0.0510109542	0.2029583618	-0.1844096931	0.1198699646	0.0638297499	-0.08132259	0.1429678831	0.1461307	-0.0640466801	0.09030334	-0.3391936064	0.0252867886	-0.1938676415	0.1124998954	-0.059974474	0.0540387804	0.0110135852	0.0381079857	0.0416353037	0.0393656085	-0.0908581558	-0.0391525762	-0.0852417832	0.0247704307	0.0203842162	-0.070072908	-0.102851134	0.0357532537	-0.0634061155	-0.1352123407	-0.050450125	-0.0905885111	0.1556265025	-0.0776706646	0.0233784925	-0.0028656371	-0.004916426	0.0706903985	0.0507265099	-7.66525e-05	0.012750852	-0.0052044674	0.0372371281	0.0569975209	0.0934351724	-0.0426006313	0.0538173852	0.0629067368	-0.0064873513	0.0463241049	0.1554313582	-0.0343313711	-0.0569157047	0.0235669226	-0.0453202034	-0.1289122914	-0.0047703954	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0146885015523565	0.0013939083334549	1.942980442075017e-06	0.0002157520778535	0.0139017271222599	0.009598912043586	9.213911242050037e-05	0.0001932580169817	0.083462577467344	0.0117922801243679	0.0069660018374923	0.0001390578705315	-0.0007063124232992	0.000114667270705	1.314858297095668e-08	4.988772393067883e-07	-0.0016502942882639	-0.0004019492511256	2.723471237876452e-06	1.6156320048043077e-07	0.0008339176561799	-7.055061239998484e-08	4.977388910012895e-15	6.954186572885779e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1052.9858287851775	-0.1262767398345659	0.0159458150232466	1108779.155622407	1070.2285545448203	-0.8522091555905718	1145389.1589630954	0.7262604448723954	1017.1959971377725	0.1829676233736563	1034687.6965931072	0.0334771512030041	1077.171089792433	786.5430389513884	0.896248	18.766144	0.0593228080953689	0.0364498249447641	-0.0669173195	-0.0053487501	-0.0124618741	-0.1440231038	0.0232786555	0.1194969349	-0.0536889032	-0.0178840047	-0.0741596631	-0.0385584704	-0.0092700222	-0.0234124804	0.0563214607	-0.0470854322	0.0107692801	0.1002096509	-0.0396303736	0.090481671	-0.0119597249	-0.0090973128	0.0203804722	-0.0129074896	-0.0909045807	0.1008943524	-0.0015805453	-0.0060085703	0.0407369379	0.0365491965	0.0233789749	-0.0210302042	-0.0059078822	0.2323085548	0.1883162012	0.0661047054	-0.175647696	-0.0925670639	-0.1089849073	-0.1656009974	0.0463036469	0.0584522055	-0.0363672371	0.0066858202	0.2055227586	0.0213472184	0.0484966325	0.0549812844	-0.0585691295	0.0448258105	0.0030456493	0.0335902412	0.047190951	-0.0299555789	-0.0631728343	0.0778576218	0.0433887596	0.0227309111	0.1073120709	0.1121992328	-0.1114947809	0.0049860431	0.0321814612	-0.0338957351	-0.1630908866	0.0250130281	0.0706586587	-0.0747287944	0.0177490487	-0.019662869	0.0076636571	0.0276085995	0.0048184722	0.0161572441	-0.0201704464	0.0757967172	0.0236356494	0.1177662976	0.0154307279	0.0710157997	-0.0744978431	0.0573867993	-0.003775198	-0.0099367885	0.135048332	0.0705220492	-0.0575515949	-0.1005301098	-0.0551973736	-0.0098620238	-0.020632385	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0189186586677152	0.0042301571153587	1.789422922061984e-05	0.0003579156457855	0.0357731503920319	0.0218714232697719	0.0004783591558455	0.0012797182889709	0.0912770965724973	0.0078145191051532	0.008331508358705	6.106670884480585e-05	-0.0012128158053096	-0.0005065033820103	2.565456759879732e-07	1.4709221776087734e-06	-0.001651007476138	-7.131878741000169e-07	2.7258256862635687e-06	5.086369437633015e-13	0.0008330000539627	-9.176022172000626e-07	8.419938290104709e-13	6.93889089901861e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1053.2195158618094	0.2336870766318952	0.0546096497847612	1109271.3485921845	1069.5822837136009	-0.6462708312194536	1144006.2616340015	0.4176659872850835	1017.9363587458332	0.7403616080607662	1036194.4304567256	0.5481353106903236	1076.794713861589	802.2693498460767	0.997519	20.886612	0.0946265231691556	0.0511343171109552	-0.0682308394	0.0124120754	0.0270008542	0.0900794619	-0.049897649	-0.0372231783	-0.0800693926	0.0081834238	0.0997465115	0.1062249035	0.0482452813	-0.1267479394	-0.0691901362	0.0837649645	-0.0738157627	0.0598102877	-0.0609081901	0.0113635232	-0.0092009602	-0.1502569964	0.0446394353	-0.0023409724	0.0503075921	-0.2253170414	0.039118936	-0.1223897663	0.1085494351	-0.1444980425	0.0546211251	0.0825934154	0.1279060882	0.1704874764	0.1156400715	0.0575646133	-0.0227221658	-0.0461956314	0.0933142955	-0.0741796863	0.0700181529	-0.1396113645	0.0607575618	-0.0535308741	0.0148919569	0.0114864416	0.0185786731	0.0409279026	-0.0528314638	0.0318111667	0.0078602196	-0.0640705681	-0.0410019835	-0.0191878993	0.1001085408	-0.0646400386	0.0256870981	0.1113523093	-0.0492731954	0.0988507935	0.098231092	-0.0350431243	-0.0478514123	0.096142745	0.1151119246	0.0300229139	-0.0352836988	-0.0623534794	0.0094598977	0.000762891	0.0122074071	-0.1108860906	-0.0436337035	-0.0016720721	-0.0436013013	0.0371185129	-0.0147084645	-0.0287398835	-0.0842038102	-0.011367254	0.0022627413	0.0618028887	-0.0223500087	-0.0479247425	-0.1552123494	-0.0205119394	0.0139514686	0.1260190022	-0.082071679	-0.0501126155	0.0256708831	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0160363431535586	-0.0028823155141565	8.307742723147821e-06	0.0002571643017386	-0.0053458113784472	-0.041118961770479	0.0016907690170821	2.8577699293935547e-05	0.1038988555990272	0.0126217590265299	0.0107949721947875	0.0001593088009237	-0.0007469349846135	0.000465880820696	2.1704493909247166e-07	5.579118712395695e-07	-0.0013578123482915	0.0002931951278465	1.843654373172877e-06	8.596338299292554e-08	0.0008339938425799	9.937886172001024e-07	9.876158156764917e-13	6.955457294611871e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1051.188139976353	-2.0313758854563275	4.126487988013479	1104996.505626945	1068.0957240909725	-1.4865596226284197	1140828.4758214187	2.209859511629149	1017.0543827831297	-0.8819759627035637	1034399.6175383728	0.777881598786878	1076.5445686608666	790.2664708491063	1.121263	23.477648	0.0882843696432028	0.0487310839253215	-0.0638345482	-0.0244536749	-0.0222891013	0.0226354566	0.1203872164	0.0578919366	-0.065312469	-0.033802103	0.0051112477	-0.1074820764	-0.0659199701	0.0473455992	0.0789986379	-0.1050374835	-0.0326012815	-0.0836272082	-0.0309066021	0.0714007073	-0.0571007878	0.0356820284	0.023128441	0.0265404752	0.0881752529	0.0641465293	-0.0800201127	0.0518956732	0.0069533832	-0.0513506867	-0.1950690248	-0.0453963412	-0.0082598128	-0.1557532263	-0.1621928541	-0.0033665354	-0.1805472005	0.0719994113	0.0198459921	0.0511308705	-0.0076253045	-0.1986354269	0.0096603941	-0.0775506034	-0.1385461726	0.2723499718	-0.0402568662	-0.0944037135	-0.0459512685	0.0408243761	-0.0348471384	-0.0412551811	0.0146159801	0.0064892595	-0.0022211099	0.0062102015	0.0272333188	-0.085411731	0.0303061047	-0.0692078282	-0.0871660201	0.0875705631	0.0170099557	-0.049016884	-0.1766943379	-0.128491028	-0.0031550216	-0.056757052	-0.0020730029	-0.0089815072	0.0003710831	0.0446281982	0.0064319764	0.0145005918	0.088913393	-0.0387418919	0.0362472254	0.0434903692	0.0645883272	-0.1243432578	0.0358361012	-0.054185341	-0.1002261354	0.1022863247	0.1596869064	-0.0523692055	-0.0366669013	-0.1551102602	0.1305563081	0.0094383274	-0.0047550908	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0190861396462338	0.0030497964926751	9.30125864673395e-06	0.0003642807265955	-0.0112062584035896	-0.0058604470251424	3.43448393345004e-05	0.000125580227408	0.064359346556202	-0.0395395090428252	0.0041421254891413	0.0015633727753476	-0.0004271858788837	0.0003197491057298	1.0223949061500682e-07	1.824877751176392e-07	-0.0011841152655416	0.0001736970827499	1.4021289620886536e-06	3.0170676555825616e-08	0.0005307476894084	-0.0003032461531715	9.195822941331288e-08	2.816931098123554e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1054.6894167646465	3.501276788293353	12.258939148241817	1112369.76583535	1071.010642351423	2.914918260450577	1147063.7960300078	8.496748465108217	1018.8093582956416	1.754975512511919	1037972.508550777	3.079939049516473	1078.4018151022185	800.1042671634136	0.99997	20.937944	0.0856849109366897	0.0445979824482191	-0.0492507182	-0.0032370195	0.0024829295	-0.2110357051	0.044759211	0.1228353296	-0.0348933112	0.0119680404	-0.1261127512	-0.086725005	-0.0601586403	-0.038884249	-0.0130229665	-0.0619834588	0.1578177906	0.1138339505	-0.0809079751	0.0057164336	0.0262043926	-0.0328457353	0.0339017287	-0.0375210227	-0.1159385158	0.2346140174	0.0613618177	0.0533172563	-0.0434034729	0.0341892655	-0.0044759581	-0.1238624845	-0.0919627062	-0.0651427109	-0.0595070403	0.1630703025	0.0345037585	-0.1113951616	-0.0514883499	-0.2036573645	0.114875029	0.055795164	-0.019784108	-0.0171600355	0.0108358135	-0.0069298889	0.0908058951	-0.2106205861	-0.0558530391	-0.0003827357	0.0049976623	0.0694976378	0.0674660438	0.0438337869	-0.0501188777	0.1606894484	0.008056582	-0.0092070745	0.0973664504	0.0811692072	-0.1670860588	-0.0426274846	0.0229112651	-0.0417004574	-0.051657079	0.0452140476	0.0521343218	-0.0496446966	0.0053322099	0.0023112175	-0.0051603387	0.0856460907	0.0153418857	0.0121178257	-0.0241325564	-0.0006603925	0.0129609302	0.1582651735	-0.0044798263	0.1176682185	-0.0685679229	0.0214721154	-0.0076921921	-0.0320897714	0.1438477911	0.0484467939	-0.1106320915	-0.004500602	0.0041354237	-0.0166690104	-0.1079439556	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0320843620069979	0.0129982223607641	0.0001689537845398	0.001029406285396	0.0225471725433266	0.0337534309469162	0.0011392941006882	0.0005083749896985	0.0645552322839364	0.0001958857277344	0.0041673780152329	3.837121833003833e-08	-0.0006241550294188	-0.0001969691505351	3.8796846262518894e-08	3.895695007487831e-07	-0.001650130854927	-0.0004660155893854	2.722931838382112e-06	2.1717052955022177e-07	0.0004189849913034	-0.0001117626981049	1.2490900687709364e-08	1.7554842293751017e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1051.2378516090496	-3.4515651555968816	11.913302023330523	1105101.02065561	1067.9946769020771	-3.015965449345913	1140612.629891172	9.096047591648295	1017.4610128761234	-1.348345419518182	1035226.9127229068	1.8180353703356624	1075.8918501059818	795.1809669278063	1.048729	21.958883	0.0713687827943246	0.0366273966585867	-0.0442578825	-0.0023073556	-0.006503596	0.1332950514	-0.0001401629	-0.0766296759	-0.0311951213	-0.0606367034	0.0214214663	-0.0091722837	0.0473050144	0.0039065735	-0.0413594905	-0.0325377211	-0.0719145078	0.0239686813	-0.0295216541	0.0357843678	0.0001433443	-0.0648013751	0.0695230849	-0.0412613223	-0.0085219964	0.0041157329	0.1280247927	-0.0994206399	-0.1315761856	-0.1084619368	-0.0168251188	0.0059699363	0.1819323942	-0.1514569562	0.0193907147	0.0273828049	0.3221613926	0.0486383328	0.0226694081	0.0455304712	0.1923163793	-0.1463711454	0.0571961135	-0.2016705596	0.058061495	0.0624215162	0.0371061455	0.2054723499	-0.0167201756	0.0570488931	-0.0240688386	-0.0173652639	0.0253434068	0.0299527755	-0.0029052036	0.0486192044	-0.0104430498	0.0852590415	0.0207737612	0.0814056202	-0.002329595	0.0825177169	-0.0767887549	0.0545161416	0.1655223783	-0.0595351392	-0.0050094101	-0.0394673133	-0.0010716059	-0.0020154962	-0.0074517414	-0.0036328763	-0.0461098303	-0.0114835544	-0.0247072767	-0.0459518669	0.0496823285	-0.0042060343	-0.0156749143	0.0188427626	-0.0146737507	-0.0451268939	0.0396311309	-0.0708379656	-0.0360966671	-0.0607011696	-0.0494145779	0.1476361848	-0.052049214	0.0098780888	-0.0661755609	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0293124491607983	-0.0027719128461996	7.683500826926374e-06	0.0008592196758043	0.0153686287298313	-0.0071785438134953	5.153149128227164e-05	0.0002361947490353	0.0489159735316917	-0.0156392587522447	0.0023927724665531	0.0002445864143196	-0.0002928062896995	0.0003313487397193	1.0979198731356843e-07	8.573552328758752e-08	-0.0011470508816411	0.0005030799732859	1.3157257250736243e-06	2.530894595213419e-07	0.0003378323566609	-8.115263464249998e-05	6.585750109419088e-09	1.1413070120705757e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1051.3224362492074	0.0845846401578001	0.0071545613506245	1105278.8649609687	1066.8158919297257	-1.1787849723514228	1138096.1472738162	1.3895340110415446	1016.9028117244404	-0.5582011516829652	1034091.3284930728	0.3115885257401887	1076.757836444115	784.2848325318743	0.997427	20.884682	0.0506081609112546	0.0314230344500247	-0.033521507	-0.0276458579	-0.0064300967	-0.1054638539	0.102760915	0.1136304259	-0.0364333865	-0.0166193481	0.0855234393	0.0282620816	-0.0545751183	-0.0062481058	-0.09259868	0.1362107086	0.054169177	0.013351173	-0.0072949229	0.0509154247	0.0019898792	0.0494609578	-0.0165034768	-0.103857896	-0.0187588678	0.1901574123	-0.0914270142	-0.0536495767	-0.0698528774	-0.1223068388	-0.1343650253	-0.0282189469	0.0164748069	-0.1162702343	-0.1263092183	-0.0549470001	0.114278187	0.1296297274	0.1281451116	-0.0198428032	-0.0574805715	0.1807394546	-0.2198308567	0.0448842923	0.299446286	-0.0283203681	0.0780547048	-0.0473679984	-0.0282109028	0.0133549801	-0.0091105712	-0.0082037203	0.0156354888	0.0162595421	0.02649329	0.050366696	0.0343835079	-0.1458882409	0.1794131436	0.158780854	0.0612224944	0.0321519425	-0.0014169285	0.0740925488	0.0388634741	0.1538135876	-0.0948698145	-0.0330932408	-0.0034948938	-0.0123227785	0.0111609331	-0.0277594378	-0.0149665602	0.0231661411	0.0095342066	0.0408854268	-0.0025072105	0.1009743037	-0.0584672156	-0.0554540476	-0.1661872463	-0.0619339068	-0.2001168703	0.0381084287	-0.1166332087	0.0492192706	-0.0505183773	-0.0059035086	0.0168782765	0.0895719246	-0.027720594	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0286230227102777	-0.0006894264505205	4.753088306774332e-07	0.000819277429073	0.0109014189690981	-0.0044672097607332	1.995596304638997e-05	0.0001188409355398	0.0661275504777876	0.0172115769460958	0.0043728529321923	0.0002962383809713	-0.0003246965285947	-3.1890238895199976e-05	1.0169873367929254e-09	1.0542783568144885e-07	-0.0016500599633169	-0.0005030090816758	2.722697882541369e-06	2.530181362483317e-07	0.000367731991168	2.989963450709997e-05	8.939881436581634e-10	1.3522681732838204e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1052.9114899915853	1.5890537423779278	2.525091796165298	1108622.6057563005	1069.155207329292	2.3393153995662037	1143092.857359341	5.472396538647585	1018.436190210787	1.533378486346578	1037212.2735310624	2.3512495823905226	1077.2995456347448	792.4928005537485	1.019576	21.348452	0.0912079818721027	0.0539783840133608	-0.0149251792	-0.0128907494	0.0197081718	-0.0460825641	-0.1066771222	-0.1077617501	-0.046488385	0.0038752355	0.0150878959	0.0210336287	0.013155486	-0.1129369435	-0.0989374964	-0.1473279415	-0.1801797873	-0.0807245884	-0.0337349951	-0.0178291138	0.0389206798	-0.1622849694	-0.0510868701	-0.02849357	0.0002354822	-0.1665762906	-0.0965106273	-0.1463000952	0.0804465166	-0.1432822844	-0.0611589755	0.0031892239	-0.0292744756	0.2676171067	-0.0772819388	0.0159152177	0.1075587069	0.1807131347	0.0298503178	0.0985854619	-0.1024495191	0.0615075534	0.0026980933	-0.0083465818	-0.0641672477	-0.1836209994	-0.047930009	-0.1094122901	-0.0318628704	0.0018319831	0.0029331254	-0.0156347314	-0.0489927656	-0.0506336513	0.0957326316	0.0063044936	0.135594951	0.1701949593	-0.0840420096	0.0813257267	0.0469139074	-0.0984556509	0.0658716235	0.0672630389	0.1183028109	0.0366619609	0.0291471752	-0.0219955305	-0.0070218424	-0.0045650393	0.0001691956	-0.0616718257	-0.1699069813	0.0984747309	-0.0662675217	0.034422207	-0.0241603002	-0.127424724	-0.0969461907	0.1308779074	0.0814187928	0.146700857	0.1939686918	-0.1563513833	-0.0778371521	-0.1408883844	0.1837068112	-0.0988520596	0.0269244849	0.1896664078	0.1620977156	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0314775494556585	0.0028545267453807	8.148322940094294e-06	0.0009908361197334	0.0108762591317912	-2.515983730689945e-05	6.330174133096495e-10	0.0001182930127018	0.0326797142470525	-0.033447836230735	0.001067963723269	0.001118757748518	-0.0005378735039964	-0.0002131769754016	4.5444422841417e-08	2.893079063013653e-07	-0.0008280823780186	0.0008219775852983	6.857204247849395e-07	6.75647150732824e-07	0.0003052773706944	-6.24546204736e-05	3.900579618501416e-09	9.319427305808612e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
