global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
1028.1505548192213	n/a	1057093.5633750726	n/a	1233.7656638201545	n/a	1522177.7132215863	n/a	960.491332428594	n/a	922543.5996704558	n/a	1003.5799428054484	790.8630734946164	n/a	n/a	n/a	n/a	-0.0353066003	-0.0797742307	0.0466605438	-0.0382950192	0.0223891973	-0.1199487985	0.0823455724	-0.2263071457	0.0693427339	-0.0319981568	0.0036290882	-0.0186999496	0.0725251129	-0.0671530072	0.0745957595	-0.0333324471	0.0648683956	-0.1615922153	0.0294849598	-0.0253715815	0.1177582189	-0.0051241487	0.0091509712	-0.0117929719	0.0116085772	-0.0186257352	0.0569074047	-0.0149884645	0.1560808499	-0.1238153432	0.0318988132	-0.0375427148	0.0624848811	-0.108706283	0.1453695915	-0.0014387335	-0.1076444521	0.0163616721	0.0054478673	-0.0187515947	0.0226663125	-0.0842092488	0.0663431556	0.1664345543	-0.0861388327	0.0728082049	-0.1260015838	0.102827013	-0.0096396825	0.027447859	-0.0335262235	0.0826744845	-0.0918466934	0.0912935988	-0.0817173915	0.0135069027	-0.1115271122	-0.0256028373	0.0162066705	-0.1333102638	0.0363555766	-0.0625865318	-0.0402022509	0.1236822311	-0.055465333	0.025307534	-0.0361117092	0.101408642	-0.073321293	0.0440100684	-0.0878191517	0.012701246	-0.0430413052	0.045585438	0.0364757548	-0.1357668739	-0.0066215132	0.0449071939	-0.0569518508	0.0301020115	-0.0604048093	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1020469509976038	n/a	0.0104135802079073	n/a	-0.0888366801275424	n/a	0.0078919557360832	n/a	0.0526688424869377	n/a	n/a	0.0027740069689138	0.0003687464486326	n/a	n/a	1.3597394337915474e-07	-0.0016072130247386	n/a	n/a	2.5831337068894e-06	0.001550797599784	n/a	2.4049731954958155e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1027.33249524994	-0.8180595692813313	1055412.055796468	0.6692214588927573	1228.9240554360783	-4.841608384076153	1510254.3340294573	23.4411717447565	961.4854737052148	0.9941412766207804	924454.3161461412	0.9883168778811952	1002.658628351693	781.5244817626342	0.7538319999999998	16.431448	0.1664030248218415	0.0887247160651771	-0.0129992443	-0.0922514082	0.001033059	-0.0133883709	-0.052124714	-0.0514800048	0.0519638499	-0.0643608954	0.0327447494	-0.0457597438	-0.0096648851	0.03183056	0.0603159736	-0.082928863	0.0660588684	-0.0324036948	0.0213874473	-0.1271083901	-0.0477261175	-0.065421376	0.0487852785	-0.0139244755	0.0308343856	-0.0691056451	0.102714539	0.0697825969	-0.0019708872	-0.1167566869	-0.0159390523	-0.0608908452	-0.1108543257	-0.0113377887	0.0262195738	0.0594225497	0.1143752562	0.0350224336	-0.0186039016	-0.0232028534	0.0077279088	-0.0001532219	-0.0439948955	-0.0635365399	0.0585041344	0.1026779385	-0.0587047829	0.0239989109	-0.0043246627	0.0530639929	0.0517368603	-0.0018861827	0.0457231615	0.0748153372	-0.0532756785	0.0712483007	-0.0247470983	0.0708787656	-0.0527201198	-0.0070244792	0.0019737708	-0.1397644476	0.0371456212	-0.0054546172	-0.0641415086	0.1117925486	-0.0180383449	0.0425640028	-0.0422968812	0.1334127964	-0.0831009814	-0.0092846842	-0.01928445	0.1018757228	-0.0210051758	0.0422730954	0.083553093	-0.0551491746	0.0145181415	0.0402499637	-0.0173433159	0.0223978657	-0.0093558734	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0940908784705385	-0.0079560725270653	0.0088530934113576	6.329909005592327e-05	-0.1545160677818557	-0.0656793876543133	0.023875215202767	0.0043137819626455	0.0350271531232948	-0.0176416893636428	0.0003112292036032	0.0012269014559227	0.0004898681255129	0.0001211216768802	1.4670460610295784e-08	2.399707803935223e-07	-0.0011198403474741	0.0004873726772644	2.375321265439664e-07	1.254042403830913e-06	0.0006567744483924	-0.0008940231513916	4.313526760611413e-07	7.992773952241679e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1028.871107953926	1.5386127039860185	1058575.7567823392	2.3673290528671678	1225.4884720409618	-3.4355833951165096	1501821.9951052913	11.803233264800282	962.6040169386677	1.1185432334528969	926606.4934264588	1.2511389651032616	1003.391040582823	784.4989777804913	0.76102	16.588133	0.1465129423314947	0.0646559446926168	-0.0013187302	-0.0590195485	0.0196976958	0.0417141635	0.0127829715	-0.0539375373	0.0290989282	-0.0439801377	0.0305880648	-0.0278903476	-0.0431460199	0.0762777602	0.0434680579	-0.0542546753	0.0219008559	-0.0026302695	-0.0400454835	-0.0436880546	-0.0552067014	0.0803587375	0.0442205548	-0.0580318191	0.0066407092	-0.0967240735	-0.1060946454	0.0110053353	-0.0811635243	0.0425495516	0.0683551649	-0.1103771635	-0.0114869066	-0.0087556623	-0.1479143541	0.0643620261	0.0269942941	-0.0045156917	-0.0426611993	0.000679886	-0.0003795165	-0.0001152764	-0.0672707112	-0.0555487498	0.039560394	0.0474404266	0.0500481065	0.0295388854	0.0355445391	-0.0212487471	0.0133143947	-0.0177264836	0.0308259611	0.0406505652	-0.0980281684	0.0601078826	-0.0381080224	0.0803393847	-0.0071917321	0.0082859926	-0.0071658827	-0.0609456858	0.0355815127	0.0236728882	-0.0269403877	0.085055541	-0.0160978528	0.0578091353	-0.0283419977	0.1168598639	-0.1306208754	0.0332712695	-0.0209244176	0.0148163183	0.0432185745	0.0244614938	0.0036322165	-0.0585346179	-0.004025261	0.0129641408	-0.05230458	0.0166090292	-0.0516766338	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.072590582933131	-0.0215002955374074	0.0052693927305717	0.0004622627081958	-0.132390437936138	0.0221256298457176	0.0175272280569224	0.0004895434960697	-0.0067294065958947	-0.0417565597191895	0.0017436102795822	4.52849131328711e-05	0.000642005407288	0.0001521372817751	2.314575250591617e-08	4.121709429870307e-07	-0.0015550859325641	-0.00043524558509	1.8943871934033645e-07	2.4182922576587565e-06	0.0012920007261109	0.0006352262777185	1.669265876271093e-06	4.03512423904101e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1029.544037580311	0.6729296263849847	1059960.9253171687	0.452834282066635	1221.711097605088	-3.777374435873753	1492578.006011429	14.268557628792555	962.7692370793716	0.1652201407039228	926924.6038663952	0.027297694894224	1004.0139586693092	788.4997938476008	0.817092	17.810347	0.0583299339578102	0.0253571988902921	0.0117282569	-0.087520921	-0.0266818917	0.0432350513	-0.0261143601	-0.0215079502	0.0247688142	0.0667938101	-0.0771302373	-0.0376451275	-0.0402738296	0.0672019588	-0.0897285793	-0.0464712584	-0.0087297629	-0.0048261666	-0.0048854385	-0.0532773075	-0.0420624317	0.1589847921	-0.0684137872	-0.0510237587	0.0410041028	-0.0697239375	-0.1686829241	-0.1307315792	-0.1297325363	0.0252893797	0.1532986883	-0.045389015	0.1653310414	0.1295491247	-0.1552426194	-0.1294560415	0.0001159312	0.0898818507	0.0074643767	-0.0511694349	-0.0161149494	0.0073624169	-0.0748672822	0.0091544619	0.0391776124	-0.015957208	0.0660933215	-0.0130862804	-0.02464211	-0.0595300883	0.0326727923	-0.0735097144	0.1187463738	-0.0730922141	-0.1055930917	-0.0186197908	-0.0690297971	0.2368571145	-0.0008384928	0.0143826769	-0.0232035914	-0.0815166365	0.0655579178	0.043826351	-0.0105739343	0.0711999994	0.0272302941	0.0646696421	0.0177366518	0.0566215243	-0.1249040277	0.0912217649	-0.0297305432	-0.0386719531	0.0790895482	0.0699096697	0.0475875806	0.0678984063	-0.0002285165	0.0134985452	0.0449160611	0.1013304964	-0.000765651	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0847701353267496	0.0121795523936185	0.0071859758433154	0.0001483414965089	-0.1208944234060851	0.0114960145300529	0.0146154616106897	0.0001321583500751	-0.0174907065667184	-0.0107612999708237	0.000115805577062	0.000305924816203	0.0006067743643729	-3.52310429150999e-05	1.241226384885611e-09	3.681751292601369e-07	-0.0016457160573417	-9.063012477759988e-05	8.213819517203326e-09	2.7083813413923094e-06	0.0009400005525373	-0.0003520001735736	8.836010387704293e-07	1.2390412219584462e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1026.1915554408074	-3.352482139503536	1053069.1084580238	11.239136495690206	1227.713548267589	6.002450662500905	1507280.5565997935	36.02941395575756	961.8299188398948	-0.9393182394767337	925116.7927755588	0.8823187550136703	1003.5489469544206	779.5789106366632	0.902574	19.673616	0.1129220171041994	0.0529812770141893	0.0133330862	-0.0560193056	0.0023664907	0.1081937553	-0.0088092008	0.028801067	0.1285588663	-0.0460436432	-0.1334684665	-0.0620585289	-0.0128587288	0.0511619199	0.0544097662	-0.0345069634	0.0383425794	0.0088054841	-0.0794583806	-0.1030197849	-0.0067311578	0.0126005587	0.0772045759	0.066426497	-0.0806891961	0.0531070057	-0.0260060552	0.1660671454	0.0335636681	0.1018747451	-0.1360444031	0.1176654724	0.0698545808	0.0721898145	-0.018878525	0.0565942857	0.0355694135	0.003650069	0.0847907196	-0.003242076	-0.0053793226	0.0499732598	-0.0872669479	-0.0691531468	0.0064504038	-0.072116861	-0.0118624749	0.1860514899	-0.0115945053	-0.0032117111	0.0385318825	0.0395907666	-0.0689564447	0.0684328366	-0.0298804868	-0.1134371341	0.0268240589	0.0120973866	-0.0155991863	0.006884126	-0.0161709949	0.0233201599	0.0747710446	0.0870818059	0.0157426391	0.0685180283	-0.0167691617	0.016041042	-0.0436866637	0.1091632725	-0.0356497748	-0.0182309696	-0.0041657161	-0.031294115	0.0624198927	0.0011564538	0.0883874594	0.0428594559	0.0420333085	-0.0167136163	-0.0557250901	0.0594300176	0.0757961898	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0897532003725274	0.0049830650457778	0.008055636977111	2.4830937250452576e-05	-0.1246375748573456	-0.0037431514512605	0.0155345250663204	1.4011182787073595e-05	0.0234054282406077	0.040896134807326	0.0016724938421789	0.0005478140711262	0.0009748196482224	0.0003680452838495	1.3545733096385904e-07	9.502733465604438e-07	-0.0011152237141882	0.0005304923431535	2.814221261444908e-07	1.243723932687724e-06	0.0005725448635436	-0.0003674556889936	3.278076207701596e-07	1.3502368337383473e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1029.5134540567992	3.321898615991813	1059897.952083961	11.035010414928324	1220.9012713712805	-6.812276896308504	1490599.914436009	46.40711651197862	962.7684948831832	0.9385760432883216	926923.1747396298	0.8809249890347615	1001.4046902542656	773.4360922096071	0.885575	19.303074	0.1869573314436086	0.0953180221152534	-0.0172186663	-0.0044213713	-0.000831303	0.0926374682	-0.0449402906	0.0077668284	0.0434333125	0.120243819	0.10516397	-0.0553557145	-0.0137403671	0.1024345884	-0.0030253238	0.031785615	-0.0451681651	0.0582778795	-0.0109029204	-0.0397465327	0.1128388874	0.0399932529	-0.0066026538	-0.0197558882	0.0034427989	-0.0465832889	-0.0278023044	-0.0512596459	0.038522814	0.1411331711	-0.0243657261	0.0413637228	-0.1540906943	-0.0398499576	-0.1206667468	-0.0144082763	-0.0820872704	-0.0683130533	-0.1130442099	-0.1382800805	0.0230430122	0.03748986	-0.0819256818	-0.0154687228	-0.0452457707	-0.0688577614	0.1161121552	-0.0076526695	0.0524325058	0.0763009659	0.0135948262	-0.0143979622	-0.0497193678	-0.0599525212	-0.1060728874	-0.0458974989	-0.0532977288	0.0186284967	-0.0768636681	-0.0229376376	-0.0098421515	0.0703090688	0.0121396888	0.1023015558	0.0935298896	0.0059635956	0.0086983455	-0.0207673244	-0.0198381601	0.0912611271	-0.0137428811	0.0077419811	0.0781377043	0.0140331142	0.0226068097	-0.0352892539	0.0548413708	0.1044382066	0.0068922195	0.0139159061	-0.0312894721	0.0201210992	0.0816762337	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0450764038852611	-0.0446767964872663	0.0020318821872271	0.0019960161443646	-0.0651599295502478	0.0594776453070978	0.0042458164189932	0.0035375902912769	0.0713551883509922	0.0479497601103844	0.0022991794946434	0.0050915629046055	0.0006376383286137	-0.0003371813196087	1.1369124229306433e-07	4.0658263811727284e-07	-0.0011439255169882	-2.870180279999999e-05	8.237934839700872e-10	1.3085655884167205e-06	0.0002413653951751	-0.0003311794683685	5.82572539880322e-08	1.0967984026884233e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1027.9349197448184	-1.5785343119807749	1056650.1992307864	2.4917705741006184	1223.8908440646003	2.989572693319815	1497908.7981851597	8.937544888643492	963.3460910566336	0.577596173450388	928035.6911540956	0.3336173395845307	1005.044085715031	786.4433143625272	0.8677789999999999	18.915184	0.0689506006851126	0.0397052149496839	-0.0131724695	-0.0116533714	0.0085957721	0.1090035889	-0.0124942668	0.0184634676	0.0803437432	-0.0393762406	-0.0488373912	0.0213185607	-0.0506731178	0.0805213127	0.1089266246	0.0319711913	0.0319280303	-0.0389935238	-0.055935501	0.0983375426	0.0078922201	0.0182111877	0.1501984915	0.0608685476	0.0322385982	0.1243247867	-0.1148095463	-0.1203796247	0.1277754869	0.0202648015	0.112124673	-0.1360594318	-0.0318671047	-0.0743001804	0.0355742534	0.0161176929	-0.1440270379	0.0724087519	-0.0528762897	-0.0278605316	-0.0116159923	0.0337221642	-0.1102404851	-0.1106695648	-0.0643523866	-0.000236553	-0.0878935081	0.0329294901	0.060811121	-0.121772827	-0.1112396331	0.061091224	-0.1179276185	0.1352461209	0.0487321314	-0.0041542895	-0.0650022024	-0.0510590431	-0.1042491211	-0.020967111	-0.0067367292	0.0835100933	-0.0025709702	0.0443841139	0.0811109036	0.0572362917	-0.0405910727	-0.0572302373	-0.0703789155	0.1096053662	0.0153547665	0.0013352585	-0.0093687842	0.0148156714	-7.01079e-05	0.024093037	0.0250570934	0.0867234895	0.0635421264	0.0612463017	0.0798668717	-0.0846528114	0.1195688879	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0448436076727745	-0.0002327962124865	0.0020109491491097	5.4194076548105365e-08	-0.0938753345217833	-0.0287154049715355	0.0088125784315767	0.0008245744826792	0.0713805637565627	2.5375405570501885e-05	6.439112078674581e-10	0.0050951848822047	0.0006731954966315	3.555716801780006e-05	1.2643121974460631e-09	4.53192176684932e-07	-0.0006978120923006	0.0004461134246875	1.990171876864989e-07	4.869417161609411e-07	0.0005592352843801	0.000317869889205	3.1274410329569135e-07	1.01041266463199e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1026.1267153557174	-1.8082043891010928	1052936.0359667134	3.269603112764456	1222.821361878339	-1.0694821862612116	1495292.083065996	1.143792146730061	959.5131143047292	-3.832976751904312	920665.4165227604	14.691710780638926	1002.063528042443	779.9076543719658	0.953905	20.792488	0.0845111232571514	0.0412755962716493	-0.0071054866	0.0969041939	0.1015846605	0.0478730028	0.0126089484	0.0395331249	0.0275634396	-0.0385929289	0.0489533751	0.0451502212	0.0081241583	-0.0794719012	0.0634019885	0.1045337937	0.0169846281	-0.1172424227	-0.0776689577	-0.0289823113	0.0565213233	0.0111195872	0.0160283232	0.1111840552	-0.0106263115	0.1814522313	-0.0655365699	-0.0506623141	-0.150529654	-0.1744732915	-0.1284606264	0.0682728442	-0.0243413644	0.0047312009	0.1035957546	-0.0390897922	0.0069788752	0.0118680921	0.0497348445	0.0123631773	-0.0175959324	0.0261186894	0.0509421979	-0.0200609044	-0.1189923918	-0.033017865	-0.1345549633	0.0961734518	-0.0809831711	-0.011048215	-0.0308623341	-0.0045185357	-0.1267858188	-0.1188780955	0.1229311149	0.0227302258	-0.0221278629	-0.0845970791	0.0343523858	-0.0169600468	-0.0110911975	0.1132866716	-0.032834082	-0.0139554205	0.0131183255	0.0569031245	-0.1173716303	-0.0706201725	-0.0552762096	-0.0127579475	0.1420891465	-0.0509529676	0.0483680435	0.0729193271	0.0625311413	-0.0336035458	-0.0638913557	0.0448183636	0.1218314448	-0.0279645428	0.0280834795	-0.025475524	0.187594114	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0417763626398794	-0.0030672450328951	0.0017452644754187	9.407992091819703e-06	-0.0872011556772776	0.0066741788445057	0.0076040415514528	4.4544663248447495e-05	0.0894651778651933	0.0180846141086306	0.000327053267458	0.0080040180504506	0.0008846574505735	0.0002114619539419	4.471615796496852e-08	7.826188048552046e-07	-0.001302893074341	-0.0006050809820404	3.661229948269749e-07	1.6975303631657423e-06	0.0002420765149401	-0.00031715876944	5.8601039085544464e-08	1.0058968503269509e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1028.2177743133325	2.0910589576151324	1057231.7914138632	4.372527564222484	1210.6014381857478	-12.219923692591236	1465555.842137401	149.32653505275266	958.1468198149512	-1.3662944897780562	918045.3283215044	1.866760632797879	996.358207865174	777.989724141337	0.948262	20.669477	0.0611032484591247	0.0303742489089852	-0.0046340674	0.1829593032	0.0869351387	-0.0782211583	0.0528598049	0.0118940081	-0.1545838922	0.0598097338	0.1663214477	0.0933322954	0.1090215656	-0.1545147151	-0.0960995155	0.1265680739	0.0415929457	0.1160992592	-0.0218001304	0.0701614239	0.1296921605	0.037907335	0.0225711173	0.0813795984	-0.0174142272	-0.1358566403	-0.0353160446	-0.0412606838	-0.0407725668	-0.118819384	-0.1550154491	-0.0985540997	-0.0960036215	0.0199496392	0.1007406967	0.0377510542	0.0989174757	-0.1029526676	0.0061332717	-0.0771926671	0.0463855729	-0.0029975322	0.1930727285	0.1268222553	-0.1385467566	-0.0066323235	0.0664945167	-0.0777097307	0.0057476335	0.0781292887	-0.024946514	0.0911004073	-0.0353084204	-0.0935128502	0.0032836291	0.0620878852	-0.0515213779	-0.0024206726	-0.1026464053	-0.0241916568	-0.003681776	0.098778508	-0.0754846733	-0.0213517445	-0.0033986267	0.0521765855	-0.1144702737	-0.1274152108	0.045767532	0.0013343932	0.0630266343	-0.0008085113	0.0478370193	-0.0305700843	0.0575515803	-0.001937186	0.0147931093	0.0496279028	0.0394453978	-0.0638244117	-0.1008944859	-0.1122230327	0.0656885118	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0268352416576647	-0.0149411209822146	0.0007201301948252	0.0002232370962051	-0.0663960226617206	0.020805133015557	0.0044084318252957	0.000432853559795	0.0915975343831263	0.002132356517933	4.546944319571365e-06	0.008390108305068	0.0010068813387709	0.0001222238881974	1.4938678846090546e-08	1.01381003036508e-06	-0.0013027034628541	1.8961148690000917e-07	3.595251596443234e-14	1.6970363121320637e-06	0.0005841557741242	0.0003420792591841	3.4123796844264337e-07	1.1701821956394265e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1027.4371956838745	-0.7805786294579775	1055627.1910747443	0.6093029967664946	1218.9331738528083	8.331735667060457	1485798.0823188806	69.41781922576736	959.3058825727036	1.1590627577523946	920267.7763385938	1.3434264764085864	999.6267678129664	773.0973026194471	0.857342	18.687679	0.0890375798507299	0.0485410097979111	-0.0233270105	0.1555899146	-0.0752767223	-0.108730572	0.0308352783	-0.0111545095	-0.0794677902	0.0572445355	0.0499554286	0.1123361317	0.0705942507	-0.0935634931	-0.1053100899	0.0816235085	0.0620203063	0.0764975779	0.0290372732	0.1091643741	-0.0821961142	0.0355923686	0.1030210893	-0.0180294488	-0.0048660482	-0.0238134718	0.0390517618	-0.0207624719	0.0991032538	0.0541789308	-0.0268535531	0.0643753928	0.0806049369	-0.1483292491	0.0176940757	-0.0648996414	0.0762858087	-0.0196335486	0.1207692355	0.0355799301	0.041097623	0.0010670842	0.1001329626	0.1084698956	-0.0919478816	-0.0080035228	0.053270585	-0.0940229788	-0.061125555	-0.0835556554	-0.0456935731	0.0425462266	0.0085637772	0.1001453345	-0.0572037355	-0.0245097301	-0.0878216948	-0.0618421646	-0.048694367	-0.0272528346	-0.0102352675	0.0613159219	-0.0464671395	-0.0468303435	0.0521490691	0.031745094	-0.0236760182	-0.1644966903	0.0808655577	-0.0382795378	-0.0481907494	0.0063701174	0.0272957206	-0.0470027524	0.0122559398	-0.009066287	0.0237889016	0.0317399985	-0.0448092495	0.0360901882	0.0046853053	-0.0609100448	-0.1234821008	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0282495304557386	0.0014142887980739	0.0007980359709697	2.000212804357321e-06	-0.0307126100897221	0.0356834125719984	0.0009432644185232	0.0012733059327834	0.0884597564664488	-0.0031377779166775	9.84565025438903e-06	0.0078251285141034	0.0005548655917971	-0.0004520157469738	2.0431823551228245e-07	3.07875824960346e-07	-0.0009572867557707	0.0003454167070833	1.1931270153233933e-07	9.16397932773992e-07	0.0007627653313466	0.0001786095572224	5.818109507042885e-07	3.1901373931181785e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
