global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
934.015407975958	n/a	872384.7823364954	n/a	1055.9454333656713	n/a	n/a	1115020.7582458153	864.5380601215095	n/a	n/a	747426.0573986628	874.3610173504928	700.1957144079897	n/a	n/a	n/a	n/a	0.1278735315	-0.0495743218	0.137123011	-0.0337550196	0.0474173602	-0.1311104551	0.0237494287	-0.1681825385	0.099110528	-0.0044752221	0.1465728584	-0.024122628	0.0429161443	-0.188196667	-0.1669378693	0.0684763233	-0.0033411031	0.0581982776	-0.066978361	0.1007330506	-0.0351473267	0.0191553188	-0.0387722684	0.0775534846	0.0149603373	-0.0451439085	0.0797366814	-0.0161817861	0.0141470274	-0.1192390788	0.0983665323	-0.0171108709	0.1370912195	-0.0766989782	0.0104310844	-0.0509174594	-0.0063636336	0.0535783248	-0.0044279399	-0.0230217495	-0.0965642987	0.1397078242	0.0139998685	-0.1275357093	-0.0485951269	0.1212986061	0.0390821191	-0.0911073255	-0.0668124069	-0.1474608047	0.1811747107	0.105245872	-0.086481067	0.1526417818	-0.09201032	0.0718548068	0.0069118336	-0.1236642012	0.0156990038	-0.0584659775	0.0402787462	-0.022642139	0.1279340093	-0.033674984	-0.0404313109	0.0398039438	-0.0233464931	0.0121910885	-0.0714261364	0.0223973992	-0.1923784426	0.026085675	-0.0451750707	0.0185347863	-0.0190410293	-0.134698591	0.0534884433	-0.0033441828	-0.16652424	0.1051659817	-0.075359221	-0.0918326354	0.0584792215	0.0933630581	0.0656839508	-0.2329890309	-0.0292397222	0.0598827816	-0.071112639	0.1084946501	-0.0347204678	0.1088277354	-0.1044228297	0.1530540569	-0.0528191518	0.1770499727	-0.2163873332	0.0085558059	-0.066738089	0.0215967541	-0.1289283794	0.1710976735	-0.0334150679	0.0372733521	-0.1220632164	0.0553492599	-0.0271606448	0.1123077566	-0.0018277362	0.0715838271	-0.0094438652	0.0037850411	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0203395893649229	n/a	0.0004136988955336	n/a	-0.0692838542935305	n/a	0.0048002524657671	n/a	-0.0891877612545926	n/a	0.0079544567576062	n/a	0.0011730045416132	n/a	n/a	1.3759396546451938e-06	7.686298486575539e-08	n/a	n/a	5.907918442473343e-15	0.0001309997455613	n/a	n/a	1.7160933337125342e-08	0.0	0.0	0.0
934.9034115433128	0.8880035673547582	874044.3889153249	0.7885503356347765	1041.9954287880346	-13.95000457763672	194.6026277160854	1085754.47361516	864.7138399182916	0.1757797967820806	0.0308985369567495	747730.0249462368	872.7278824921312	704.6349051702988	1.167686	20.872324	0.061028233142676	0.0282949205708547	0.0540136698	0.0216754189	-0.0515535852	-0.0638116639	0.0736959029	-0.0550053903	0.0483594464	0.034282399	0.1808742492	-0.0038748415	0.0185024719	0.0278943154	0.2069418344	-0.010486341	-0.1227860598	0.1023587132	0.1308265769	-0.0284355941	0.0030057516	0.0397873758	0.0661046007	-0.0321050809	0.0363761373	0.1838099045	0.0024867501	-0.0587116652	-0.0434671602	0.0803459451	-0.0206494649	0.0009184938	-0.0384473357	0.1363689814	0.0486276857	-0.0570342194	0.0072391115	-0.166485268	-0.0473712402	0.0685474594	0.1714133009	0.0651167712	-0.0241691652	0.0396856758	0.1739469575	0.0676013549	0.0854117311	0.096152668	-0.0580710039	-0.0318084814	0.0508251102	0.0369193583	-0.0275284338	0.0651301616	0.0009978451	0.2011158934	0.0931712216	-0.0162817484	0.0265083453	-0.0497614676	-0.052504516	-0.0125851622	0.0438250554	0.1560090651	0.063518549	-0.1388075985	0.2065068179	0.0358166756	-0.0049342424	-0.0741598147	0.0807363493	-0.0900059812	-0.0478365055	-0.0606679855	0.0006457181	0.1039592648	0.0258087271	-0.0973528142	-0.0305012224	-0.0769907521	-0.0178107953	0.1691235088	-0.0325588015	-0.1121605381	0.053853304	-0.0883853816	0.0879743035	0.1467985347	-0.0912404331	-0.0356404947	-0.0639264865	0.1124560542	-0.0619609541	-0.0411488698	0.0403640989	0.0286024621	0.0835447402	0.2015279377	-0.0737982863	-0.0220275088	-0.0135209638	-0.0633158869	-0.0687561652	0.1729053063	-0.1569638613	0.0283985761	-0.0185771666	0.0504251759	-0.0375745186	0.1093701258	0.0106844534	0.1646040873	-0.016891737	-0.0130015067	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0075552051617933	-0.0127843842031296	5.7081125036788125e-05	0.0001634404794532	-0.0604915442125104	0.00879231008102	0.0036592269212141	7.730471656080764e-05	-0.0720366390185773	0.0171511222360152	0.0051892773610928	0.0002941609939547	0.0009080096549974	-0.0002649948866158	7.022228993252077e-08	8.244815335684973e-07	-8.589747742715481e-05	-8.597434041202057e-05	7.391587209281993e-09	7.3783766283485715e-09	0.0002260388509837	9.50391054224e-05	9.032431559490062e-09	5.109356215403133e-08	0.0	0.0	0.0
934.6666731089556	-0.2367384343572212	873601.7898205633	0.0560450863019083	1041.8294610274463	-0.1659677605882734	0.0275452975546864	1085408.6258647393	865.9104657854352	1.1966258671436665	1.4319134659173312	749800.9347567494	874.1425021599078	719.5895177423301	1.035593	18.51116	0.0219841214964942	0.0114473360670527	-0.00655229	0.0857737466	-0.0753263189	-0.0113132336	0.003459691	0.0723419861	-0.0030710659	0.153753284	0.0451680592	-0.0857580708	0.0324543157	-0.0811503131	0.0888465585	0.0782909165	-0.0268744408	-0.0143919386	0.0921690111	-0.0970019427	-0.0380877504	-0.0562420432	0.0036881173	-0.009425285	-0.1336517937	0.0761130398	0.0249980641	-0.0585927679	-0.061471897	0.0353986338	0.0284276375	0.0993552583	-0.1861938877	-0.0180486782	0.1585715177	-0.0565204401	0.0876912931	-0.1649750852	-0.0902724494	0.1080392479	0.1284400698	0.0646123145	0.1714885655	0.0468152706	-0.0484731019	0.175916413	-0.0194514212	0.0764020471	0.0646776587	-0.0868068925	0.1555095147	0.1433548927	0.046172508	-0.0162091949	-0.0027989111	0.0450973949	0.146220994	-0.0922188081	0.0060755869	-0.0082302802	0.0389433156	-0.0247202073	-0.0017091652	0.0457469774	0.1590584401	-0.0819603506	0.0409224352	-0.0894372627	0.0530783888	0.0024759623	0.0349835895	-0.096620033	-0.0788370046	-0.1397867383	-0.2021776401	0.0542873719	0.1784517768	0.0242111326	-0.0716935655	-0.1914663028	0.0474912186	0.062621845	-0.0636593679	0.0566327169	0.0884128372	0.0658106353	0.0819619203	0.1522141392	0.0097965509	0.032694689	-0.0613674029	0.1095447983	-0.0642398863	-0.0198765928	0.009786442	0.047036507	0.0595752065	0.194202201	-0.1048634218	-0.0952176752	-0.0188425841	0.1111421672	-0.0449900626	0.191214602	-0.088830721	-0.0442923359	-0.0062511619	-0.0144726909	0.1322476594	0.1331312841	-0.0189351484	0.0775685046	0.047131846	0.06312509	0.1288230331	0.1279949812	0.1266188352	0.124700488	1.7099801681297322e-05	-0.007538105360112	2.9240321753969873e-10	5.68230324201493e-05	-0.0604019382303135	8.960598219689975e-05	0.0036483941419786	8.029232045471114e-09	-0.0744942158069079	-0.0024575767883305	0.0055493881886861	6.039683670541338e-06	0.0010339973102749	0.0001259876552775	1.5872889282322186e-08	1.0691504376557278e-06	1.3026964174045474e-07	8.602774706889527e-05	7.400773265749818e-09	1.697017955918643e-14	0.0002520001159544	2.5961264970699995e-05	6.739872788788946e-10	6.350405844103106e-08	0.0	0.0	0.0
934.478319528829	-0.1883535801265452	873249.7296694244	0.0354770711464869	1044.044869192023	2.215408164576729	4.908033335673232	1090029.6888861884	866.2825665727717	0.3721007873364215	0.1384589959363847	750445.4851479086	874.6954461870522	720.3719195610063	1.146172	20.487762	0.0471638984476544	0.0269753234700163	-0.0180982239	0.1033404205	-0.0533158439	0.1068397561	0.0382434564	0.0467881584	0.0084028006	0.0132746574	-0.0828736872	-0.1213672057	0.0488184647	-0.1900117532	-0.0222467034	-0.0633562179	-0.010320577	-0.0639007485	0.0624458479	-0.0884869405	-0.0167086615	0.1239488561	-0.0165507168	-0.038534191	-0.0240066725	0.0483298887	-0.0033539426	0.0343669773	-0.0919338225	0.0239854562	0.1214797093	0.0588042336	-0.139029588	-0.1863017692	-0.0110073033	-0.0815669363	0.104427306	-0.1338532907	-0.0965923301	-0.0736349666	-0.1871607167	-0.017012837	0.0526372528	-0.0434245486	0.0079079451	-0.1410596883	-0.0012979031	0.1237052425	0.0803384972	-0.0391031272	-0.0791485962	0.0473087347	0.0908418326	-0.0414681462	-0.0232038099	-0.0087237054	0.0781753448	-0.0504213397	-0.1122726691	-0.1229492922	0.0153341745	0.0035193565	-0.022502484	0.0516260786	0.0539535397	0.0129194732	0.0326980226	0.1409643378	0.0434401251	0.1256718306	-0.0639454454	-0.0400380251	0.0180424379	-0.0269437063	-0.2741681392	-0.0493654815	0.1056362669	0.0712981268	0.0287272901	-0.0879762337	-0.0022477127	-0.0390358436	0.0375273504	-0.0427215703	-0.1126856442	-0.004432271	-0.0084538119	-0.0953634502	-0.0393883638	0.0966441106	-0.0703957895	0.1280644063	-0.0731415324	-0.0535032167	-0.0583160393	-0.0091934485	0.1244209359	0.1452198488	-0.0629035071	0.0430878856	-0.1150748044	-0.0286015344	-0.0867425218	0.22664034	-0.0302020874	-0.1516754123	-0.0066725348	0.0254601504	-0.010041546	-0.0383108447	0.0863465959	0.0156913653	-0.0047987596	0.0157336444	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-1.728308234305587e-07	-1.727263250472788e-05	2.987049352768495e-14	2.9834383364338207e-10	-0.0605422508922117	-0.0001403126618981	0.0036653641430955	1.968764308895845e-08	-0.0947441425457498	-0.0202499267388418	0.0089764525467293	0.0004100595329284	0.0007510000044111	-0.0002829973058638	8.008747512616918e-08	5.640010066254722e-07	5.771161326606489e-12	-1.3026387057912814e-07	1.6968675978255842e-14	3.330630305771837e-23	-4.259941374261042e-11	-0.0002520001585538	6.350407991114726e-08	1.814710051214105e-21	0.0	0.0	0.0
934.9718003105812	0.4934807817521687	874172.2673760094	0.2435232819587315	1044.5478018108167	0.5029326187936931	0.2529412190466822	1091080.1102678094	866.2174462924818	-0.0651202802898751	0.0042406509050319	750332.6642614686	874.7195589953456	713.5501705937626	1.004854	17.961699	0.1162215360778846	0.066017756322048	0.0079240551	0.0518316716	0.0519739215	0.1102622248	0.0773342863	0.0557408232	-0.0048955276	-0.028735141	-0.0698524005	-0.1009752278	-0.017722148	-0.0163701867	-0.0293376847	-0.0035228945	-0.0240250898	-0.0223628283	0.0819544565	-0.0547945669	0.0090261441	0.1440201781	0.0032284094	0.0713601537	0.0572522982	-0.0268510462	-0.0301586654	-0.0455459928	0.0197658428	0.0169430916	0.1147196333	-0.0226275703	-0.0512474043	-0.0090460062	0.1180146083	-0.0077997948	0.0157947442	-0.1341342895	0.0803031444	-0.0234131287	0.0456261046	-0.1775010572	-0.0206724919	-0.1782312174	-0.0556304473	-0.0718763582	-0.0108957977	0.1147628865	-0.2349786304	0.0473647068	0.0184678268	-0.0046633615	-0.0474004042	-0.1872783463	-0.016924259	0.007820102	0.0205822441	0.0095649234	-0.1310856676	-0.1347120717	0.0553823905	0.0255889861	-0.0204011087	-0.0075959673	-0.0364932711	0.0344480747	-0.1051609958	0.0264833149	0.0305785246	-0.0743034016	-0.0127969634	-0.013765562	-0.0554149398	-0.128816533	-0.0579031367	-0.0779369347	0.0927635473	-0.1370928705	-0.0372960398	0.1293559285	0.0805352913	-0.0318666035	0.156778884	0.0461159605	0.0186395908	-0.0897313901	-0.1335699984	0.0470103889	-0.174598406	0.0796189253	-0.0528112913	0.0546563187	-0.0557477084	0.0161476859	-0.1108480062	-0.0015058573	0.0148572813	0.1287902907	-0.0845599537	0.0374162662	-0.0369824978	-0.0155435676	-0.0563134755	-0.0083615059	0.0673133497	-0.1815358863	0.0581952364	-0.0352805165	0.0244846776	-0.2086296572	-0.0506685308	-0.0247630224	-0.0008606312	0.023682311	0.1282045865	0.1255324169	0.1211199807	0.1150284477	4.141947538016666e-05	4.159230620359722e-05	1.715572940768232e-09	1.7299199353337913e-09	-0.0361927447996492	0.0243495060925625	0.0013099147761325	0.0005928984469517	-0.0462143156957353	0.0485298268500144	0.002135762975225	0.0023551440940923	0.000107000018047	-0.0006439999863641	4.14735982436961e-07	1.1449003862058326e-08	1.1936478028218292e-08	1.1930706866891686e-08	1.4234176634369643e-16	1.4247950771813803e-16	0.0002220002569117	0.0002220002995111	4.9284132983024215e-08	4.9284114068860804e-08	0.0	0.0	0.0
939.7091621445704	4.737361833989212	883053.3094184506	22.44259714613763	1050.145278529117	5.597476718300186	31.33174561191262	1102805.1060169963	866.8169683034347	0.59952201095291	0.3594266416170211	751371.6565387577	875.6726976016472	714.0205886348332	1.324389	23.673382	0.1182981495003679	0.0752805027771754	-0.0449853666	0.006556854	0.0690440158	-0.1137206212	0.1571683783	0.0416287838	0.0839806991	-0.0591642707	0.1280283765	-0.0816166556	-0.0547134343	0.1072610745	-0.0643902266	-0.0693757841	0.007851712	0.0706937435	0.0350893053	0.1591115798	-0.008171912	-0.1335778709	-0.0175054265	0.0617502833	0.1392642485	0.1100469332	-0.0933270339	0.0078330691	0.1574279367	-0.002724955	-0.0232321421	0.0417109209	-0.0109192421	0.0693202452	0.157531759	0.1504955087	0.0650053054	-0.0103803726	-0.0265416251	0.1498751748	-0.0836790501	-0.0154435812	-0.0965760132	-0.0100839987	0.0308859597	-0.0168960732	0.0248577692	-0.1651508144	-0.0201720868	0.0305391057	0.0091355043	-0.0800652557	-0.1227703451	-0.0658800711	0.0472872937	0.0629279272	0.0034618147	0.1154239318	0.1520069437	0.0880777783	0.0071717886	-0.0170552985	-0.0105294511	0.0223616619	-0.0788655544	-0.0256107182	-0.1120777075	0.1079398535	-0.0742101158	-0.1907155252	0.0997403402	0.0620664693	-0.21362742	-0.0228825298	0.1341169941	-0.0744750321	0.1095436583	-0.0349410571	-0.0248404845	-0.0243225513	0.1030433442	0.0467153814	0.074315748	0.0494100699	-0.0432828084	-0.0777967673	-0.1097366152	-0.0977980444	0.0182004104	-0.0484310798	-0.0245149083	-0.0422053952	-0.0212966988	-0.0712724739	0.0807595712	0.188804015	-0.0305607247	0.0552764015	-0.051547931	0.0930867122	0.0628276089	-0.0513010253	0.0765107639	-0.2461272662	0.0723453174	-0.1296055752	0.1079003613	-0.1254713147	0.0547591008	-0.0450793984	-0.2177936249	0.0404887725	-0.0230621843	0.0380202746	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0068294405347586	0.0067880210593784	4.664125801780384e-05	4.607722990256511e-05	-0.0318091752903768	0.0043835695092723	0.0010118236326539	1.921568164262266e-05	0.0278610195453694	0.0740753352411047	0.0007762364101074	0.005487155291082	0.0003079999063714	0.0002009998883244	4.0400955106421293e-08	9.486394232479119e-08	0.0002379996942938	0.0002379877578157	5.663817287017844e-08	5.6643854483942256e-08	-3.6570760375781535e-08	-0.000222036827672	4.930035284267908e-08	1.337420514462833e-15	0.0	0.0	0.0
941.636826174732	1.9276640301616224	886679.9124084226	3.715888613178949	1046.4275560880965	-3.7177224410204417	13.821460148466992	1095010.6301405062	868.985358101981	2.1683897985462863	4.701914318439604	755135.5525956281	877.7156048972031	745.0607813891488	1.261373	22.54697	0.1187818637065769	0.0612149160618245	-0.1602358229	0.1293020688	-0.0290129944	-0.0557125497	-0.0807450296	0.1631652771	-0.0671275141	0.0371215954	0.1188401645	0.0672509107	-0.0808567763	0.117884204	0.0424599665	0.0453974481	0.1577057528	-0.0816059127	0.0867531153	0.0351239717	0.0051329906	-0.0072403398	0.0637258393	-0.091676852	-0.0432636353	0.0574979185	0.0846964149	-0.0710579178	-0.0877355363	-0.0956839801	0.1546833391	0.0095015542	-0.048970717	0.0210343563	-0.0776325181	0.0874049839	-0.1610199581	0.0516258007	0.0711383705	0.1919755782	-0.1375457649	0.0146941	-0.0671493143	0.0761251352	-0.0287492476	-0.0761488819	0.0129263716	-0.0049816708	-0.0107105371	-0.0244751524	0.0690212884	0.0379870058	0.0486589797	0.19474687	0.0637778056	-0.1402760693	0.1262800714	0.0408958338	0.0602807222	0.0107979708	-0.0352618287	0.0420618517	0.0830117721	0.0506458178	0.0299635666	-0.0788808702	0.1492268598	-0.0684447991	-0.2015362164	0.1416577165	-0.0380612475	-0.0269312887	-0.0596053042	0.0026929044	0.1419293441	-0.0424390318	0.001788731	0.0883865474	0.0732278975	0.0377025563	0.0238986564	-0.0648772283	0.0163624113	0.114192352	-0.0827170821	0.1310704603	-0.027816109	-0.009614862	-0.0114548074	-0.0841554837	-0.0158138411	-0.0296186322	-0.0554892631	-0.2000191493	0.0526307293	0.0604927784	0.0437278243	0.0290289879	0.1423655099	-0.0185691845	0.1042907938	0.015513075	0.1897161529	-0.0795961825	-0.0358420437	-0.0151997221	0.1122841774	0.071952048	-0.0741692984	0.0589466272	-0.0140770587	0.0668108407	-0.0604786974	-0.0384552248	0.1272347401	0.1216944932	0.1126387502	0.1003291122	6.151444802071637e-05	-0.0067679260867378	3.784027315293416e-09	4.580482351554717e-05	-0.0148073147429528	0.017001860547424	0.0002192565698968	0.000289063262074	-0.0244961450052869	-0.0523571645506562	0.00060006112012	0.0027412726797845	-0.0002690150746818	-0.0005770149810532	3.3294628835982485e-07	7.236911040605446e-08	0.0001559738410199	-8.20258532739e-05	6.728240605311371e-09	2.432783908250104e-08	0.0001940208453477	0.000194057416108	3.765828074654287e-08	3.764408842943612e-08	0.0	0.0	0.0
937.1377787022108	-4.499047472521284	878227.2162709137	20.241428160000147	1046.7545687223735	0.3270126342770254	0.1069372629767995	1095695.127141162	866.7278609502883	-2.2574971516926325	5.096293389900349	751217.1849474624	875.7859706714236	731.1616174501715	1.053475	18.830799	0.1187418151079193	0.0765441529826513	-0.0732046199	0.0806029185	-0.0490679507	0.0362647097	-0.1443951732	0.0668187245	-0.1415098921	0.0548988731	-0.058688	0.1103257364	-0.036003981	0.0187641534	-0.0505791647	-0.0300114387	0.0237238726	-0.1113519128	-0.0472082586	-0.078677452	0.073768035	0.0152786975	0.0191584992	-0.0998289913	-0.0012930316	0.0309730587	-0.0792886425	-0.0175600755	0.0147078527	0.0483587903	0.0877391268	-0.0225797625	0.1898793031	0.0355908607	-0.0826842478	0.0212669783	-0.1674061729	0.1555476277	-0.0133589742	0.0726250599	-0.0559202736	-0.0749056868	0.0907999787	-0.1192985777	-0.0377915729	-0.1737248889	0.0437157177	-0.0805239251	0.0752145505	0.029284471	0.0462572186	0.0080742196	-0.072504395	0.0590448592	-0.0604141253	-0.1202884361	0.0171077763	-0.0613433955	-0.0924532115	0.025640138	-0.0972331157	0.0021703194	-0.0101941332	0.0050470389	0.0723869436	0.0224641027	-0.0269436541	-0.0024359666	-0.1778279795	-0.049814668	-0.1169184019	-0.0984724083	0.0885573401	-0.0088861777	0.134304412	0.0805629125	-0.0003472858	0.0898822262	0.0032234286	0.1716574588	0.0581486183	0.0314880151	-0.1535726083	0.0192233978	-0.094948397	0.0514104281	-0.0492356555	-0.0605131675	0.1423525196	-0.0635413778	-0.007558702	-0.0610404113	-0.007420358	-0.1078276356	0.0251067747	-0.0308939544	0.0436244954	0.0470164471	0.1213548174	0.0478713027	0.0564094722	0.0263721446	0.1984627864	-0.1369787557	-0.0003790763	-0.0198211956	0.1307324813	0.0780958955	-0.0930779582	-0.0550662772	0.0655970298	-0.0957936784	-0.1008404176	0.0125588006	0.1266188352	0.1192723348	0.1073422654	0.0912870929	2.152742605687763e-05	-3.998702196383874e-05	4.6343007263433396e-10	1.598961925536522e-09	-0.0096337432364634	0.0051735715064894	9.280900874610428e-05	2.676584213275901e-05	0.0453819223655642	0.0698780673708511	0.002059518877594	0.0048829442994852	0.0001520291740767	0.0004210442487585	1.7727825941260965e-07	2.311286977044355e-08	-0.0002909845060719	-0.0004469583470918	1.9977176403503399e-07	8.467198277390759e-08	0.0001990220336697	5.0011883220000045e-06	2.5011884632109218e-11	3.96097698860232e-08	0.0	0.0	0.0
936.446895321358	-0.6908833808527106	876932.7877570105	0.4773198459384716	1045.3247720015677	-1.429796720805825	2.044318662827091	1092703.878960129	866.2973971754229	-0.4304637748654158	0.1852990614713834	750471.1803529125	875.1779792226594	714.6386682168138	0.968322	17.308702	0.0215914482417842	0.0153240925344961	-0.0163739173	0.0547128731	-0.0464561387	0.100987621	-0.0025472222	0.0483640762	-0.0791164002	0.0617173124	-0.0852719043	0.0213865817	-0.0336722127	0.0473633544	-0.0378651592	-0.0142775233	-0.0347481977	-0.0394796956	-0.0028335705	-0.0283969331	0.0650580102	0.0382772315	0.0939343207	-0.0447713946	-0.0386247628	0.0485248774	-0.0785005589	-0.0161125761	0.1335781706	-0.0436319892	-0.0936457527	0.0020503421	-0.0679417027	-0.0905926005	-0.1043869229	-0.0567308167	-0.1321212467	0.0110750176	0.0468441141	0.0297680942	0.0695131405	-0.0460719531	0.0160859835	-0.0454847622	0.0098672704	0.1094601329	-0.0610425716	-0.2437947237	-0.0150267791	0.0574927464	-0.1149057313	0.0055802678	-0.0294617196	0.0162144926	-0.0537031873	-0.0242721751	0.0098966417	-0.0509449971	-0.0813704663	0.0169352061	-0.0522160553	0.0167717904	0.0849061861	0.0605975966	0.0090048371	0.0703908067	-0.104238022	-0.0014942116	-0.0578854737	-0.0195645108	0.0830078156	0.0170558181	0.1329768665	-0.0513402085	0.115196219	-0.0439332519	0.0059617034	-0.0863079227	0.0065853613	-0.0115836821	-0.0562019897	-0.1231141772	0.1458004885	-0.0088646253	0.0558599446	-0.0981463592	-0.1216024587	0.2017219303	0.1731201515	-0.1242062768	-0.0062976305	-0.0640854739	-0.0248540161	-0.0517123415	-0.0268336896	-0.0807629532	0.0623815852	0.0252294578	0.1039490523	0.0806853617	0.0416881171	-0.0395100434	0.0931678379	-0.1377860692	0.0998415479	-0.079299394	0.0139801366	-0.0285015006	-0.0977784821	-0.1388448702	0.0744814198	-0.0177562787	-0.0164103424	0.033861586	0.1259161521	0.1165232592	0.1013839798	0.0812449131	6.546067808699263e-06	-1.4981358248178369e-05	4.2851003756088765e-11	2.2444109496026198e-10	-0.008778158749493	0.0008555844869703	7.705607103130051e-05	7.320248143444013e-07	0.043163274323966	-0.0022186480415982	0.0018630682503659	4.922399132487531e-06	0.0001079999897714	-4.402918430529999e-05	1.938569070590075e-09	1.1663997790622504e-08	8.790404848468825e-09	0.0002909932964767	8.467709859440482e-08	7.727121739998422e-17	0.0001639998273524	-3.50222063173e-05	1.226554935331528e-09	2.689594337161701e-08	0.0	0.0	0.0
936.2061373529596	-0.2407579683984977	876481.9316173486	0.057964399347372	1049.5198328118574	4.19506081028976	17.59853520202898	1101491.879465429	866.4729059897885	0.1755088143655712	0.0308033439200085	750775.2968143888	875.4308205637439	715.7464653950029	1.09515	19.575745	0.0946321161613061	0.042417858651729	0.0172510562	0.0079947266	0.1117649211	0.0718741115	-0.05102257	-0.0315606573	-0.0469504783	-0.0903342798	-0.0945242223	0.0135479361	0.0934838453	0.0888840146	-0.0658870839	0.0007944469	-0.0336565033	-0.0599060837	-0.0446179638	0.0064555356	0.005777708	0.1173117515	-0.0365329526	0.0285678806	0.0165405537	0.0440773902	-0.0315111855	0.0285504028	-0.0232860776	-0.1226988937	-0.0965980994	-0.0644044769	0.0502773765	0.0963845129	-0.1157779296	0.09152778	-0.0227805627	0.0061852319	0.1078226181	-0.0197719537	-0.1190713565	-0.0426023381	0.0391448916	-0.1345806267	0.0487877203	0.2011445682	0.1017383927	-0.0466460845	0.0101537938	0.0478255407	0.0537888612	0.0996498529	-0.0237543634	-0.0927698637	-0.0684692864	-0.0197391683	-0.0628009167	0.0457040131	-0.1148565397	-0.0658597674	0.0654142919	-0.0518527581	0.0067151816	0.0469977868	0.0375708924	0.0644665753	-0.1025732486	-0.0080654231	-0.0425278107	0.0319210077	-0.0584469579	0.0581080409	0.0125647548	0.0096690077	0.0530697944	0.0035957799	-0.1562744592	0.0147469056	-0.0593393195	0.0800049484	0.2295785575	-0.0571279374	0.0989915245	-0.043732702	-0.0587103725	-0.0777288339	0.0569975629	0.131772334	-0.0747304739	-0.1615206613	-0.0137283187	-0.0643843883	-0.0221767544	0.0266252963	-0.0996681979	-0.0046229603	-0.0082048507	0.0502726061	0.1440696183	0.0916129183	0.019821287	0.0379884286	0.0548051609	-0.172689225	0.0798481815	0.1055917148	-0.083273382	-0.0769637863	0.0400542753	-0.01872199	-0.0116375691	-0.0299872051	0.1011122027	-0.1207752648	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0079188285669715	-0.0079253746347802	6.27078458730839e-05	6.281156310161738e-05	-0.0078970036116032	0.0008811551378898	6.236266604167399e-05	7.764343770295925e-07	0.0179347512582523	-0.0252285230657137	0.0003216553026953	0.0006364783760772	-0.000313893942459	-0.0004218939322304	1.7799449005282934e-07	9.8529407112454e-08	-0.00035109408667	-0.0003511028770748	1.2327323029023614e-07	1.2326705769464146e-07	0.0006029442845056	0.0004389444571532	1.9267223646551745e-07	3.635418102179699e-07	0.0	0.0	0.0
