global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
1050.3974637269307	n/a	n/a	1103334.8318039686	1215.0146267770351	n/a	n/a	1476260.543282138	1014.7382416507834	n/a	1029693.6990685236	n/a	1023.1730037591396	755.4926762955912	n/a	n/a	n/a	n/a	0.0604190693	-0.1136551281	0.0598808246	-0.1944398239	0.0188480443	-0.0129519516	-0.1415657163	0.1555904406	-0.0021884946	0.0865170711	0.0108979138	-0.1546581958	0.0091978194	-0.1374041409	0.0493627355	-0.0493558106	-0.0768557083	0.0079834222	-0.08942689	0.0265222708	-0.0615712203	0.1235887388	-0.0895094403	-0.0181971798	0.0656051872	-0.0387375761	0.0058202973	-0.0396897462	0.042429706	-0.038902177	0.0229365645	-0.011899012	0.002019807	-0.0053659584	0.037458315	-0.1383974015	0.0943914238	0.1188591959	-0.050823196	0.1971583818	-0.0321010777	0.1391719403	-0.0328976959	0.0114671248	-0.1225401298	0.045305222	-0.042861607	0.1566576973	-0.0620966552	0.0050604864	-0.0763618078	0.0109111907	-0.1802108473	0.059083094	-0.073035048	0.0035387325	-0.0136296361	0.0070095061	-0.0092385606	0.0433707652	-0.0339543643	0.0590296876	-0.054286405	-0.0538431559	0.1624374656	-0.0925194504	-0.0041815846	0.0621154005	-0.0935864706	0.0556410911	-0.0235798486	0.0641367423	-0.137497656	0.1180475305	-0.006020155	0.0188851467	-0.0690953245	0.0867585935	-0.0591429842	0.0144223791	-0.0820470413	0.1774488263	-0.0416319534	0.1925153788	-0.0256092573	0.0022243306	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.0783632107054899	n/a	n/a	0.006140792792073	-0.0840298399680961	n/a	0.0070610140050638	n/a	-0.288785937305974	n/a	0.0833973175856899	n/a	0.0015621029197572	n/a	n/a	2.4401655319139693e-06	-0.0038470679824929	n/a	1.4799932061921993e-05	n/a	0.0005700070848928	n/a	3.249080768279877e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1050.9142889115642	0.5168251846334897	0.2671082714714407	1104420.8426384986	1212.1740905937106	-2.8405361833245024	8.068645808775731	1469366.0259066897	1014.335990517133	-0.4022511336503385	1028877.5016583734	0.1618059745229824	1021.7277515639606	749.3148653147075	1.154358	23.248642	0.1782739133504615	0.0915738050143839	0.0158858239	0.1326027321	0.0454044774	-0.1639057813	0.0906845096	-0.0997474688	-0.063451977	0.0297185788	-0.0266144142	-0.0644157728	0.0891433082	-0.1418291869	-0.1283072643	0.0972273724	0.0807835207	-0.0369276411	-0.0391076806	0.0395604413	0.0108014397	-0.1317041427	0.0251515961	0.0227507423	-0.0309981645	-0.1320513065	0.1107899454	-0.0226575419	0.1128533531	-0.055859156	-0.0360183058	-0.0696108483	0.0228345835	0.0143043561	0.1885419238	0.0565093397	-0.0616053039	0.1042013425	0.0056010914	0.0768581617	-0.1270579453	0.0432767394	-0.0389209702	-0.0055361113	-0.0222305113	0.070749993	0.027839095	0.1415179856	-0.1273477973	0.0759925603	-0.0843424579	0.0876210555	-0.0320955623	-0.027930963	-0.1245685346	-0.0257308545	-0.1726751723	-0.0496967735	0.037115967	0.1200175767	-0.0679541596	-0.0367658853	0.0096472987	0.0639378191	-0.0218448743	-0.0709873318	0.1222564499	-0.0880324007	-0.0008732549	0.0366781888	0.164529327	0.0280226692	0.0144236053	0.0727456326	-0.1131788152	-0.0334581444	0.0356394266	-0.0840476804	-0.0327678943	0.0955476243	-0.0322773577	0.1625008375	-0.1682073647	-0.0135605008	0.0007886047	-0.0312311103	-0.029832504	-0.0412763272	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0457584641424801	0.0326047465630098	0.001063069498438	0.0020938370406786	-0.0381835769147755	0.0458462630533205	0.0014579855460065	0.0021018798359542	-0.2312816397205779	0.0575042975853961	0.0534911968718391	0.0033067442407897	0.0007999509018835	-0.0007621520178737	5.808756983489528e-07	6.39921445424225e-07	-0.0038388170162506	8.250966242300158e-06	1.4736516084255156e-05	6.807844393157679e-11	0.0004940379460341	-7.596913885869999e-05	2.440734921215923e-07	5.77131005893244e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1049.5178462701745	-1.39644264138974	1.9500520506915535	1101487.7096395856	1213.7181000983578	1.5440095046471924	2.3839653504408687	1473111.6265063672	1014.9274601258796	0.5914696087465927	1030077.749317569	0.3498362980708475	1024.745469548152	748.3717413722501	1.080558	21.762327	0.0539330251130168	0.0287963824338513	0.0391986892	0.0099160012	-0.1575965377	-0.0958581048	-0.0765849884	-0.110528767	-0.0864447195	0.059044889	0.0156523423	0.0493463028	-0.0282397193	0.1237145325	-0.0321963001	0.1630242584	0.068603202	-0.0442617363	0.0278817857	-0.0184680468	0.0336201939	0.0438097409	0.0907060699	-0.123152551	0.0810960477	-0.0165409849	-0.1312064615	-0.0136021776	0.0073407415	-0.2756512495	0.006274614	-0.1162089601	-0.0317099973	0.0034434186	0.1329262703	-0.154779075	-0.0060137143	0.1287280422	0.0859832028	-0.1884404209	-0.0415321062	-0.1048056372	-0.0267931271	0.0577987996	0.0704433051	-0.0716584857	0.1289040143	0.0870227288	0.1151817095	0.0385562006	-0.0535239009	-0.0762865878	-0.1841789324	-0.1944250589	0.109816579	-0.0205513059	-0.0475692065	-0.1201133836	0.0767864424	0.1066180031	0.1419292786	-0.077471443	-0.0161836311	0.103984347	-0.0298037202	-0.0648393286	0.1344095234	-0.1198051723	-0.0810854301	-0.0239355486	-0.0293991681	-0.0722019181	0.1375285047	0.0672453965	0.0490427678	-0.0095749793	-0.0935085096	-0.0545342478	-0.0907223644	0.0096616042	-0.0967874596	-0.0489486489	-0.1304214476	0.0019383945	0.0262020454	0.010370132	-0.0790238917	-0.0702540862	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0680604671693032	-0.022302003026823	0.0004973793390084	0.0046322271913037	-0.0476044198346272	-0.0094208429198517	0.0022661807877914	8.875228132051992e-05	-0.2351870595590099	-0.003905419838432	0.0553129529840132	1.525230411441832e-05	0.0004963679885864	-0.0003035829132971	9.216258524595455e-08	2.463811800933085e-07	-0.0038163948660185	2.2422150232100004e-05	1.4564869773372364e-05	5.027528210308623e-10	0.0004539478230051	-4.009012302900002e-05	2.060686260110696e-07	1.607217964480358e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1047.4601425425476	-2.0577037276268584	4.234144630689468	1097172.750215254	1209.2677457085972	-4.450354389760605	19.80565419446149	1462328.4808111526	1014.5175971064428	-0.4098630194367842	1029245.9548386307	0.1679876947018378	1023.9419481326372	747.9616959913542	1.127208	22.701843	0.1930661437962942	0.0868693181120451	0.0110891706	-0.1153169646	0.0548334227	3.76112e-05	-0.003586085	-0.144966775	-0.0210702711	0.0571828267	0.0771982924	0.0682169756	0.1162831796	0.0076281035	0.0075511539	-0.0326895018	0.0200322409	-0.0473009093	-0.0047680947	-0.0746603143	-0.047579176	0.0071066123	0.0788735878	0.1369493761	0.0131655951	-0.0186677113	-0.1455748013	-0.1683498682	0.0193375494	-0.124301135	-0.0038544575	0.1445328122	0.003359806	0.0994460076	-0.0299839121	-0.0955154077	-0.07108251	-0.0756521344	0.0621802622	0.1416462115	0.025087089	0.0321204539	-0.0250447177	0.0893171759	0.0131946134	-0.006441726	-0.0973405782	0.0784243367	-0.0104847683	-0.0002027139	0.0455235944	-0.0501294405	-0.1488712829	-0.0534566751	0.0066095452	0.0420999947	-0.0692994045	0.0819187233	-0.0597710423	0.0669263691	0.0742732618	-0.05413281	-0.0784120927	-0.046949521	-0.0171528521	-0.043927667	0.1285183825	0.0495630854	-0.060180367	0.181134116	-0.0087960605	0.0426756591	-0.0820124689	0.0050536942	-0.0452358459	0.089247622	-0.0305587834	-0.0236295456	-0.1059008471	0.0303682403	-0.0295942991	-0.0240985217	-0.042776006	0.0301509168	0.0407975757	0.0293159074	-0.0120701436	-0.0269747346	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0321788241354141	0.0358816430338891	0.0012874923068114	0.0010354767227379	-0.1060149093807041	-0.0584104895460768	0.0112391610109989	0.0034117852890123	-0.1903205019324616	0.0448665576265482	0.0362218934558241	0.0020130079932563	0.0009012199300286	0.0004048519414422	1.6390509448951859e-07	8.121973622807547e-07	-0.0034041862387212	0.0004122086272972	1.158848394789879e-05	1.699159524183243e-07	0.0007150363260612	0.0002610885030561	5.112769475870988e-07	6.816720642807516e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1046.647796135571	-0.8123464069765305	0.6599066849276789	1095471.609155448	1209.9061243342258	0.6383786256285475	0.4075272696593932	1463872.829701467	1012.9051850756116	-1.6124120308312513	1025976.913953059	2.59987255716936	1020.15361711551	738.0594542809342	1.156967	23.301188	0.1348764620534849	0.0724112442878076	-0.0208183804	0.1540111025	0.0330246374	-0.0336151832	0.028678806	-0.0040567479	0.0472791306	-0.0696364637	0.0573501506	0.0200229702	-0.0793973952	-0.0877514402	-0.1202494642	-0.0278474416	0.0264402275	0.0069892398	-0.0299005715	0.1156899075	0.0080923004	-0.0943480775	0.0932359309	0.0763803478	-0.0391886899	-0.0200933594	-0.0076687698	-0.064552691	0.0931061508	-0.040055755	-0.0270806892	0.1415150567	0.0090589516	-0.0576815086	-0.195046775	-0.059226095	-0.0075907552	-0.1595354532	0.0605417234	-0.1101473797	-0.0160877673	0.0037950685	-0.0061662821	-0.0925020406	-0.0715074863	0.065730065	0.0634295127	0.0563567698	-0.0564038067	0.0319156831	-0.0041711347	0.0352818897	0.0084750042	0.1406999765	-0.033805902	-0.0415385389	0.0106200098	0.0249003206	-0.0425452127	0.0481639267	0.0796701419	0.0221525307	0.0002664898	0.0281945048	0.0050503744	-0.0027026129	0.0561781689	-0.1274847077	-0.0737621301	0.0961378332	0.1816602726	0.0593908264	0.0578873097	-0.0359439936	-0.1025914712	0.105671262	0.0558395428	0.0454358364	-0.0041546139	-0.0650044241	0.0247701104	0.0229386815	-0.0802060809	0.0381069521	0.0503635517	-0.0680618982	0.005151563	0.0071233972	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.018717017931479	0.013461806203935	0.0001812202262723	0.0003503267602473	-0.0980703010700239	0.0079446083106801	0.0096177839519651	6.311680121012884e-05	-0.134844443714087	0.0554760582183746	0.0181830240005615	0.0030775930354484	0.0006032646485794	-0.0002979552814492	8.8777349743472e-08	3.63928236225627e-07	-0.0041583307958561	-0.0007541445571348	1.7291715007765226e-05	5.687340130561942e-07	0.0006072563782354	-0.0001077799478258	3.6876030890757524e-07	1.1616517153332184e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1045.9925822538928	-0.6552138816782644	0.4293052307438987	1094100.4821301666	1208.5301818847656	-1.3759424494601262	1.893217624226332	1460545.2005264247	1013.0121618685072	0.1069767928955798	1026193.6400935064	0.0114440342182237	1022.3140148195446	744.163428043456	1.073375	21.617655	0.1203901852337056	0.0647998338028735	-0.0012088407	-0.0319643605	-0.1361663706	-0.0199785513	-0.0816697424	-0.0045764521	0.0544859825	0.0774663817	-0.0280848919	0.0989679521	-0.1068743469	0.0674199334	-0.0832967234	0.075498232	-0.0402479248	-0.0039277394	0.0367371765	-0.0053205537	-0.1662925499	-0.0647854496	0.0428528023	0.0243171472	-0.0818890776	-0.075669913	-0.0485146988	-0.1882755523	-0.0434000567	-0.0242608234	0.0289929996	0.1660648651	0.1121432619	0.1205884676	-0.0074885565	-0.1010021853	0.0165791892	0.089003705	-0.1845243417	-0.0736552568	0.0612060868	-0.0382745628	0.0208463342	0.0354276237	0.0524521003	-0.1595171552	0.1026780498	0.0356109381	-0.1011285344	0.0020746633	-0.0548214902	0.006185427	-0.0379984495	0.0832776523	-0.053337006	0.0267005066	0.0165363266	0.0528682804	0.0067037994	-0.0342807904	0.1830373978	0.0281599691	-0.1201344574	-0.2647721147	0.0087542362	-0.0136105814	0.061485851	-0.0703553136	-0.0170931572	0.0942279569	-0.0334753923	0.0406620645	0.2128448583	-0.0209934634	0.0454414124	0.0537691057	-0.0414121231	-0.0006222011	0.0407200087	0.0022129285	-0.0006858786	0.0192269164	-0.0807245984	-0.0975909569	0.0548454116	-0.1061178611	0.0052976285	0.001421089	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0280871095394701	-0.009370091607991	8.779861674214522e-05	0.0007888857222821	-0.0486711143962281	0.0493991866737958	0.0023688773765707	0.0024402796440325	-0.1170324325886582	0.0178120111254287	0.0136965902776188	0.0003172677403323	0.0006022608545948	-1.0037939846000354e-06	1.0076023635192162e-12	3.627181369772588e-07	-0.0034503732912476	0.0007079575046084	1.1905075848954794e-05	5.012038283314942e-07	0.0004400397602987	-0.0001672166179366	1.9363499064373733e-07	2.796139731418828e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1044.8248561713117	-1.1677260825811118	1.3635842039402295	1091658.9800734022	1205.8899559810245	-2.6402259037411118	6.970792822785568	1454170.5859359172	1012.5954958018284	-0.416666066678772	1025349.6381181506	0.1736106111215589	1022.7211621145916	742.6066989493876	1.107752	22.310009	0.09439080049966	0.0441502447455508	-0.0192688503	-0.0914923189	0.0656399747	0.0592282054	-0.0079393048	-0.0117048947	0.061039801	0.0500172178	0.0345852099	0.02321371	0.1079736989	0.0467981917	0.0497539397	0.014252007	-0.1108041576	-0.006446383	0.0393022752	-0.0570564194	-0.0788818074	-0.0128749726	-0.0818172998	0.0430599565	0.0426250759	-0.1239647005	0.0582840629	0.0410638645	0.0230909355	-0.0789600594	-0.0336213228	-0.0543640833	-0.1615291092	0.0014402833	0.0810212254	0.0230142835	-0.1041389085	0.0432439069	-0.1175241798	0.0854110883	-0.0923899702	-0.1230676562	-0.0002847437	0.0760088673	0.0020404244	-0.0491726882	-0.092912365	0.0277241314	-0.0956677868	-0.0575412168	0.0545668231	-0.0028671549	-0.1588849207	0.0767792992	0.0726165604	-0.021924867	-0.1903473699	-0.064383676	-0.0503520618	-0.0285104495	-0.1174600678	-0.0206657734	0.0691263487	-0.1010411332	0.0073273129	-0.0212636479	0.0464378381	-0.1124904376	-0.0359047447	0.0625374461	-0.017085973	0.1228784271	-0.0354535607	0.0757469818	0.0979594389	0.0668967302	-0.1595222601	-0.0505215863	0.0372966144	-0.0027200976	-0.0182057151	-0.1373289244	-0.0401331235	0.0375856418	-0.0356873963	-0.0399696133	-0.1090074176	0.0042410626	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.039765372392722	-0.0116782628532519	0.0001363818232696	0.0015812848415318	-0.0411354355589423	0.0075356788372858	0.0016921240586238	5.678645553871707e-05	-0.1427697092773314	-0.0257372766886732	0.0203831898871337	0.0006624074113493	0.0001039639035798	-0.0004982969510149	2.482998513908452e-07	1.0808493247549951e-08	-0.0034800092849793	-2.9635993731700304e-05	1.211046462354214e-05	8.782921244653797e-10	-2.081893736358274e-05	-0.0004608586976622	4.3342815294878137e-10	2.1239073921097533e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1045.4910805093211	0.6662243380094424	0.4438548685561197	1093051.5994245475	1208.3177815141348	2.427825533110308	5.894336819222352	1460031.8611232406	1012.3949699504126	-0.2005258514158185	1024943.5751808968	0.0402106170860389	1019.8784378573424	727.2946551033621	1.170578	23.575319	0.1063196311197049	0.051984794636657	-0.0217746435	0.1440578605	-0.0536444278	0.0773749908	-0.0002032251	-0.117004098	0.0203394062	-0.0971558353	-0.0343712582	-0.0776156988	0.0489060263	-0.0287138334	-0.008351346	0.1802716399	0.0086585106	0.0096897762	0.0892231553	0.0252078561	-0.0254979444	-0.0200577213	0.1418913193	-0.1413856255	0.1728880889	-0.0028708135	0.1142447669	0.1211421963	-0.0538863032	-0.0270823042	0.0574208732	0.0109080152	-0.0063173722	-0.1134903715	-0.0112482255	-0.0595822926	-0.0018840678	0.0145318057	0.0306967052	-0.0314630528	0.0673020089	-0.0518189468	-0.0007935927	-0.0982612787	0.0226508504	0.0150226428	0.1194693601	0.0592105484	0.0039408283	-0.1300256331	0.1498618419	-0.0115163457	0.0195737284	0.023006661	-0.0027422186	0.0992751253	-0.0873845612	-0.1213009052	-0.166861368	-0.0973823027	-0.0364578203	0.0829426426	-0.0251377837	0.0926460408	0.0069606005	-0.0160102394	0.0374318509	0.0300341255	-0.120831727	0.0221623012	0.1844655431	-0.0664426222	0.0551390264	-0.0415743639	-0.0143331909	0.0303196451	-0.1579267677	0.0072461927	0.0132018345	0.0515499788	0.1415756081	-0.0598812482	0.0183716487	-0.0217110498	-0.01659	-0.0772300672	0.0589921044	-0.0133105864	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.035131514442952	0.00463385794977	2.1472639498646665e-05	0.0012342233070553	-0.0767940727575648	-0.0356586371986224	0.0058973296106941	0.0012715384068629	-0.1356086637302098	0.0071610455471216	0.0183897096786931	5.1280573327950135e-05	0.0002871197725546	0.0001831558689748	3.3546072339914114e-08	8.243776379180525e-08	-0.0030440876146771	0.0004359216703022	9.266469405830516e-06	1.900277026390601e-07	-0.0005790632065704	-0.0005582442692068	3.353141972035937e-07	3.116366641022535e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1045.870491054562	0.379410545240944	0.1439523618400304	1093845.0840587108	1210.5275326432852	2.20975112915039	4.883000052781426	1465376.90728744	1011.056029455272	-1.338940495140605	1022234.2946978598	1.7927616495273684	1020.6442487667769	744.5221043752225	1.096552	22.084452	0.1327430643129187	0.0637014704747574	-0.0021329468	-0.0810417446	-0.0891216372	0.0512013259	-0.0460810171	-0.0593085564	0.0466145951	0.0895849878	-0.0299332011	0.0275800085	-0.0875321057	-0.019064381	0.0391599725	0.0514772292	-0.0417635547	0.0588282578	-0.0198826317	0.0167880134	0.009898588	0.0974383634	0.0473682588	0.0245349378	0.0140337145	-0.0278924929	0.0191775673	0.1125967902	0.0370338608	0.0427034472	-0.1263539523	-0.107544092	-0.0830397107	-0.1066497076	0.038210894	-0.0327434243	0.2218613464	-0.0115665812	-0.0193417342	-0.0244231657	-0.0221061515	0.0893686321	0.0536439386	0.0428980713	-0.0233120815	-0.0634047525	0.0437477869	-0.0545390314	0.1335940617	-0.0331280293	0.0342445374	0.0869237822	0.0899122361	0.1035205331	-0.047017407	0.018686982	-0.0016709286	0.0172130917	0.0005206156	0.0484436643	0.0739132188	0.1077519505	0.1046010931	0.1710796061	0.0023651815	-0.0443935353	0.0324288422	0.0722790192	-0.0957812256	0.062045554	-0.062679264	-0.0502861075	0.0381776558	0.0484862606	-0.0234060448	0.0996145428	-0.1037759135	0.0686895489	0.0690778795	-0.0560147445	0.1036583325	-0.025066511	-0.0061973844	-0.0472943881	-0.0695178285	-0.0891154881	-0.0456137079	-0.063591711	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0609491628354277	-0.0258176483924757	0.0006665509685175	0.0037148004503394	-0.0831219793425361	-0.0063279065849713	0.0069092634498209	4.0042401748123166e-05	-0.1697450098434529	-0.034136346113243	0.0288133683667539	0.0011652901259631	-2.497569020187192e-05	-0.0003120954627564	9.740357787317637e-08	6.237851010598811e-10	-0.0021669952348415	0.0008770923798355	4.695868347825768e-06	7.692910427656763e-07	-0.0004390277847179	0.0001400354218524	1.9274539575430682e-07	1.9609919373407628e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1044.4355862550597	-1.4349047995024191	2.058951783635078	1090845.6938359502	1202.5974000075769	-7.930132635708333	62.88700361992639	1446240.506504984	1011.3709482801504	0.3149188248784185	1022871.1950250908	0.099173866262804	1018.5685786320612	733.879972529322	1.057445	21.296829	0.0859373973758905	0.0391055860654789	-0.0126609857	-0.0446582329	0.03808994	0.1439070371	0.0779067333	-0.1068363307	0.0714819369	-0.0611805457	0.0011140838	0.0639489325	0.0191295848	-0.0249493675	0.0089180689	-0.037174742	-0.1634873823	0.0417156418	-0.0152423334	-0.0380574459	-0.0185643413	0.0848810649	-0.0481862285	-0.0452682508	0.0189888832	0.0152183298	0.0616355887	0.0245439383	-0.1831663543	0.1968935431	0.0895817433	0.0449800578	0.0261892175	-0.0204375018	-0.0676109119	0.1417885436	0.0087132638	-0.0346282781	-0.0120492694	-0.0344342252	0.0106543104	-0.0938136664	0.0323400078	-0.0152002079	0.0182495345	0.0362139812	-0.0712054107	-0.0601568386	-0.0109605318	-0.2027744612	-0.012222784	-0.0723373646	0.0824087061	-0.0081122104	-0.0603846839	0.0473181692	0.1157386698	0.0486249616	0.0009395544	-0.1131819152	-0.0028130334	0.1123218374	-0.0321633901	-0.0052282967	0.0043153881	-0.020582727	-0.019556873	0.1673974806	-0.0130863056	-0.069324962	0.0281142793	0.0098003038	-0.0730704679	-0.1052885807	-0.0886515191	-0.1224574692	-0.124624314	0.0546638119	0.1376231234	-0.0895386163	-0.1686739411	-0.0746828618	-0.0940153788	0.1563333842	0.0386230473	-0.004998792	0.1067423675	-0.0924567304	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.032448054388027	0.0285011084474006	0.0008123131827304	0.0010528762335683	-0.076817142614189	0.006304836728347	0.0059008733994086	3.975096617111455e-05	-0.158967956742714	0.0107770531007388	0.0252708112709533	0.0001161448735361	4.9213215787704536e-05	7.418890598957645e-05	5.503993771930213e-09	2.421940608167171e-09	-0.0018470224242026	0.0003199728106389	3.411491835507249e-06	1.0238259954815745e-07	-0.0008519540500775	-0.0004129262653596	7.258257034434554e-07	1.705081006238268e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
