global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
916.6664474238212	n/a	n/a	840277.3758326091	986.4360012073142	n/a	n/a	973055.9844778765	864.37647221318	n/a	747146.6857157024	n/a	882.9608459472656	703.0941261542008	n/a	n/a	n/a	n/a	-0.0011049555	0.0592246533	-0.032681743	0.0400848763	-0.0679140992	-0.0225347696	0.1285816101	0.0226221249	-0.0015901236	0.1903523257	-0.0457427993	0.0323890861	-0.0847318556	0.0372538571	-0.012581489	-0.0135209716	-0.0179091895	0.0389048616	0.046627163	-0.0418637534	0.0990906171	-0.0714790678	0.1493842192	-0.0445808163	0.0260481913	-0.0243252032	0.0674247351	-0.1277569396	0.0736422276	-0.0071587559	0.0226457694	-0.0409467024	0.0655839545	-0.0467697327	0.0636570097	-0.0286261422	0.0462201684	-0.0127499535	0.129904696	-0.0289936235	-0.0708752928	-0.019397959	0.024607442	-0.0581723972	-0.0081430229	0.0713571288	-0.0606600344	0.0901570619	-0.1122996053	0.057878927	-0.0760001704	0.1765225416	-0.0505625212	0.0314690253	-0.0140341696	0.0535334612	0.0092282914	-0.0287320714	0.0340456155	-0.0314356248	0.0873289893	-0.00102585	0.0896370205	-0.0562424254	0.0053442749	-0.0118528777	0.0177290409	-0.0423798159	0.052972561	0.0578120056	-0.0147106646	0.0805039677	-0.0591592367	0.0076586691	-0.0322404659	0.1771496047	-0.0671023608	0.0557870503	-0.0908637621	0.0226436881	-0.013634331	-0.0543431198	0.0511961561	-0.0823320322	-0.0745943136	0.0598887605	-0.0882779297	0.024340337	-0.0489829968	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.045121525841111	n/a	0.00203595209423	n/a	-0.0243133361203291	n/a	n/a	0.0005911383133	0.072567423437249	n/a	n/a	0.0052660309443209	-0.0002850000073688	n/a	n/a	8.122500420021605e-08	2.452525689200513e-07	n/a	n/a	6.014882256188453e-14	-0.0017210010292832	n/a	2.961844542793834e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.1431545381022	-0.5232928857190018	0.2738354442441202	839318.279607025	980.127057355993	-6.30894385132126	39.80277251912433	960649.048561318	864.8776822916667	0.5012100784866789	748013.4053262052	0.2512115427766228	882.1431473307292	705.296007323375	1.009621	20.271454	0.0978432064620083	0.0482769181248936	-0.0070503667	-0.0370267973	-0.0457169058	-0.016587275	-0.0013543391	0.0270996885	-0.0431000424	0.0149301689	0.0118883856	-0.0376149161	-0.0534056771	-0.0467563554	0.1138070476	-0.0914343519	0.0067169447	-0.0241627753	0.0396631613	-0.0918545037	0.0696104969	-0.064647533	-0.0265274089	-0.081580066	-0.0503909076	-0.0696349126	-0.0021592146	0.0671337142	-0.0938860404	-0.0276412369	-0.0447034581	0.0995835374	-0.0885844501	0.1043727042	0.0444469715	-0.0044157832	0.093750252	-0.1144325652	-0.0751757148	-0.1284272407	0.0157532467	-0.0483659387	-0.0148360506	-0.0205357014	-0.0078250135	0.0813498232	-0.1217406062	0.0668174759	0.0708018906	-0.0240112369	0.0211475518	0.0222675091	-0.0071126634	-0.0666497294	0.038638875	-0.0166892106	0.0494679231	0.0372579674	0.0351095685	-0.0586543655	0.1003870613	-0.0135814132	0.1591246221	0.0754985679	0.0726325335	0.1018365729	0.0537841601	-0.0026636119	0.0216130715	0.0152827357	-0.0013378369	-0.0606881543	0.0654943951	0.0693441329	-0.0598725109	0.0419002883	-0.0507752965	0.1295534371	-0.0050540226	0.01979866	-0.0197430931	-0.0672014198	-0.0303152837	-0.0357223281	-0.0256016653	0.064617858	-0.1428403669	-0.0688615613	-0.0332050029	-0.0612548016	0.0341970016	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0666162711602709	-0.0214947453191598	0.0044377275832987	0.0004620240763355	-0.0241398765891318	0.0001734595311972	3.008820896318666e-08	0.0005827336417385	0.0787542605144011	0.006186837077152	3.8276953019223824e-05	0.0062022335491701	0.0001621256135336	0.0004471256209024	1.9992132086735677e-07	2.6284714563646225e-08	0.0006048313510944	0.0006045860985254	3.655243505302613e-07	3.658209632666773e-07	-0.0020690526005453	-0.0003480515712621	4.28097866382327e-06	1.211398962580168e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913.5702295314944	-2.572925006607761	6.619943089627547	834610.5642862275	976.2008374158074	-3.926219940185547	15.4152030187106	952968.0749713236	863.255630967882	-1.6220513237847172	745210.2843977561	2.631050496991753	881.0806998697917	701.9143033181467	0.997649	20.031078	0.0978143251736868	0.0612268637007461	0.0315886063	0.0093840645	-0.0033186191	0.0033559958	-0.0731902155	-0.0066669705	-0.15813891	-0.0307684869	0.054813788	-0.0104187319	0.0815887628	-0.0936866391	0.0309102119	0.0251902799	0.0984318862	0.0107297696	0.0433378725	-0.1149748048	-0.0586710197	0.0482050654	0.0059654067	-0.0056693803	0.0814662414	-0.0102373809	-0.0832065006	-0.0064887751	0.1555496695	-0.0573142129	0.0650486986	-0.0660777062	0.0033309053	0.1592741095	-0.068151684	0.0394652546	-0.0773069012	-0.0876828478	-0.0220118983	-0.1647680562	0.0294025111	0.1168748108	0.0458132334	0.0099280454	-0.0795573323	0.1281243617	0.0410564367	-0.0412894638	-0.049624264	0.0251943733	-0.0843672705	0.0795823231	0.0127710872	0.0031537472	-0.1339032647	-0.0266808411	-0.0382152367	-0.068093196	-0.0859800003	-0.0019636745	0.0303892326	-0.0332235138	-0.1229313241	0.0784646134	0.142273973	0.0462988225	-0.1247177726	0.0089681397	-0.0287740066	0.0634393899	-0.0753857001	-0.0180985176	-0.0012986113	0.0016953479	-0.0523498543	0.0040659313	-0.046947678	0.1193011991	-0.0362555788	0.0032773006	-0.0887027385	-0.0228470375	0.0360795973	-0.0763198519	0.0045645062	0.0291914757	0.0009478343	-0.0365212746	-0.0027353291	0.0424559395	-0.1237954516	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0499007436728504	0.0167155274874205	0.0024900842191035	0.0002794088591827	-0.024301129798971	-0.0001612532098392	2.6002597683445602e-08	0.0005905449095064	0.0984137822699864	0.0196595217555853	0.0003864967956583	0.0096852725406842	-3.518509480123552e-05	-0.0001973107083348	3.893151562359453e-08	1.237990896171931e-09	0.0006050185777568	1.8722666240002066e-07	3.505382311345131e-14	3.66047479430861e-07	-0.0010409900811257	0.0010280625194196	1.0836603490020917e-06	1.0569125438353755e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912.4263727844234	-1.1438567470710268	1.308408257819911	832521.8857525396	973.6814936095592	-2.51934380624823	6.347093214081319	948055.650997742	862.6952973090278	-0.5603336588542334	744243.1759991117	0.3139738092449723	879.8648782063802	691.3584047792144	0.8806469999999998	17.681875	0.054208214303467	0.027286480822416	0.0790166985	0.0356066039	-0.1245028	0.0261132907	-0.0065169798	0.0161339063	-0.1025441366	0.063808365	0.0572229019	-0.0301479788	0.0604043712	-0.1194311378	0.0537683346	-0.0779025841	-0.0081889185	0.0233378027	0.0214054696	-0.098265546	-0.0043595989	-0.0820372668	-0.0143097262	0.035246064	0.0144710973	-0.1092132397	-0.0677848995	0.0016346114	0.0229263398	-0.1097359047	-0.0998026986	0.0159017924	0.1570626063	0.1603160088	-0.0665515207	-0.0365551502	-0.0498309507	0.0920041488	-0.0509912861	-0.0619865175	-0.0778025843	0.1367250453	0.1645664771	0.0285742067	-0.0167075592	0.1013822583	-0.0477845731	0.0209954777	-0.0889287625	-0.0298292094	-0.0691326019	0.0064888618	-0.0481709796	-0.061672873	0.0168287017	-0.0205188718	0.0301170812	-0.0768334421	-0.0112813204	-0.1560797616	-0.0152582752	-0.0598847378	-0.0406686965	0.0751089344	0.0035896057	-0.1096882088	0.03889371	0.0188871046	-0.0182334148	0.0814682968	-0.0831574076	0.0019413979	-0.0367238187	-0.0209759672	-0.0122730371	-0.0387497371	-0.0277690055	0.1128127593	-0.0592376458	0.060503478	-0.0100782542	-0.0795068208	0.0110057828	-0.0347413584	-0.0287529353	0.076075004	-0.0910026384	-0.0649966187	0.0575924925	-0.0047599205	0.082762146	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.0415493796434276	0.0083513640294227	0.0017263509487536	6.974528115193698e-05	-0.0375555357042713	-0.0132544059053003	0.0001756792759024	0.0014104182620347	0.0983336492199242	-8.01330500622005e-05	6.4213057122711325e-09	0.0096695065689071	0.0001751203394473	0.0002103054342485	4.42283756744651e-08	3.0667133288137585e-08	0.0002199047499518	-0.000385113827805	1.483126603666192e-07	4.835809905136369e-08	-0.0010960170454458	-5.502696432010002e-05	1.2012533639077408e-06	3.027966802285561e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914.9783467655856	2.5519739811621776	6.512571200528734	837185.3750498842	976.9021264618518	3.220632852292624	10.372475969266524	954337.764685688	863.5464820692274	0.8511847601996578	745712.5266941385	0.724515495996149	880.9463830403646	693.2253265292964	0.895475	17.979601	0.0536412354079121	0.0242739613611707	0.0629459184	0.0382089325	-0.0802553439	-0.0451128282	-0.0285240429	0.0025816397	0.0100305764	0.0727460592	-0.0175318103	0.0839178802	0.0647089104	-0.0548090718	0.0311751403	-0.0470930451	0.0119335491	0.000198397	-0.040684239	-0.0268046925	-0.0936732733	0.0599274393	0.0452447192	0.0510983856	0.037830277	-0.0168611564	0.012199681	0.0281883682	-0.0011761405	0.0627010388	0.0321784578	-0.0724705162	-0.0479829384	-0.031247658	0.0226655642	0.061742221	0.1433498365	-0.0328451718	0.1715774456	0.0406142523	-0.0174559018	0.0016777419	0.0586294003	0.0036870715	0.0406020151	0.0500478492	0.0599279316	-0.0936538136	-0.063226868	-0.0287020378	0.0155988083	0.0021812528	-0.0264517069	0.0104092877	-0.0635972864	0.0447711798	-0.0259767302	-0.0046144483	0.0669238055	-0.0508049051	-0.1173137842	0.0425390166	-0.0080667126	0.0143783412	0.0557234596	0.0887325159	0.0044940384	0.01250032	-0.0393824663	0.106112392	-0.0741307252	0.0712374209	-0.092306849	-0.0237984003	0.0053178052	-0.0453503143	0.0287228776	0.0629809653	-0.0439688664	0.0012491512	-0.0261911969	0.0405598928	-0.0833841002	0.02882	0.075018477	0.0244727824	-0.0883021647	-0.0196268245	-0.0398524868	0.021028309	-0.0462591931	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0447860693029298	-0.0032366896595021	0.0020057920036068	1.0476159951928446e-05	-0.0243636468740504	0.0131918888302209	0.0001740259309089	0.0005935872890034	0.1041715317203682	0.0058378825004439	3.408087208899022e-05	0.0108517080209676	-5.426747027870041e-05	-0.000229387809726	5.261876725089177e-08	2.944958330449632e-09	0.0003380371809713	0.0001181324310194	1.3955271258576921e-08	1.1426913571902341e-07	-0.0013759922930552	-0.0002799752476094	1.8933547905473076e-06	7.838613927394485e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.5336462796068	1.5552995140212715	2.4189565783148037	840033.9247625915	975.287005181406	-1.6151212804458055	2.608616750548898	951184.742475716	864.7002818919995	1.1537998227720436	747706.5775041033	1.3312540310287992	882.190238688151	702.6745043591969	0.8924569999999998	17.919014	0.0314660598727302	0.0177000577139909	0.0208608511	-0.0267438039	-0.0771690068	-0.0064515985	0.0486201634	0.0316487694	0.0235457908	0.066162085	-0.0467751249	0.0927405824	0.0298577756	0.0271634819	0.0827692565	0.0003885308	-0.0282282766	-0.0200782128	-0.0257970927	-0.0037410699	-0.0660353814	0.0140719237	-0.1389727984	0.0501643471	0.0120604964	-0.0451759565	0.0638730272	-0.0886814395	-0.0163587873	0.102722418	0.0145028389	-0.0053283697	-0.0802491082	-0.1875389863	-0.0016605783	0.0057612823	-0.0118645803	-0.0258538968	0.121893669	-0.0004101287	-0.0480082085	0.0828065516	0.2064824697	-0.0193460593	0.0723717363	0.0057035366	-0.0034597734	-0.0760232603	0.0065075279	-0.1610419993	0.0020976588	-0.0431911922	-0.0444830738	0.1002719327	0.0827044707	0.0123687212	-0.0041995805	0.0690480785	0.0655902382	-0.0084231147	0.022781791	0.0898235409	0.0875931452	-0.1577188246	0.0487692797	-0.0319039172	0.0098349872	0.0208511003	-0.0379771581	0.0639927721	-0.0263721117	0.0562916362	-0.0577743254	0.042101116	0.014338048	0.033742369	0.0444381136	-0.0051176804	-0.0200969089	0.004233779	0.0460674077	-0.0390033288	-0.0142039715	-0.0165710467	0.0012903486	0.0081540413	-0.1166376977	-0.0219595871	-0.0614241647	-0.0435917995	0.0622110859	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0349846909408739	0.0098013783620558	0.0012239286002284	9.606701779617756e-05	-0.0244596992740468	-9.605239999639983e-05	9.226063545068393e-09	0.0005982768885768	0.1101480283783473	0.0059764966579791	3.5718512302835515e-05	0.0121325881556372	-5.7096322689077685e-05	-2.828852410377276e-06	8.002405959697325e-12	3.259990064615287e-09	0.0006050391776535	0.0002670019966822	7.129006623228158e-08	3.6607240649562353e-07	-0.0013339804930938	4.201179996140008e-05	1.7795039559547778e-06	1.7649913359966951e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.0642911268592	-0.4693551527476529	0.2202942594107726	839173.785477755	979.2127944347906	3.925789253384551	15.411821261989628	958857.6967847914	864.3942876066985	-0.3059942853009261	747177.4844470918	0.0936325026368245	881.8709046223959	697.182441155482	0.893584	17.941629	0.0638390999368608	0.0362141239290995	0.0238130396	-0.0199968016	0.0550603099	-0.1564378899	-0.0495528784	0.0107222486	0.03516097	0.0077804195	-0.0256834926	0.0006751632	-0.0002358317	0.0870527314	0.0948987485	0.0426147436	-0.0230116535	-0.0126421219	0.0403977867	-0.0013186582	-0.1265495408	0.1077629768	-0.0230425555	-0.0237980613	0.0396334266	0.0461501056	-0.0037724138	0.0189687438	-0.0587715671	0.0201562301	-0.0048580472	-0.0838400038	-0.0664334199	0.1689397591	0.0601941317	-0.0187416434	0.0375970107	0.0056661731	-0.0095256127	0.1670906799	0.0745507321	-0.1714284798	-0.1591506393	-0.0115314097	-0.0124894799	-0.0161006292	0.0144262835	-0.1459517148	0.0927590396	-0.0298921549	-0.0066173649	0.0076247195	-0.0086452088	0.0333485192	-0.0249643417	0.0164657452	0.032339445	-0.0641790435	0.1581916358	0.0705761808	-0.1007867402	-0.040034211	-0.0650634526	-0.0386285859	0.0065007004	0.0248524883	0.1044772304	0.0284838924	-0.0568693199	0.0653435935	-0.0120918458	0.041596451	-0.0294103648	-0.0011849426	-0.0019189565	0.0637865407	0.0658768071	0.0332411623	-0.03334452	-0.1316239395	-0.0513778074	0.0913958312	-0.054872672	0.0483067693	0.0271095339	-0.0612545198	-0.0752231946	-0.104215773	-0.0444959542	0.0098873054	-0.0168494391	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0350341252008092	-4.943425993530343e-05	0.0012273899285859	2.443746055351145e-09	0.007537456850855	0.0319971561249018	0.0010238180000813	5.681325577850097e-05	0.1194914262450339	0.0093433978666865	8.729908369520347e-05	0.0142782009460723	9.704884917536564e-05	0.0001541451718644	2.3760734009118768e-08	9.418479126262868e-09	0.0008529386497091	0.0002478994720556	6.145414824544521e-08	7.275043401675828e-07	-0.0012870429033071	4.693758978669988e-05	1.6564794349531694e-06	2.2031373349845132e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
916.6489587908662	0.5846676640070427	0.3418362773354522	840245.3136523792	981.9497573328952	2.736962898104593	7.490965905601095	964225.3259261316	863.6636879249855	-0.7305996817129881	745914.9658401868	0.5337758949191195	881.0572921061198	707.4558343469822	1.055611	21.194862	0.0902638425773519	0.0396360571853654	-0.0073363641	-0.065424451	0.0244036967	0.1111708363	0.0086235326	-0.229940333	-0.0620745852	-0.0088742278	-0.0199136184	-0.0628078658	-0.0149775402	-0.0625787896	-0.0871334686	0.0993739909	-0.0220575778	0.005743334	-0.0075348449	-0.0338090449	-0.1218750938	0.07116242	0.1093918899	-0.0405140357	0.0049209271	-0.0496982749	0.1346898138	0.0854367939	0.0123685418	-0.0078519743	-0.0543012676	0.0599487613	0.0647730996	0.0214892629	-0.0965339377	-0.0150868693	0.0420253723	0.0911951064	-0.026686507	0.153711518	-0.0486792944	-0.1958762781	-0.0256360923	0.0118578618	0.0339342041	0.0471208726	0.0197688635	-0.1226739539	-0.0297832809	0.1039581685	0.1499749551	0.0740548406	-0.0033743167	0.0077565981	0.0125457722	-0.0262718467	0.1239518647	-0.0174614013	0.0456450449	-0.0574951826	0.0156235084	-0.0093297993	-0.0718075143	0.008865545	-0.1382854835	-0.1162148821	0.0735299668	0.0210667015	-0.052005098	0.0993991646	-0.0754802528	-0.0048973715	0.002678194	-0.0186477789	-0.0099938019	-0.0184032722	0.0843173005	-0.0218801805	0.0799965704	0.077687093	-0.0096613087	0.1024220992	0.147974929	0.0042365625	0.0470652843	-0.0028763216	-0.0457222769	0.1126873268	-0.0035790632	0.0391450669	0.0120413035	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0533106829615519	-0.0182765577607426	0.0028420289178271	0.0003340325635817	-1.5078059831807876e-05	-0.0075525349106868	5.7040783577142986e-05	2.273478882915781e-10	0.0985233461690882	-0.0209680800759456	0.0004396603820712	0.0097068497403539	0.0003201393752529	0.0002230905260775	4.9769382825551043e-08	1.0248921958731713e-07	0.0012413387958571	0.000388400146148	1.508546735277878e-07	1.5409220060999551e-06	-0.0010292001789331	0.000257842724374	1.059253008315925e-06	6.64828705126066e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917.4105698682996	0.761611077433372	0.5800514332692217	841642.1537060782	983.2059696047912	1.2562122718960609	1.5780692720622629	966693.9786664976	864.9052801287615	1.2415922037760083	748061.1435946114	1.541551200477365	881.9425128092448	709.4016103700559	1.000047	20.079226	0.0728683180897437	0.0431640533789925	-0.0081889933	-0.0869369828	-0.0755380068	0.0103375372	0.1453905918	-0.0015244456	-0.0412608293	0.0148748141	-0.0592923434	0.041599519	-0.0690666596	0.029285112	-0.0187430518	-0.1059322812	0.0870531889	-0.0263425441	-0.0110619899	-0.0432695617	-0.042400999	-0.0488486794	-0.084724528	-0.0271630944	0.0410084809	-0.1610766107	0.0595552449	0.0238469132	-0.0610987312	-0.0352319793	-0.0671885438	0.0513969524	0.0142267954	-0.1116876893	0.0164299162	-0.1031886071	-0.0823926226	0.0496513488	0.0364528512	-0.0021628193	-0.0402884989	0.142247364	0.0298327631	-0.021031939	0.0260783495	0.0272513497	-0.0904839539	-0.0264771175	-0.0467423818	-0.1074045421	0.0438303406	0.0982939419	-0.0664725976	-0.0607733208	0.0284673689	0.0735754317	0.0147200447	0.0023209175	-0.0074878922	-0.0166666588	0.0096465783	0.0282290303	0.0748675974	-0.0854136945	-0.0736994689	-0.0947198119	0.0776708072	0.0231121122	-0.0987523766	0.085768033	-0.0679640968	0.026914308	-0.007112601	0.018049686	0.0271458982	-0.0623830333	0.027738083	-0.1110193015	0.0176771057	-0.0098875854	0.0880162356	-0.0109409611	-0.0652871978	0.032659356	-0.0005349589	0.025252675	0.1008022856	0.0072618011	-0.0402073962	0.0023203141	-0.0296814678	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.0534777730595692	-0.0001670900980173	0.0028598722114107	2.791910085543236e-08	0.0027523561643363	0.0027674342241681	7.658692185096936e-06	7.575464455360029e-06	0.0983904619448452	-0.0001328842242429	1.7658217052663633e-08	0.00968068300172	5.565348333669295e-05	-0.0002644858919162	6.995278702271156e-08	3.0973102075075603e-09	0.000700987531796	-0.0005403512640611	2.919794885724288e-07	4.913835197334481e-07	-0.0004380191440441	0.000591181034889	1.9186077054912602e-07	3.49495016012429e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918.8335929653427	1.423023097043142	2.024994734718256	844255.1715616011	977.2974393882004	-5.9085302165908615	34.91072932036725	955110.2850347332	865.4610689290365	0.5557888002749678	749022.8618317905	0.308901190511088	882.3393583333333	713.4115472477152	0.941144	18.896557	0.0437675175695755	0.0248682241212365	-0.0361616658	-0.1070196789	0.0455166736	-0.1545861917	0.0892094934	0.0050053614	0.016616816	0.0513591914	-0.0754307975	0.082645629	-0.0168810585	0.1440917265	0.1554067701	0.1958242466	0.0569016376	-0.035853411	-0.0428769353	-0.0228180748	-0.0467966398	0.0840363402	-0.141209382	-0.0674110928	-0.1053478947	-0.0513879809	0.0311026862	-6.51506e-05	-0.0162299361	0.0547087055	0.0436207509	-0.0453196289	-0.0311369511	-0.0837846639	0.0126426988	0.0863693459	-0.0601915825	0.0435836513	-0.14464895	-0.0757993337	0.1260599068	-0.0514775155	0.0168295748	-0.0287637357	0.0856877896	-0.022272891	-0.0222832314	-0.131816666	0.1730388787	-0.1265710684	0.0260370097	-0.0108922304	-0.0478127603	0.027636971	0.0330155132	0.0099774022	-0.0637818495	0.0993640825	-0.0020805514	0.0550857812	0.0471799301	-0.0631876172	0.0283227333	-0.0194420504	0.0247111856	0.0132758937	-0.0419039242	0.0386350917	-0.0785306603	0.025298382	-0.0244871874	0.0069338615	-0.0067775088	-0.0047261693	0.0471774842	0.0145345293	0.0158894047	-0.1143045754	-0.0003459624	-0.1364684569	-0.0073413838	0.0323551737	-0.0218989203	0.1012360945	-0.0190429957	0.0393369028	0.1402833465	0.0959004494	-0.0393556931	-0.0556866332	0.0296747844	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0534946800069064	-1.690694733719883e-05	0.0028616807890413	2.8584486826281463e-10	0.0031595560111696	0.0004071998468333	1.658117152610631e-07	9.982794187717952e-06	0.1046727111464349	0.0062822492015896	3.9466655030874334e-05	0.0109563764587449	0.0004740865976672	0.0004184331143305	1.7508627116832717e-07	2.2475810208766162e-07	0.0008019485544648	0.0001009610226688	1.0193128098329946e-08	6.431214840081822e-07	-0.0002161900495671	0.000221829094477	4.673813753182515e-08	4.9208147156485794e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
