global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32
945.416434565558	n/a	893812.2347466521	n/a	1158.335310625108	n/a	1341740.6918409653	n/a	913.3076960009856	n/a	834130.9475746287	n/a	939.5831849151456	801.6903431051581	n/a	n/a	n/a	n/a	0.0579830096	-0.0885124482	0.0234166794	-0.0717262859	0.1217286522	0.1130782573	-0.0032121256	0.0552670745	-0.0148783514	0.0061064588	-0.117974627	0.0136383632	-0.0439585207	0.0788093039	-0.0174183941	0.0062394609	-0.1249943994	0.1049834911	-0.0770140987	0.0198293653	-0.0371743563	0.0555293149	-0.0249308282	-0.0065041329	0.1158587505	-0.1312591567	0.0746090866	-0.0128685742	0.0444318697	-0.0156751198	0.0397366692	0.0352600164	-0.0449311776	0.0414634862	-0.0023169579	0.042042069	-0.081474862	0.0569587353	-0.1011707044	0.0938423555	-0.0069257637	0.0628634073	-0.0285609682	0.0250601355	-0.0068925905	0.0278407326	-0.0077804225	-0.0306225093	0.0510957247	0.0135826923	-0.0610672441	0.0790139808	-0.0197158303	0.1005565198	-0.0342445361	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.041993766480985	n/a	n/a	0.0017634764232594	0.1379063721647355	n/a	0.0190181674836385	n/a	-0.0242173021130227	n/a	0.0005864777216334	n/a	0.006452162267761	n/a	n/a	4.163039792951877e-05	-0.0004890112582456	n/a	2.391320106909448e-07	n/a	0.0004630824392645	n/a	n/a	2.1444534555515934e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
942.4372794103568	-2.9791551552011697	888188.025622395	8.875365438761705	1145.8479516466678	-12.48735897844017	1312967.5282928643	155.93413425643033	912.5866205502087	-0.7210754507768797	832814.3400072507	0.5199498057130804	937.1934640952172	776.7078598925348	0.65582	19.736326	0.0404813149594678	0.027919956285922	0.0550128365	-0.1342893631	0.0672281195	-0.0475496204	0.0997645383	0.0625081106	0.023283055	-0.0151992338	-0.0033109971	-0.0496364275	-0.1464444101	-0.0284353144	-0.0227332747	0.0686047861	-0.0048456875	0.0286535835	-0.1291408339	0.0846850382	-0.1023027186	-0.0451661826	-0.0217164821	0.0205622818	-0.0060447015	-0.0123544553	0.1332815307	-0.1318031583	0.0446231114	-0.0366757515	0.0738039197	0.0153849935	0.0645538202	0.034589575	-0.0439024614	0.0610256923	0.0028645102	0.0471967866	-0.0611473593	0.0549721243	-0.1167684727	0.1157586018	-0.0032929898	0.0559437463	-0.0502400058	0.0313519282	0.0142269131	0.0184302286	-0.0321927735	-0.001106758	0.0438779306	-0.0098060439	-0.0705572757	0.0391919668	-0.0042012009	0.0690545519	0.0280513569	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.042053200957568	5.943447658300627e-05	3.5324570066959207e-09	0.0017684717107775	0.1378245149790871	-8.185718564840405e-05	0.0189955969292206	6.7005988422772865e-09	0.0010782492131937	0.0252955513262163	1.1626213657528331e-06	0.0006398649168972	0.0062836659778234	-0.0001684962899375	2.8390999722735672e-08	3.948445812085531e-05	-0.0005851654814672	-9.615422322160005e-05	3.4241864070074e-07	9.245634643349292e-09	0.0004268435130033	-3.6238926261200025e-05	1.3132597765646928e-09	1.8219538459299838e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
942.4693358296634	0.0320564193065138	888248.4489792067	0.001027614018755	1149.6698689329032	3.8219172862354753	1321740.807532199	14.60705174282554	912.3849959506176	-0.2016245995911276	832446.3808358086	0.0406524791602825	935.9334209074224	771.2536006938776	0.53619	16.136168	0.0309767902384394	0.0182292194662648	0.0475758328	-0.1302493217	0.0365602562	-0.0547920021	0.0763452791	0.0058157704	0.0576873795	-0.0599632118	0.0175344471	-0.0107606307	-0.135385622	-0.0354446587	-0.0187575588	0.0630934437	0.0034254975	0.0143203959	-0.0911841151	0.0088963388	-0.1100876292	-0.0802698662	0.0253416359	0.0796817057	0.0028388198	-0.0154952503	0.0974691639	-0.0907095279	-0.0002868991	-0.1062842723	0.0456934979	-0.0493137025	0.0879918634	0.0343722264	-0.0473278265	0.0546580156	0.0009958768	0.0459004158	-0.0752312813	0.0384283118	-0.1084516868	0.1216958431	-0.0220418913	0.0350217561	-0.0662015496	0.0069276733	0.0332777759	0.0083448421	-0.0344240035	-0.0126654281	0.0401973047	0.0034554987	-0.0787004465	0.0591467584	0.0016754494	0.0514347835	0.0266459041	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0422550635850313	0.0002018626274632	4.0748520366384494e-08	0.001785490398575	0.1522568780774946	0.0144323630984075	0.023182156921905	0.0002082931046042	0.00090619181654	-0.0001720573966537	8.21183608364065e-07	2.960374774324865e-08	0.0062042273973429	-7.943858048049986e-05	6.310488068756853e-09	3.849243759794026e-05	-0.0007840439269433	-0.0001988784454761	6.147248793766707e-07	3.9552636074990083e-08	0.000471936629365	4.509311636170002e-05	2.0333891432098173e-09	2.2272418213639737e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943.9248494094768	1.4555135798134415	890994.1213327034	2.11851978102134	1151.6737052116605	2.0038362787572623	1326352.3232759547	4.015359832063753	911.881652492318	-0.5033434582995824	831528.1481521206	0.2533546370129834	936.184460170378	770.1244079132757	0.576593	17.352062	0.0396838765749932	0.0213086004194053	0.0443338018	-0.1121002668	0.0283099444	-0.0316586881	0.0722932956	0.0102193675	0.0092664948	-0.0725433968	0.0041753472	-0.013180406	-0.1200924664	-0.0112924686	-0.0577996672	0.0757719876	0.0182669967	0.0178357849	-0.0543724801	-0.0797715995	-0.1722344756	-0.0167708589	0.0708804431	0.0536322835	0.0122098576	-0.0066659291	0.0484226707	-0.0532736764	-0.0287141957	-0.1761426057	-0.0164584658	-0.01905646	0.0721480698	0.0305337723	-0.0392688815	0.0510116173	0.0030294258	0.0421054347	-0.0558064467	0.0485214097	-0.1103432037	0.1052517928	0.0174793227	0.0458723908	-0.0368800331	0.0462999433	-0.0267691478	0.0010203543	-0.045932479	0.0141523473	0.0595233357	0.0414101345	-0.0417061306	0.0236986952	-0.0293799072	0.0391684811	0.1102779315	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0419708449568219	-0.0002842186282093	8.078022862123144e-08	0.0017615518263895	0.1569633864887833	0.0047065084112886	0.0246375046980271	2.2151221425531243e-05	0.0154817749069451	0.0145755830904051	0.0002396853542693	0.0002124476224253	0.0060566629072928	-0.0001475644900501	2.1775278723746217e-08	3.668316557257647e-05	-0.0005310812623402	0.0002529626646031	2.820473072088603e-07	6.399010968310047e-08	0.0004701124551164	-1.8241742486000204e-06	3.327611689255449e-12	2.210057204555692e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944.1858558262954	0.2610064168186454	891486.930342434	0.0681243496205084	1150.2020986989055	-1.4716065127549882	1322964.8678513668	2.165625728382897	912.859432185072	0.977779692753984	833312.3429292521	0.9560531275620752	936.306971090094	783.1148728107912	0.7278409999999998	21.903732	0.0639721987407517	0.0329785027349226	0.0460552451	-0.1330353953	0.0327802421	-0.0103794868	0.0427347324	0.1158232041	0.0096449495	0.020253179	0.0108393246	-0.0336418698	-0.0995710488	0.018389797	-0.0587965283	0.0726520689	-0.0001838823	0.0056176562	-0.081732018	-0.0425992022	-0.1093983599	0.0023609513	0.0544136674	-0.0351715788	0.0008886592	0.0011074874	0.0908279992	-0.0614834257	-0.0086614895	-0.103570261	-0.0479818322	0.0129331808	0.0422801209	0.0296497583	-0.0479860005	0.0590343798	-0.0052392072	0.0479066986	-0.0762881244	0.050219707	-0.1171580887	0.1109720359	0.0287969692	0.0504470989	-0.0569229351	0.0437093511	0.0265865538	0.0607142763	-0.0421610213	-0.0241244266	0.0354199525	-0.0024041449	-0.0499116811	0.0781177065	-0.0071318342	0.0668729282	-0.0072448932	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0420374649166603	6.661995983840013e-05	4.4382190488700466e-09	0.0017671484566194	0.1389521702316898	-0.0180112162570935	0.0193077056120965	0.0003244039110597	0.01182136004374	-0.0036604148632051	0.0001397445532837	1.3398636970772812e-05	0.0062440500494843	0.0001873871421914	3.511394105869732e-08	3.8988161020464886e-05	-0.0003159157522722	0.000215165510068	9.980276253371005e-08	4.6296196722822616e-08	2.7986154163604e-05	-0.0004421263009527	1.9547566599420238e-07	7.832248248690094e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
946.132582472941	1.946726646645516	895166.8636169165	3.789744636759695	1149.9049626977403	-0.2971360011651995	1322281.4232368916	0.0882898031884454	913.7777300040224	0.91829781895035	834989.739851304	0.84327088428897	936.5323048315678	784.8235708563991	0.613103	18.450798	0.0522208266607434	0.0288903296387611	0.0448370031	-0.1091153695	0.0179782955	0.0507708274	0.0166288662	0.1532469006	-0.0402467696	0.0277188597	0.012301712	-0.0168819441	-0.1039909645	-0.0115714143	-0.0598522034	0.0918736831	-0.0160598847	-0.0144522464	-0.0951491841	-0.0580982495	-0.0785749947	0.0656547163	-0.0444044697	-0.0395903407	-0.0158128846	0.0112141375	0.0963399847	-0.0205604824	-0.0293569329	-0.0557341169	-0.0621188774	0.0407987805	-0.0427522045	0.0371104866	-0.0432619605	0.046792348	-0.0011397768	0.0489038899	-0.0588112356	0.055224833	-0.103966497	0.1036902435	0.0222585974	0.0610109904	-0.0402320893	0.0811634152	-0.0295849757	0.0515820393	-0.0035584062	0.0213210843	0.040184859	0.0102335056	-0.0003697679	0.0216377525	0.0029466316	0.0344359319	0.016797767	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.042047558839485	1.0093922824701285e-05	1.0188727799102556e-10	0.0017679972043599	0.1486175063999866	0.0096653361682968	0.02208716320855	9.34187232461866e-05	-0.0017922084477248	-0.0136135684914648	3.212011120096137e-06	0.0001853292470718	0.0057480401117759	-0.0004960099377084	2.4602585830549085e-07	3.3039965126584696e-05	-0.0003914019188699	-7.548616659770003e-05	1.531954620950398e-07	5.698161347615724e-09	3.512661142064666e-05	7.140457257042657e-06	5.098612983965315e-11	1.2338788298971042e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
948.9078334685996	2.7752509956586664	900426.0764180716	7.702018088904419	1153.2084810878691	3.303518390128829	1329889.8008529902	10.913233753919371	914.8271924869912	1.0494624829688064	836908.7921136305	1.1013715031590523	936.6497399964308	789.2226829466382	0.8383859999999999	25.230482	0.0758721884107966	0.0366437898212042	0.0059559511	-0.0906220622	-0.0980616829	-0.032712385	-0.0551326198	0.0187618475	0.0026311938	-0.0446819102	-0.0022776869	0.0129851162	-0.0282810338	0.0140924458	0.0215119498	0.0220688184	-0.0242298197	-0.0017823347	-0.0395136992	-0.0352691187	-0.0184711046	-0.0848040503	-0.0440117205	0.0642447612	-0.0199041536	-0.0106733725	0.0205635243	-0.0087998608	-0.073802369	-0.0778462789	0.0624305997	-0.0162451721	-0.0055342412	0.0285227741	-0.0528764295	0.0346626258	-0.0019618517	0.0327572614	-0.0926098544	0.0138552596	-0.1077674427	0.1310141728	0.023600598	0.0175566062	-0.0351827385	-0.0381346683	0.0445807285	0.0483935277	-0.0840782461	-0.0028163161	0.0132432256	0.0977313171	-0.0012420334	0.0942247659	0.0608914209	0.0636055212	-0.0092723095	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0420080029866625	-3.955585282250373e-05	1.5646654925155767e-09	0.0017646723149274	0.1320844750275114	-0.0165330313724752	0.0174463085432932	0.0002733411263632	-0.021067952278436	-0.0192757438307112	0.0004438586132064	0.0003715543002272	0.0062111030831583	0.0004630629713824	2.1442731546549746e-07	3.8577801509618536e-05	-0.0005327866090218	-0.0001413846901519	2.838615707529484e-07	1.9989630609348776e-08	0.0002311560969821	0.0001960294855614	3.842755920948804e-08	5.343314117199802e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
952.1421980737274	3.23436460512778	906574.7653526692	10.461114398903382	1153.7553460558474	0.5468649679783084	1331151.3985524485	0.2990612932019162	915.3041902729664	0.4769977859751861	837781.7607312506	0.2275268878252295	937.738823188743	797.7585097994678	1.16854	35.166164	0.3606267056191212	0.2570900800266733	0.0055062131	0.08297927	-0.058263996	0.0092787403	-0.0158442319	-0.0262150851	-0.0572016093	-0.0636595574	-0.0082593704	0.063746776	0.0922527745	-0.0952495663	-0.0088437397	-0.0386305434	-0.0341919602	0.0323675656	0.0278555908	-0.0483318325	0.0155107882	0.1427803917	-0.0163405793	0.0750664111	-0.032070381	-0.0357630535	-0.0518326374	0.0199743024	-0.0207045064	0.024743682	-0.0656751258	-0.0869809642	-0.1583521688	0.0180132595	0.0429568053	-0.0256839878	0.0065536729	-0.0095791644	0.0534610693	0.0643995282	0.0074866945	-0.0933118991	-0.0434706337	0.0178914982	0.0590441801	0.0052457664	-0.1253741223	-0.0850442533	0.0231910991	0.1132501638	0.0743342591	0.1233555018	0.00060336	-0.112351937	0.0812254914	-0.0624606911	0.094847636	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0419891080152012	-1.889497146129876e-05	3.5701994652329455e-10	0.0017630851919122	0.1000858209412172	-0.0319986540862941	0.0100171715534773	0.0010239138633343	0.0521276300454047	0.0731955823238407	0.0027172898141505	0.0053575932717261	0.0015751797287917	-0.0046359233543665	2.1491785347561663e-05	2.481191177996294e-06	-0.0008021586591169	-0.0002693720500951	6.43458514396223e-07	7.256130137243707e-08	0.0004341321772709	0.0002029760802888	4.1199289169405385e-08	1.8847074734197214e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
941.9577820907108	-10.184415983016606	887284.463241251	103.72232891512412	1146.123579752379	-7.631766303468339	1313599.2600644082	58.2438569107548	912.194887292186	-3.1093029807803987	832099.5124020039	9.667765026289873	935.8093694502932	791.9962476786777	1.695103	51.012623	0.6032422842823602	0.3602974380905697	-0.0515158823	0.0227420789	-0.0427993976	-0.0179088696	-0.1219593685	-0.1961761744	-0.1543456752	0.0791698833	0.0095255626	0.0232650911	0.037023391	-0.04255479	0.1720582951	-0.1351031164	0.0084655663	-0.0508497815	0.0179459647	0.092076639	0.2071366545	-0.1460459522	0.0842825942	-0.0886417729	0.0085817137	0.0248159555	-0.0371602436	0.0636931125	-0.0594555484	0.1829674202	0.0847495462	-0.104080497	0.0820864868	-0.0394738329	-0.0215979343	0.0464968212	-0.0005715699	-0.12907237	0.1760406382	-0.2583173474	-0.0665912346	0.165675784	-0.0992817643	0.0457910957	0.0830239224	-0.1085173341	0.2615408584	-0.103550262	0.1744435821	-0.1527412266	0.0165180052	-0.1044318687	0.4334198723	-0.1044545531	-0.0618503975	-0.1556268685	-0.1242528156	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0423934302195334	0.0004043222043322	1.6347644491605139e-07	0.0017972029257784	0.3014752703300019	0.2013894493887846	0.0908873386205477	0.0405577103251178	-0.0399413178637786	-0.0920689479091833	0.0015953088726953	0.0084766911691039	0.0066841921522472	0.0051090124234555	2.6102007943022645e-05	4.467842472816306e-05	-0.0009093137005646	-0.0001071550414476	8.268514060344869e-07	1.1482202907658291e-08	0.0014055560079689	0.0009714238306979	9.436642588479764e-07	1.9755876915374705e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.2702727842508	-22.68750930646001	845057.8344248309	514.7230785307098	1136.109448259048	-10.014131493331206	1290744.6784234785	100.2828295657279	904.2332669684528	-7.9616203237332	817637.8010924412	63.38739817928155	927.3408460471836	762.2330741329306	2.142014	64.462013	1.332634215770777	0.8702461543198385	-0.1835535348	0.0658104496	0.0903810575	-0.0109778226	-0.2394973649	-0.0938656329	0.1874989048	-0.0341684542	0.0641358162	-0.0888088296	0.1212578961	0.0305208946	0.0064679216	-0.3142914109	0.1525476193	-0.0164587947	0.2536830011	0.0568868393	0.2035894069	-0.1991156713	0.2736271741	-0.1090022014	0.137115481	0.0176547029	-0.1941711237	0.1444082528	0.0382475954	0.0946712341	-0.057805668	0.0513058985	0.3658975228	-0.1514214575	0.1147533153	0.0427326434	-0.0042352016	-0.0184617417	0.0398334045	-0.2392940387	0.0492397654	-0.1876151757	0.1448576814	-0.3022426683	-0.395364924	-0.198518142	0.1490367314	0.0327373969	-0.1046597718	-0.1346589662	-0.2085436412	-0.0249506928	0.0266890008	0.0269773116	0.0226347765	-0.0674566844	0.0039211766	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0323598933323978	-0.0100335368871356	0.0001006718624655	0.0010471626964841	0.1331452649381503	-0.1683300053918515	0.0177276615754502	0.0283349907152207	0.3714051986425062	0.4113465165062848	0.1379418215786794	0.1692059566418552	-0.0072222699079675	-0.0139064620602147	0.0001933896870321	5.216118262353288e-05	-0.0010270772405844	-0.0001177635400198	1.0548876581264654e-06	1.3868251357995043e-08	0.0005712984684933	-0.0008342575394756	6.959856421718822e-07	3.263819401027901e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
