global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
1018.151875731376	n/a	n/a	1036633.2420553192	1196.4181052218662	n/a	n/a	1431416.2825026806	943.0432827653556	n/a	n/a	889330.6331688584	1009.9216729366418	739.4612873426412	n/a	n/a	n/a	n/a	0.0391269883	-0.0661220668	0.0235468076	-0.0369175717	0.0405328177	0.0326888939	-0.0602304782	0.0230038638	-0.0266142451	0.0136191301	0.0346750071	-0.0835796609	0.0364712185	0.0430736769	-0.0686660691	0.0318006066	-0.0535480474	0.1038739358	-0.0314916468	-0.0687257666	0.0215787861	-0.0279592627	0.0446728842	-0.0182469484	0.0803064379	-0.0201903809	-0.061062551	0.0388595827	-0.0343819369	0.0442867189	-0.0316867685	0.0417176351	0.0372305287	-0.0530330486	0.0479981908	-0.0318177979	0.029132355	-0.0577685707	0.0447967656	-0.0361825412	0.0533538825	-0.0175342243	0.1102287651	-0.0641479864	-0.0305828713	0.0390188452	-0.0257611279	-0.0068989735	0.0073185898	-0.0213212967	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.1079824493312457	n/a	0.011660209363575	n/a	0.0278603942172566	n/a	n/a	0.0007762015659409	0.1786368346950766	n/a	n/a	0.0319111187098761	-0.0014072893556523	n/a	1.980463330532266e-06	n/a	0.0009520741994202	n/a	n/a	9.064452812016148e-07	0.0006051707943137	n/a	3.6623169029027465e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1012.9173224480191	-5.234553283356831	27.400548076301785	1026001.5021152644	1186.3995267032235	-10.018578518642698	100.37191553420892	1407543.8369616328	944.37258048222	1.329297716864403	1.7670324200609142	891839.570766647	1009.9855649543532	719.7084197688715	0.7515349999999998	23.876657	0.216556962870017	0.117841877941437	0.0242459213	-0.0774971432	0.0001790527	0.0131168112	0.0099949897	-0.0314993397	-0.0702478614	-0.0394726916	0.0919304508	0.0193018182	0.0529545642	-0.0537836442	-0.0344387546	-0.0254213749	0.0021663692	-0.0526500982	-0.0441404743	-0.159791985	-0.0384527025	-0.1113847387	-0.0416163175	-0.0230664732	-0.0576623325	0.0218085451	-0.0263816623	0.0491846654	-0.0693989933	0.0388004183	-0.0436870751	0.0011298231	0.0087002838	-0.0131285771	-0.028563612	-0.0687492186	0.0920659982	0.0043480075	-0.0136504764	0.0242520183	-0.0377665718	-0.0041706807	-0.0366708109	-0.121802752	0.035622233	0.0018615912	-0.0321693975	0.0629609457	0.0959344886	-0.0481516832	-0.0240273226	0.1026003048	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.1249077000335034	0.0169252507022577	0.0156019335276596	0.0002864641113342	-0.011078500325425	-0.0389388945426816	0.001516237508206	0.0001227331694604	0.1452362400992939	-0.0334005945957827	0.0011155997193518	0.0210935654381797	0.0004734165776603	0.0018807059333126	2.241232560035909e-07	3.537054807597218e-06	0.0013692041469541	0.0004171299475339	1.7399739312963425e-07	1.874719996036305e-06	0.0008531793740531	0.0002480085797394	7.279150443096396e-07	6.150825562435433e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1017.2558837048248	4.338561256805633	18.823113779054875	1034809.532932084	1185.5449134740936	-0.8546132291298818	0.7303637714038038	1405516.741864296	944.815752121498	0.4431716392780345	0.1964011018603803	892676.8054569119	1003.773786833792	736.9351189384554	0.812098	25.800791	0.5732457261897178	0.2981650664954449	0.0027589597	-0.0361463741	0.0296542602	-0.0805512534	0.0163479595	-0.0411785155	-0.0470452737	-0.0383833915	-0.0831367833	0.008558215	0.0240037389	0.0377157398	0.0851635775	0.0786855055	0.0708670222	0.0951015304	0.1094928273	-0.034483706	0.0080663337	0.0072852634	0.0831794424	0.0987693789	0.0280692795	0.0161904759	0.0830114833	-0.0992394378	-0.0304911853	0.0504266199	-0.0209733608	0.1108887029	-0.0341638569	0.0387213945	0.0325563226	-0.0321481745	0.1556035737	-0.062214835	0.0863163488	0.0095026292	0.1333595592	-0.010845082	-0.0452278269	-0.0155619467	0.0321519397	0.0233303455	-0.0446557751	-0.0572239801	0.035502162	-0.0429249653	-0.0225319026	0.1105214476	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.1170903453704568	-0.0078173546630466	0.0137101489789728	6.111103392785646e-05	0.204372348089052	0.215450848414477	0.0464190680825179	0.0417680566634326	0.2802433465399332	0.1350071064406393	0.0182269187894741	0.0785363332799011	-0.0020911881521121	-0.0025646047297724	4.37306788753402e-06	6.577197419970967e-06	0.0024038415127038	0.0010346373657496	1.070474478605478e-06	5.778454018198093e-06	0.0001530131361441	-0.000700166237909	2.341301983265288e-08	4.902327607076424e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1018.6831819232452	1.4272982184204466	2.0371802043061806	1037715.4251332677	1193.1649907144267	7.620077240333103	58.06557714864256	1423642.695066558	946.75049627896	1.934744157461978	3.743234954833259	896336.5022044571	1006.2555077292702	735.6971334535606	0.681642	21.656134	0.3003002032417454	0.1806805364000833	-0.0034545574	-0.0410241916	0.0018720236	-0.072193027	0.0289946295	-0.051069117	-0.0946689685	0.0463967972	-0.0091887883	0.0307815506	0.0514292231	0.0839303561	-0.0204977634	0.0413032795	0.0627387256	-0.112795857	0.0104314426	-0.1272575827	-0.0085884571	-0.0141000709	0.0288854854	0.079151484	-0.0215163559	-0.0275329717	0.0369099104	-0.1646745649	-0.0258746613	0.0464004204	-0.0214021785	0.0855227048	-0.0665757309	0.0779737282	0.0518539469	-0.1496039406	0.0988888613	-0.0153078201	0.0689961393	-0.0370682467	0.0530208957	-0.0661381227	-0.0673138095	-0.0448631065	0.1425835112	-0.0353376367	-0.0619247529	-0.0736087799	-0.0429534392	0.0271908115	-0.017452644	0.0335409741	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1156845715772334	-0.0014057737932234	0.013382920101008	1.976199957713714e-06	0.0353901998695675	-0.1689821482194844	0.0285549664168718	0.0012524662468079	0.2901562634858408	0.0099129169459075	9.826592237646145e-05	0.0841906572400646	-0.0008208742687252	0.0012703138833869	6.738345650551319e-07	1.6136973623255066e-06	0.0015913088873937	-0.00081253262531	6.602092671933231e-07	2.5322639750981755e-06	0.0004701539131097	0.0003171407769656	2.2104470201236333e-07	1.0057827241434445e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1017.3517072428684	-1.3314746803768005	1.7728248244845024	1035004.4962299792	1189.2130574429973	-3.951933271429425	15.617776581830878	1414227.6959929217	942.546522679822	-4.203973599137953	17.673394022248914	888393.9474158243	1007.6449534098308	736.877223186131	0.949061	30.152168	0.1570787602649349	0.0738264736105775	0.0359345103	-0.0556578161	0.0236869206	0.0428849983	0.0190947238	0.0203841027	-0.0563883862	0.0372868475	0.0891284576	-0.0062702485	0.0014239778	-0.0840539054	-0.0246963709	0.0575384642	-0.0490888467	0.1428143341	0.0309680606	-0.0157583531	-0.0103161037	-0.0550055327	-0.0177006591	-0.0291752869	-0.0088729699	0.0977488001	0.0727135081	-0.0541409233	-0.0434428417	0.0357107581	-0.0411564716	0.048602346	0.0096033789	-0.0230776028	-0.0757484468	0.0433335314	0.2037806164	-0.0198578717	-0.00463564	0.0637506028	0.1426074721	0.0059115599	-0.0042300074	-0.0210003595	0.0679460993	-0.015625998	0.0213791346	0.0815180668	0.0418231893	-0.0593763586	0.0192755573	0.1881512321	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1270442382165839	0.0113596666393504	0.0161402384640321	0.0001290420261571	0.0860743471976377	0.0506841473280701	0.0025688827903735	0.0074087932454994	0.2508967035414216	-0.0392595599444192	0.0015413130470294	0.0629491558479519	-0.0009421722407241	-0.0001212979719988	8.876885311910714e-07	1.4713198011045906e-08	0.0022659341503352	0.0006746252629414	4.551192453988878e-07	5.134457573655304e-06	0.0001505694209882	-0.0003195844921215	2.2671150536721805e-08	1.0213424760455709e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1016.3760843161052	-0.975622926763208	0.9518400952260078	1033020.3447697386	1187.0971978005398	-2.115859642457508	4.476862026580414	1409199.7570258938	944.5685302734375	2.0220075936155126	4.0885147086387965	892209.7083829219	1003.4751945264412	721.9618618158553	1.004638	31.917873	0.2239040829376768	0.1267635197496683	0.0031108304	-0.0266403866	0.0054968329	-0.1239531366	0.0091264828	0.0348612061	-0.0023181863	-0.0347805253	-0.0950134943	0.002531434	0.0278581652	0.021425717	0.1806646756	0.1144411279	-0.0078926197	-0.0565609543	-0.0466777677	0.0598865686	0.0183078942	0.033516497	0.1368928205	0.0808547328	0.113794511	-0.0388480112	0.0204485358	-0.0552989379	-0.0371881245	0.0291381856	6.70841e-05	0.0623816677	-0.0621558095	0.0507763491	0.1615229359	-0.1158231561	0.0949189371	0.0835555603	0.064218838	-0.112569584	-0.0093695608	-0.0814152586	0.009047806	-0.0729206965	0.05858662	-0.0090025211	0.0990172338	-0.0806138447	0.0203310403	0.0114190282	0.0860436601	-0.0369765387	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.1264177208998376	-0.0006265173167462	0.0159814401575092	3.925239481829698e-07	-0.0032377299959449	-0.0893120771935826	0.0079766471326324	1.0482895526641362e-05	0.1649423095921136	-0.0859543939493079	0.0073881578391928	0.0272059654935806	-0.0013281300451734	-0.0003859578044493	1.7639294168922977e-06	1.4896342681532418e-07	0.002376707880467	0.0001107737301318	1.2270819287312917e-08	5.64874034907394e-06	-0.0003129209339915	-0.0004634903549797	9.79195109301127e-08	2.148233091592083e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1014.7775894207128	-1.5984948953923777	2.5551859305954885	1029773.5559905128	1186.7631594197137	-0.3340383808260867	0.1115816398649137	1408406.796555861	943.1892982219828	-1.3792320514547782	1.902281051760156	889606.0522804763	1008.4680566498728	732.5533250122351	1.286728	40.880043	0.3522397451016876	0.2145359964017203	0.030229507	-0.0955561431	0.0869551659	0.1549677685	0.0137410836	0.1238996353	-0.0231806724	0.0423860822	0.0282382558	0.0226791836	0.103215275	-0.1325637248	-0.0975882961	-0.0550835225	0.0494043172	-0.0745455861	0.0210420744	-0.0213230976	-0.044373917	-0.1455206808	-0.0312689315	-0.0682997717	-0.0206762123	0.0681056467	-0.0678866373	0.0736686107	-0.0917795235	0.0401822527	-0.0022831541	-0.0593370289	0.0287155338	-0.1763840096	-0.1088167672	0.0103551778	0.1818914931	0.1301218312	-0.0513650025	-0.0712090407	-0.0740157112	0.1585855992	-0.088451788	0.0662419724	-0.0614363446	0.0007368869	-0.0019550316	0.0101875102	-0.0168755742	-0.0096271391	0.0990566365	0.0632864668	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1048134898155268	-0.0216042310843108	0.0109858676473095	0.0004667428007443	-0.0489753979927201	-0.0457376679967752	0.0020919342737832	0.0023985896085453	-0.033416843620138	-0.1983591532122516	0.0393463536630815	0.0011166854375327	-0.0016817638358678	-0.0003536337906944	2.828329599632777e-06	1.2505685792089074e-07	0.0036638485448534	0.0012871406643864	1.6567310899170633e-06	1.3423786159624376e-05	-0.0004029203350777	-8.999940108620001e-05	1.6234479641912605e-07	8.0998921958747e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1018.774694796886	3.997105376173181	15.976851388232546	1037901.8787584882	1184.7212587849478	-2.0419006347658524	4.1693582022571904	1403564.4610169914	947.4929708546606	4.303672632677831	18.52159812926013	897742.9298189908	1003.0325229529178	718.1019075631804	1.278536	40.619759	0.2433053611964648	0.1012957086276572	0.007193921	-0.047998422	0.1274031101	-0.0603664131	0.0131109398	0.0711561362	0.0263776536	-0.0888227343	-0.1203136695	0.0371124022	0.1550780203	0.1052561146	0.0089671327	0.0061659081	0.0181437394	-0.1412462448	0.0412606136	0.0694876149	-0.003871923	0.0345567515	0.2179447173	0.0674858242	0.0050701942	-0.0028303343	-0.0042702668	0.0188464427	-0.0839480482	0.0334043316	0.0670223737	-0.0227338333	-0.0627299291	-0.0895693642	0.119186404	0.0761276718	0.0268214873	0.2339303261	-0.0943566006	-0.1604610774	-0.0445678916	0.0210522544	0.1994676421	0.0180515183	-0.2752243969	0.0174427063	0.2866692636	-0.2550639572	-0.0403747553	0.0178512461	0.1399162483	-0.0597429582	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0708494176420657	-0.033964072173461	0.0050196399802198	0.001153558198604	-0.0255110368500481	0.023464361142672	0.0005505762438337	0.0006508130011645	-0.0883203335204498	-0.0549034899003118	0.0030143932032336	0.0078004813131634	-0.0030715650640267	-0.0013898012281588	9.434511942549344e-06	1.931547453791986e-06	0.0027260766262204	-0.000937771918633	8.79416171376618e-07	7.4314937720252e-06	-0.0006948159478862	-0.0002918956128085	4.827692014369985e-07	8.520304877684974e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1024.79921748531	6.0245226884239855	36.29487362333536	1050213.4361585036	1196.3601660567722	11.638907271824335	135.46416248212543	1431277.6469273877	947.952855182516	0.4598843278554341	0.2114935950070444	898614.6156486842	1009.651911648837	750.8299996132074	1.161464	36.900318	0.2693419851705718	0.1494705279518345	0.0108563977	-0.0216925733	0.0499671753	0.031569461	0.034937839	0.0551605667	-0.0449453872	0.1516435249	0.0718323664	0.0603373698	-0.0062243751	0.0208358451	0.0435413701	-0.1276328659	0.0456391161	0.0241352552	0.0799019076	-0.0451862542	-0.0458713282	-0.0259641251	-0.0366728774	-0.0355564346	-0.0580957537	-0.0737542453	-0.0671953885	-0.1321802474	-0.0301928861	0.0163264483	0.015711874	-0.000926095	0.0135810242	-0.0875617631	0.008885193	-0.0418381825	0.0523107432	0.0336267053	-0.0569640531	-0.1011076232	0.0545495369	-0.0211552998	-0.0349579119	-0.1330303744	0.0788598163	-0.1020904059	0.0444602322	0.0517463799	-0.0188599518	0.0320937231	-0.0403132878	-0.0052875732	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0481834784560106	-0.0226659391860551	0.0023216475961208	0.0005137447991859	0.0278359183145084	0.0533469551645564	0.0028458976253292	0.0007748383484119	0.0482867078059854	0.1366070413264352	0.0186614837399623	0.0023316061507406	-0.0025502342376433	0.0005213308263833	6.5036946668481045e-06	2.717858305375984e-07	0.0021394228593893	-0.0005866537668311	3.4416264213711895e-07	4.577130171277488e-06	-0.0007212723445422	-2.6456396656000043e-05	5.20233795001402e-07	6.999409240196103e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1019.7863528009882	-5.012864684321812	25.12881234332082	1039964.2053591416	1187.7340511364882	-8.626114920283953	74.40985861794543	1410712.1762290942	946.7197513974946	-1.2331037850213988	1.5205449446341002	896278.287686134	1003.9011209661312	735.2978619599721	0.91084	28.937872	0.3690262625519747	0.1835110397137333	-0.0176661525	0.0088271733	0.0503049876	-0.0872738401	-0.0172316888	0.0040986904	-0.0146995438	0.0669267605	0.0157996341	0.0279980624	0.0135345366	0.0461790401	0.0372672541	0.1130774744	0.0010481057	-0.0234767644	0.0305323803	-0.053479823	0.0077827497	0.0542803602	0.096371718	0.0513953791	0.0479647263	0.0164126943	0.0530948306	-0.1503168346	-0.0111589342	0.0111602009	0.0148683613	0.0654739273	-0.0286488926	-0.0014445725	0.0417782703	0.0671155121	-0.0203867602	-0.0402146677	0.0024917649	0.0400771777	0.0905682269	-0.0100594577	0.0620532128	-0.0865456642	-0.052622222	0.0670965407	-0.00884999	-0.0792323131	0.017848739	-0.0184225582	-0.0489966973	0.0066904347	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0310252243118611	-0.0171582541441495	0.0009625645436012	0.0002944056852752	0.1390786377923945	0.111242719477886	0.0123749426368356	0.019342867490188	0.1717096742253545	0.123422966419369	0.0152332286397567	0.0294842122225773	-0.0021169205994577	0.0004333136381856	4.481352824408348e-06	1.877607090376412e-07	0.0007297344351027	-0.0014096884242865	1.9872214535676366e-06	5.325123457746566e-07	-0.000220227956803	0.0005010443877392	4.8500352957624034e-08	2.510454784849498e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
