global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
1055.792324089457	n/a	n/a	1114697.431606217	1069.6669539753188	n/a	n/a	1144187.392426837	976.9379668508652	n/a	954407.7910747024	n/a	985.3603863716124	766.4531450806377	n/a	n/a	n/a	n/a	-0.0340375191	-0.0681700836	0.0143418883	0.0603315084	-0.0265569383	0.126212327	-0.0816655203	0.0394418933	-0.0992616821	0.0125077571	0.0009538641	-0.0346180025	0.0032749765	-0.0103006408	0.0353710467	-0.0789584017	0.1275183769	-0.0571350656	0.0053736874	-0.0338551524	0.0062730636	-0.0405625016	0.0164400536	-0.0358861295	0.1158785206	-0.0025739604	0.0113882112	-0.0822345231	0.1012034583	-0.0066498311	0.0289243861	-0.0148889648	0.1049924369	-0.0759121924	0.0961549603	-0.1001429989	0.0158439467	-0.0350525711	0.0118948528	-0.0184370884	0.0997129064	-0.0906696399	0.0164078242	-0.1034495889	0.0138467596	-0.0306179338	0.0466223494	-0.0452008953	-0.0070055729	0.0269495279	-0.07576369	0.0002245639	-0.022277277	0.0364496209	-0.1136761894	0.1070141672	-0.0595379909	0.013871018	-0.0526917456	0.0337695649	-0.0806982101	-0.0452115693	0.0616117233	-0.0233825209	0.0651130787	0.0160243778	-0.0053270486	0.033544286	-0.0039588223	0.0480495853	-0.026939845	0.0266450734	-0.0937612033	0.1757962034	-0.0237887539	0.1482948805	-0.0425420427	0.078882763	-0.0074769555	-0.0479947297	-0.0317241104	0.1367079601	-0.1646270412	0.0215465711	-0.1406775999	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0996553571629164	n/a	0.0099311902112684	n/a	-0.0181048831802854	n/a	0.0003277867949717	n/a	0.4380713491974219	n/a	0.1919065069876495	n/a	-0.0080321725544829	n/a	6.451579594498835e-05	n/a	-0.0032269093377446	n/a	n/a	1.0412943874023294e-05	0.0043171337759671	n/a	1.8637644039595957e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1055.0477688666306	-0.7445552228264205	0.5543624798381007	1113125.7945904552	1053.4745913122454	-16.19236266307348	262.19260861249614	1109808.7145405023	978.906524865403	1.9685580145377344	958257.9844240596	3.8752206566007463	986.740793878382	760.1822622334846	0.756931	20.374756	0.114013389094351	0.0656909987638487	-0.0293387648	-0.0308623616	-0.0208390479	-0.0441277621	0.0556991964	0.1330003104	-0.0651923688	0.0016063025	0.0293509378	-0.0115183485	-0.0222066706	-0.0372825628	-0.023753504	-0.0446192016	-0.0180636934	-0.022881879	0.1298402485	-0.0638237276	-0.0657812386	-0.0269006022	-0.0152326879	0.0672533635	0.0959311103	0.0736133677	-0.0300027168	-0.0039608426	-0.0152174603	-0.0384691663	0.1153001258	-0.0060094216	0.0178345174	-0.1047922646	0.0806572147	0.0301971932	0.1342536089	0.0259511574	-0.0022995111	-0.0456250094	0.0026519629	0.0296985836	0.1071939778	-0.018263659	0.0720195685	-0.0839750299	-0.0098731147	-0.0281315937	0.0266870834	0.066005879	-0.0052194434	0.1225914107	0.0538747823	-0.0867194881	-0.0735804465	0.0245300665	-0.0861090832	0.0643292379	-0.0344486437	0.0099365577	-0.0875667956	0.0604598255	-0.00072684	-0.0456579788	0.0354347351	-0.0306335272	0.0693582626	-0.0210590773	-0.0031228758	-0.0007582871	-0.0066189788	0.0294370127	0.0045070079	-0.0376707969	-0.0954391449	0.122366555	-0.0033650751	0.0763424912	-0.0273983545	0.2309850918	-0.0501677414	-0.0001698351	0.0490780421	0.0172009514	-0.0804556542	0.0622712502	-0.1628397902	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0877461018049814	-0.011909255357935	0.0076993783819701	0.0001418303631805	-0.0176094127467649	0.0004954704335204	0.0003100914172859	2.454909504929908e-07	0.4754826056592875	0.0374112564618656	0.2260837082845455	0.0013996021100554	-0.0078310614580367	0.0002011110964461	6.13255235595479e-05	4.04456731137922e-08	-0.003330637311061	-0.0001037279733163	1.0759492448327745e-08	1.1093144897831649e-05	0.0033380247089091	-0.000979109067058	1.1142408957287682e-05	9.586545651951878e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1056.2510004448498	1.2032315782191745	1.4477662308238053	1115666.175940746	1058.0874671609993	4.612875848753902	21.278623596017027	1119549.0881631786	977.2648847637306	-1.6416401016723512	955046.6549922676	2.6949822234188074	985.619425643574	763.1972954696583	0.7405739999999998	19.934471	0.1203885456899419	0.0619127764295329	-0.0368114536	-0.0228704987	0.0273789389	-0.0479421959	0.0631408465	0.1167544501	-0.0040942504	-0.0227035998	-0.0390259062	-0.0231015384	-0.0012913592	-0.0483410842	0.0077926286	0.1050152757	0.0246709027	0.0437852418	0.0811638542	-0.1360863858	0.0745899201	-0.0072732994	0.0545313076	0.023056871	0.0072707674	-0.056308765	0.0325932239	-0.0722168418	0.0308314029	-0.0385368779	-0.0303078269	-0.0460325212	0.0197572851	0.0822213327	0.0887725433	0.0738119526	-0.0490228858	-0.1460759039	0.0231591881	-0.045648132	0.039347456	0.0591939648	-0.0185120189	-0.10406569	0.1512220244	-0.005175654	-0.0149455294	-0.0013216255	0.0447808019	-0.0161038694	0.0781831176	-0.0109502594	0.0404169564	-0.0798389548	-0.0564013935	-0.072639655	-0.1296151688	-0.053237891	-0.1148849247	0.0102093592	-0.0379714778	0.0061248845	0.1474778276	-0.0536984128	0.0466533095	-0.0031904582	0.0317593579	-0.0411202429	0.0156122747	-0.0131903031	-0.0343041899	0.0482646225	-0.04456948	0.0047583473	-0.1221700131	0.049325698	-0.0370436694	0.0444243098	-0.0635173772	0.1885455337	-0.047020577	-0.0799988972	0.0583451086	-0.0310190481	-0.1344141065	0.0661646217	-0.0844548542	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0657204032117704	-0.0220256985932109	0.0043191713983176	0.0004851313985189	-0.0091269817390724	0.0084824310076925	8.330179566536105e-05	7.195163580026323e-05	0.463416659499174	-0.0120659461601135	0.2147550003013733	0.0001455870567387	-0.0088938938093568	-0.00106283235132	7.910134709211522e-05	1.129612607012611e-06	-0.0030250807243596	0.0003055565867013	9.336482767661015e-08	9.151113388892e-06	0.0031501242483521	-0.000187900460557	9.923282780055885e-06	3.530658307753273e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1050.2991595899591	-5.951840854890634	35.42440956194527	1103128.3246353744	1050.9337448380952	-7.153722322904059	51.17574307321585	1104461.7360394227	974.4794940226986	-2.7853907410319607	949610.2842707348	7.758401580226575	983.662557515231	761.0542703699842	1.084039	29.179714	0.7209703611908287	0.4119951045942082	-0.0133022068	0.0504350328	-0.0846055308	-0.1126142545	-0.0310298929	0.0036084698	0.103144978	-0.0877195518	-0.0530851362	0.1493327366	0.0811922335	-0.0725022541	0.0789227145	0.1208332278	-0.0494587011	0.2023724499	-0.0400847001	0.00449303	0.0901124916	0.192586413	0.0674933131	-0.0709313846	-0.1096774408	0.0843321507	-0.074305678	-0.0832708379	0.0770697186	-0.0151529412	-0.124813492	-0.0352323724	0.1313141478	0.1628678688	-0.0130621011	-0.076427524	0.0222072557	-0.0642644558	0.1037022631	-0.0471262688	0.073246722	0.1338580482	-0.0984435409	0.0538617815	0.0335481617	0.0287075634	-0.0170424145	0.188423826	-0.0237922957	-0.0891950541	0.0775214793	-0.1613373761	0.0666163357	-0.0754747399	-0.0027580235	-0.1779016084	0.1501771236	0.0153960763	-0.0410839531	-0.0297302823	0.201753565	-0.0814834554	-0.0241431232	-0.0564031161	-0.0732320028	-0.12788096	-0.0125963259	-0.1585963031	0.0200507993	0.074726771	0.0924246766	-0.0022227206	-0.0064551173	0.138559857	-0.0393641828	0.1236955356	-0.0536063836	-0.322322905	-0.0090736721	-0.2207953357	-0.0154871122	-0.1322994942	0.1525510361	-0.1014182428	-0.1369552032	-0.1279833403	0.0073662078	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.1103359899230014	0.044615586711231	0.0121740306722886	0.0019905505775873	0.0225992406196411	0.0317262223587135	0.0005107256765844	0.0010065531851545	0.7939711699938883	0.3305545104947143	0.6303902187814638	0.1092662844084001	-0.0125062982956662	-0.0036124044863094	0.0001564074970601	1.3049466172708285e-05	-0.0019140345334343	0.0011110461909253	1.234423638369618e-06	3.6635281951790586e-06	0.0015920940930634	-0.0015580301552887	2.5347636011673697e-06	2.4274579647889308e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1056.7103608437176	6.411201253758463	41.10350151619409	1116636.7867144598	1068.2910767253647	17.357331887269538	301.276970244824	1141245.8246110391	980.045562122541	5.566068099842369	960489.3038360872	30.98111409208284	989.5481023788452	771.41649613425	1.106037	29.771872	0.2311708024765761	0.1764248169128576	-0.0415374933	0.0138120913	-0.055722133	-0.0295662175	-0.0853279103	0.032139446	0.1058082378	0.1299691085	-0.0954190066	0.1438916713	-0.0091859136	-0.0856517541	-0.1089090288	-0.069965615	-0.085959343	0.1797475495	-0.0033036933	0.0369073682	-0.0128476968	0.1592584409	0.0069377345	-0.0730934782	-0.0447697908	0.0707616137	0.1132011293	0.0275000443	-0.0232221053	0.0757477783	-0.2103260219	0.0318359488	-0.1552896967	0.0147695967	-0.1513271642	-0.1122530063	0.094642644	0.072284039	0.0207010025	-0.0975144021	-0.1414062117	0.0733368432	0.0059119874	0.1775869861	0.014295755	0.0067728702	0.0357124899	0.1333676559	-0.0668490925	-0.18804446	0.024326401	-0.1603262522	0.0018564109	-0.0273569392	-0.0276493039	-0.1328841475	0.2397779052	-0.1712545065	0.1011457416	-0.0542340961	-0.0431438158	0.0426160872	-0.0913732116	-0.0717443154	-0.0346190087	-0.0728089498	0.006718467	-0.1084370833	-0.0183575357	0.0323945809	-0.0277243058	0.0619498256	-0.0053354901	-0.0041191798	0.0279893971	0.0988187516	0.0313027213	-0.0703633953	0.0087608851	-0.2339347254	0.0364609581	0.0118732465	0.0963896128	-0.0653694861	0.1506727959	-0.1360350265	0.0483134629	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.1104255269544864	8.953703148499581e-05	0.012193797003176	8.016880007145131e-09	0.0134365439270283	-0.0091626966926127	0.0001805407127029	8.395501068081751e-05	0.627835398994705	-0.1661357709991833	0.3941772882308404	0.027601094405493	-0.0117064686849943	0.0007998296106719	0.0001370414090727	6.397274061075637e-07	-0.0020121666102601	-9.813207682579996e-05	9.629904502144707e-09	4.048814467445621e-06	0.0018097883606316	0.0002176942675682	3.2753339102776144e-06	4.739079413205508e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1053.5773797257896	-3.132981117928012	9.815570685293451	1110025.2950698603	1066.247577243381	-2.0434994819836447	4.1758901328674245	1136883.89597738	979.6229385982776	-0.422623524263372	959661.1018279248	0.1786106432607929	987.172446641055	764.7344184055506	0.965204	25.980974	0.2192395325299952	0.1018258552194677	-0.0546356096	-0.0087937129	-0.0733630163	0.0170634233	-0.098480328	-0.0143447928	0.1142142136	-0.0599625435	-0.0203848602	0.0568050345	-0.0210011386	-0.0664653189	-0.0348493591	-0.12456572	0.0154528639	0.0612999556	-0.0796155963	-0.0131209423	-0.0933929425	-0.0014585807	0.0577646754	-0.1381486141	-0.0429471647	-0.06769146	0.0633825358	-0.0541023532	0.0061525238	-0.0059461015	0.0151096502	0.0589366717	0.1060608745	-0.0945154649	-0.08411208	-0.1453879034	-0.0070664365	0.0219923782	0.0161367377	-0.0852389583	-0.027898287	-0.0219005011	0.0250879388	0.15088023	-0.0167210867	-0.0087580061	-0.1240571298	0.0024668278	0.0675219194	-0.0862099986	-0.0365756064	-0.1197957371	-0.149585292	-0.0327121057	0.1240247663	-0.0492494223	0.04773884	0.0591315513	0.0376956686	0.0231075482	0.0831716626	-0.0713566557	0.0108107156	-0.0667088941	-0.0501118376	-0.075371747	0.0007097996	-0.0903240039	-0.0020866876	0.0323515146	0.0004465489	0.0338448868	0.1173206362	0.0879204408	0.0978737078	0.226799827	0.1401335361	-0.0798208491	-0.0115267356	-0.214800027	-0.0547447804	-0.1179586576	0.0775733411	-0.134149385	-0.0339048556	-0.0824296029	-0.221717217	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.1293341477975218	0.0189086208430354	0.0167273217865112	0.0003575359421856	0.0677294384997537	0.0542928945727254	0.0045872768394919	0.002947718401085	0.5990710997325905	-0.0287642992621144	0.3588861825348154	0.0008273849120404	-0.0108931556186692	0.000813313066325	0.0001186608393325	6.614781438551356e-07	-0.0025443870609225	-0.0005322204506624	2.8325860810328825e-07	6.473905515789839e-06	0.0028097292006865	0.0009999408400549	7.894578181190397e-06	9.99881683609699e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1053.9803464514964	0.4029667257068468	0.162382182026897	1110874.5707060164	1059.4142222608257	-6.83335498255542	46.694740317614986	1122358.4943285102	978.575905475191	-1.047033123086635	957610.80277659	1.0962783608405526	986.7796171795238	754.3665852413	0.964344	25.957819	0.2358660036973083	0.122485329670781	-0.0399196333	-0.0142037613	0.0052621958	0.0174016929	-0.1493668942	0.0229169348	-0.0247344618	-0.0470919174	0.0615625378	0.1066936925	-0.0104052068	-0.0533148022	-0.0604734538	-0.0373768571	0.0324509741	-0.0289214547	-0.0317949959	-0.0047727562	-0.143314163	0.0511815495	0.0016172122	-0.0545536254	0.0069722499	-0.0562826605	-0.0319188184	0.0669876867	0.0771061132	-0.0751881834	-0.1261335201	0.0336707551	0.079554073	-0.1096441917	-0.0793525879	0.0869466602	0.0053372991	-0.0424559344	0.017017525	-0.0676146209	-0.0507404996	-0.0141029132	0.0396662142	0.0347991237	-0.0349670137	-0.0880243776	-0.0831668131	0.0904422246	0.0404706234	0.025412093	-0.0344937482	-0.0593106687	0.0510174959	0.054900393	0.0136812225	-0.0384422129	0.071194461	-0.0531880969	-0.0223166356	0.1177079435	-0.074089042	-0.0558636083	0.1111420183	-0.0588631881	0.0076758967	-0.0428184509	0.0509104562	-0.0279591698	0.0587138608	0.0088432572	0.0039146447	-0.0253637201	0.091632207	-0.0152050766	-0.0371336373	0.0572679226	0.0277155311	0.028228177	0.0430650583	-0.0412283196	0.0133357795	-0.0887153414	-0.1639996169	-0.0448975644	0.0035025448	0.0634959911	0.0035591396	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.1115472378651389	-0.0177869099323829	0.0124427862753418	0.0003163741649427	0.0380921644187424	-0.0296372740810113	0.0014510129901045	0.0008783680149529	0.5398538139955065	-0.059217285737084	0.2914421404854949	0.0035066869300674	-0.0092814278263121	0.0016117277923571	8.614490249504057e-05	2.5976664766562926e-06	-0.0015811222188475	0.000963264842075	9.278791559777748e-07	2.499947470933241e-06	0.002819227245191	9.498044504500055e-06	7.948042260027235e-06	9.021284940946374e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1051.0451492479024	-2.9351972035940435	8.615382623986292	1104695.9057575453	1055.984454228328	-3.429768032497577	11.7633087567423	1115103.1675719	976.35513385584	-2.2207716193510123	953269.3474066552	4.9318265853149175	983.7924855839124	755.7412483246527	0.707491	19.043951	0.1462318901988972	0.0772845454134683	-0.0413478114	0.0072909621	-0.0323127576	-0.0153882836	-0.1228854836	0.0832058066	-0.019087375	-0.0664023279	0.089171513	0.0401075734	0.0136414817	-0.04713928	0.0207489973	0.0132541205	-0.0371799295	-0.1042536998	0.1347970337	-0.0797758912	-0.1145378743	-0.0675199909	-0.0706911032	0.0107991453	0.0838939733	0.052349813	0.0362482295	-0.2014147144	0.1873173476	0.0148649162	0.0904991948	0.1614347378	-0.0155814356	0.174983142	0.0369154371	-0.0600057541	-0.102208802	0.0665490591	0.0324806379	-0.0408407268	0.0529488684	0.0531991108	0.1071807629	-0.0585984371	-0.0266210783	-0.1214275864	-0.0597306226	0.0146817252	0.0837664122	0.0539655557	-0.1193710162	0.1712543695	-0.0757429967	0.0864246377	0.0794748124	0.0160338036	0.1636626465	0.091469317	-0.0287105853	0.0228652007	-0.0297925046	0.0580684818	0.0083196792	-0.0568521384	-0.02060689	-0.0558375111	0.0558901588	-0.0268023552	0.0369269399	-0.0245222605	0.0020089747	-0.0483108091	0.0832787081	-0.0147356	-0.0896605999	0.0038854075	-0.005368752	0.0227096186	0.036995474	-0.0047386223	0.0202360664	0.0908414555	-0.1350997237	-0.0872553061	0.1517707687	0.0230301733	0.0235619574	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0829773949071466	-0.0285698429579922	0.0068852480655765	0.0008162359266443	0.0880732865214639	0.0499811221027215	0.0077569037986918	0.0024981125666471	0.541019622098105	0.0011658081025984	0.2927022314951762	1.359108532084258e-06	-0.0091258979826288	0.0001555298436833	8.328201398934841e-05	2.4189532276151746e-08	-0.0012828875408243	0.0002982346780231	8.894392317560175e-08	1.6458004424022198e-06	0.0019426894261858	-0.0008765378190052	3.774042206614113e-06	7.683185481463927e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1052.031004917339	0.9858556694366598	0.9719114009604046	1106769.235307386	1050.141973576994	-5.842480651334199	34.13458016121449	1102798.1646681838	977.0938147647536	0.7386809089135795	954712.3228515384	0.545649485193392	984.9716260216452	753.3960483965473	0.727244	19.575674	0.2111899909009998	0.1460970714222501	-0.0114909162	0.0066464801	-0.0280615993	-0.0740528581	-0.0132105148	0.1044008831	-0.0336438905	0.0267771836	0.1544825252	-0.0237656783	0.0093427566	-0.0330416104	-0.0086891585	0.0200824681	-0.0278600191	-0.116335611	0.1102399122	-0.0444591194	-0.1452066753	0.0204563274	-0.0219218686	0.0508465778	0.0800412157	0.0961576306	0.0891147974	0.0162006457	-0.0162412485	0.0836890673	0.0486836431	0.0927959934	0.0798945833	0.0219447888	0.0109961767	0.1334985072	0.0354824287	0.1810187379	0.0245461048	-0.0321868005	0.0097997979	0.0497032812	0.0778101108	-0.0464063614	-0.0226209637	-0.1381091702	-0.0547608446	0.0437457767	0.0643518315	0.045689214	-0.0306140191	0.1231234015	-0.0459377386	0.063961597	-0.0665651628	0.0477231886	0.0560639491	0.0947182287	0.0324108664	-0.098754726	-0.0733595674	0.1512778803	-0.0308913842	-0.0331833956	0.0133270691	-0.0852508931	0.1124276547	-0.0216718068	0.0266605345	-0.0104799945	0.0159000843	-0.0428482525	0.0455691627	-0.0427925401	-0.0796764977	-0.0620847006	-0.027547627	0.0091859878	0.0387773786	-0.0056694914	-0.0339313353	0.1137089531	-0.1212118737	0.0910922048	0.1497624901	0.0461016055	0.1654626581	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0826796045411413	-0.0002977903660053	0.0068359170070795	8.86791020855715e-08	0.1659018681254735	0.0778285816040096	0.027523429847522	0.0060572881144919	0.53787590331887	-0.0031437187792349	0.2893104873710904	9.882967762914273e-06	-0.0068220105335139	0.0023038874491149	4.653982771937461e-05	5.3078973781891645e-06	-0.0012407784307399	4.210911008439996e-05	1.773177152100114e-09	1.5395311141893689e-06	0.0016902879823501	-0.0002524014438356	2.857073463277172e-06	6.370648885034598e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1052.7285221816835	0.6975172643444694	0.4865303340585923	1108237.341414831	1050.6154502803445	0.4734767033505704	0.2241801886157241	1103792.824367771	977.751639246825	0.657824482071419	955998.2680498534	0.4327330492125306	984.9124017628756	751.6668897321291	0.706927	19.028778	0.1406213731640632	0.0713595790034775	-0.0049316172	0.0080112673	-0.0615729464	-0.0852570148	0.0642441291	0.1737408875	-0.0408929109	0.0507063286	0.0934453378	-0.0031977556	-0.0124497758	-0.0270185547	0.0145541798	0.0512080138	-0.0653959595	-0.0018374599	0.1474605916	-0.0790675399	0.0486916029	0.0509453963	0.0029932314	0.0607844104	0.0522140155	-0.0710681921	0.0060715119	0.037955777	0.036927799	0.0211569714	-0.0332293158	0.0950094471	-0.0656391924	-0.076019393	0.1482016478	0.0117147049	-0.0647612733	0.1433310562	0.0163844119	-0.0362249199	0.0449402629	0.1145976526	0.0918961705	-0.0754974625	0.0878682388	-0.059456881	0.028156911	0.0094012762	-0.0227565234	0.0364921045	0.0284885373	-0.0002956449	-0.1074106373	0.0553357665	-0.0030010211	-0.0477626833	0.0109661924	-0.038130732	-0.0459057851	-0.0702843901	-0.0712218475	-0.0068355207	-0.0220354975	-0.0311455688	0.0078814569	-0.0839409088	0.1021520926	0.0034661564	-0.004427914	0.0284736441	0.0194147167	-0.036853843	-0.0157004582	-0.0528865439	-0.0866645303	-0.067142815	-0.0716461681	0.0036475752	0.0377841445	0.0220858027	-0.0543734108	0.1386823944	0.0626557948	-0.0335435367	0.1243856258	0.0354667688	0.0393532711	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0756053156773504	-0.0070742888637908	0.0057161637586718	5.004556292835591e-05	0.1186723456945344	-0.0472295224309391	0.014083125632643	0.0022306277890545	0.4900625090632218	-0.0478133942556482	0.2401612627893403	0.002286120670246	-0.0065561167612576	0.0002658937722562	4.298266698724285e-05	7.069949812468482e-08	-0.0014560047574105	-0.0002152263266706	4.6322371692119864e-08	2.1199498536020093e-06	0.0019792512356969	0.0002889632533467	3.9174354540077055e-06	8.349976178476683e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
