global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49
928.8079761722988	n/a	n/a	862684.2566012816	947.9581988490908	n/a	n/a	898624.7467652123	842.6053229989635	n/a	n/a	709983.7303461876	863.0153448407135	641.2206308278999	n/a	n/a	n/a	n/a	-0.0138091567	-0.0585473488	0.0652333832	-0.0222970305	-0.0718952791	0.0299170917	-0.0085309766	0.037972235	-0.0353392548	-0.0514912075	0.0709625109	-0.0293694927	0.0325308249	-0.0440315305	0.0207448342	-0.0426970126	0.0003433235	-0.0062140023	0.0310503288	-0.1007033137	0.0333108014	-0.0593886205	0.0188567476	0.0286715066	-0.0437585154	0.0519311137	-0.0559676684	0.0189797199	-0.0495178304	0.0599504326	-0.0176539893	-0.0029620474	0.0495802218	-0.0554414332	0.0484168491	-0.0525171809	0.0342993974	-0.1068457113	-0.0509498132	0.0798081841	-0.0036987631	0.0083135536	-0.0228114169	-0.0265218405	0.0132737788	-0.0211680912	0.0339455071	-0.0401688968	0.0039173594	-0.0134480715	0.085747357	-0.0098746088	0.0109354536	-0.0235492213	0.0132788009	-0.0365402703	-0.0362378957	0.0504442052	-0.0231510994	0.0076496261	-0.1108505294	7.87975e-05	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.3600124540299134	n/a	n/a	0.1296089670566405	0.1664579731631619	n/a	0.0277082568295879	n/a	0.5034309524154139	n/a	n/a	0.2534427238498907	-0.010778226600694	n/a	n/a	0.0001161701686559	0.0020705949735237	n/a	n/a	4.287363544381611e-06	0.0066783999779981	n/a	4.460102626612502e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.27691104422	1.468934871921192	2.157769657946129	865415.1312219757	951.1876213375458	3.229422488455043	10.429169608939162	904757.8909857784	842.0048110828233	-0.600511916140249	0.3606145614264334	708972.1018866209	863.0734880816836	654.4426592557525	0.634501	19.694105	0.0576409959036269	0.039113702093382	0.0045423837	-0.1066575692	0.0439664974	0.010038296	-0.0949828474	0.0095157977	-0.0003534875	0.0077949444	0.0134164153	-0.0684029307	0.0586923138	-0.0022330899	0.0152887627	-0.0591047739	0.0280089276	-0.0515065518	0.0224205838	-0.0068785131	0.0103967555	-0.0428820097	-0.04005035	0.0058105043	0.0109478765	-0.0390135622	-0.0462945853	0.0599341109	-0.0279455399	0.0459019347	-0.0200231628	0.0783673377	-0.0254540172	0.0035445404	0.0679770637	-0.0227434411	0.0187445717	0.0009183336	0.0405819566	0.0210608753	-0.0542819813	0.087011922	-0.0157916476	0.0096749296	-0.0044562998	0.0140376473	-0.0145224453	0.031978279	0.0067392554	-0.0316905139	0.0350489442	0.0087605842	0.0481317471	0.0426355227	0.0388010751	0.0415574291	-0.041948914	-0.001902221	-0.0381077728	0.092061802	0.0306143302	0.0283197376	-0.0264925143	-0.0141940203	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.3569881940436232	-0.0030242599862901	9.14614846467594e-06	0.1274405706865275	0.1688659592555126	0.0024079860923506	0.0285157121952844	5.798397020954315e-06	0.53446564497645	0.031034692561036	0.000963152142358	0.2856535256600926	-0.0111119576074854	-0.0003337310067913	1.1137638489400105e-07	0.0001234756018705	0.0019809808281114	-8.961414541229984e-05	8.030695057976819e-09	3.924285041344928e-06	0.0066782639849228	-1.359930753000102e-07	4.459920985231695e-05	1.8494116529554244e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.313076022144	0.0361649779239314	0.0013079056282384	865482.4194177834	948.2819401800296	-2.905681157516256	8.442982989145007	899238.6380716012	843.2082136820195	1.203402599196238	1.4481778157522616	711000.0916208223	863.6590922216888	649.8716731627674	0.667214	20.709463	0.267028585265161	0.1194417479998527	-0.0186170595	-0.0453752537	0.0782544606	0.0463855284	-0.0847938348	0.0353359582	-0.0020094624	0.005276102	-0.0122819327	-0.0461698289	0.0646010619	-0.0172868798	0.0235076623	-0.0067700194	0.0114066294	-0.0089122316	0.0130436815	-0.0686135815	0.0522807501	-0.0048483366	0.0401749544	0.0087989209	-0.0384669603	0.0905090771	0.0240117326	0.0537446564	-0.0505810993	0.0252064574	-0.0336867451	0.0244523121	-0.0265383579	-0.0036788438	0.0473843492	-0.0340272051	0.0049854142	-0.0266707218	-0.0536912352	-0.0016322881	-0.0679509498	0.0477395565	0.0299620753	-0.0186232084	0.0120226587	-0.0022012823	-0.0211208748	0.0599653187	0.0145453768	-0.0090541109	0.0421865469	0.064600046	-0.0050524722	-0.0214994155	0.0444112398	0.0286933973	0.0755909783	0.00991499	0.0035087707	-0.0455339206	-0.034759173	0.0554672895	-0.0387573068	0.0330442215	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.3078986881702974	-0.0490895058733257	0.0024097795868872	0.09480160217699	0.2096387133229882	0.0407727540674756	0.043948390123718	0.0016624174742468	0.6068727148625896	0.0724070698861396	0.0052427837694963	0.36829449204469	-0.0103163157644232	0.0007956418430621	6.330459424314139e-07	0.0001064263709512	0.0020469891008652	6.600827275379979e-05	4.357092071940028e-09	4.190164379060919e-06	0.0054447289919744	-0.0012335349929483	2.964507379604657e-05	1.5216085788282078e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930.3532829294462	0.040206907302263	0.0016165953948127	865557.2310575981	947.4884238377804	-0.7935163422491769	0.6296681854165128	897734.3133066014	841.8858559313644	-1.322357750655101	1.7486300207176182	708771.7944172861	862.6117455992464	655.8275603207202	0.635432	19.723005	0.1838862314533436	0.0901167567687692	-0.0183885736	-0.0627932874	0.0744187847	0.0569182893	-0.08420111	0.0218354404	0.0220736537	-0.0136428504	-0.030699308	-0.0675120465	0.0637619582	-0.0013154175	0.0471677277	-0.0770456446	0.002274834	-0.0049286847	0.1055231499	-0.0567001496	0.0372193969	0.012134666	-0.0387052041	0.0272425626	-0.0249333059	0.0160846185	0.0545238864	0.0696377905	-0.0274597533	0.0508683504	-0.0456101901	0.0535822003	0.0224462697	-0.0409749714	0.0917670573	-0.003851632	-0.053604138	0.012301743	-0.0086553179	0.036617906	-0.0653208161	0.0553169679	0.0300958049	-0.0138445827	-0.0252275311	-0.0076997676	0.0065552296	0.0821667746	0.004697375	-0.0135967374	0.0140615065	0.0609448454	-0.0409868088	0.0246192597	-0.013355551	0.056773268	0.0063609617	-0.0190668051	-0.0143511587	0.0179384092	-0.0147245932	0.0213746384	0.0208534276	-0.0063028683	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.3339500484411815	0.026051360270884	0.0006786733719633	0.1115226348538674	0.1488236630555235	-0.0608150502674647	0.0221484826852639	0.0036984703390342	0.6129610198816096	0.0060883050190199	3.706745800462306e-05	0.3757212118943029	-0.0097733248239074	0.0005429909405157	2.9483916148223204e-07	9.551787811360462e-05	0.0023441942877364	0.0002972051868712	8.833092310314517e-08	5.495246858655968e-06	0.0064231631825069	0.0009784341905324	4.125702526911217e-05	9.57333465202988e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928.4341522032424	-1.9191307262037756	3.68306274425943	861989.9749773536	950.0504648240948	2.5620409863144005	6.564054015554866	902595.8857124784	842.193613064304	0.3077571329396278	0.0947144528752197	709290.0818863066	863.4970812581004	652.5230311106936	0.645633	20.039612	0.322762114475185	0.1578171328793154	-0.0125141381	-0.0322387791	0.0644801812	0.0366570321	-0.0840730758	0.019563521	-0.0123202498	0.0156853609	-0.0160633509	-0.0484249982	0.0174489682	0.0127091869	-0.0246416078	0.0015771278	-0.0477919642	-0.0207567187	0.0805055321	-0.0285335088	-0.0413728508	0.0074341825	-0.1822842458	-0.0010504838	0.0991631409	0.089492208	-0.0400423425	0.0463767283	-0.0193838418	0.0164160169	0.0279228597	-0.0097043244	0.0177306216	0.0268326985	0.0687696363	-0.0078725487	-0.0941660239	0.056560836	0.0574589644	0.0732831351	-0.0472407858	0.0299913103	0.0461150617	0.0342966581	0.0034531013	-0.0171729132	-0.0358437903	0.0521459861	0.0651823981	-0.0111464326	0.0401299229	0.046800267	-0.0890269076	0.0203740607	-0.0193633144	0.0224102594	-0.0137976973	-0.0686401002	0.0055394478	-0.0506368366	-0.0379936361	0.0909598426	0.0412365351	0.0816660209	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.254571969777146	-0.0793780786640354	0.0063008793723938	0.0648068877962161	0.1719431957062056	0.023119532650682	0.0295644625496625	0.0005345127899859	0.5650811835443221	-0.0478798363372874	0.0022924787276854	0.3193167439958518	-0.0082699063432004	0.001503418480707	2.2602671281313485e-06	6.839135092530619e-05	0.0019519066942097	-0.0003922875935267	1.5388955603496966e-07	3.809939742900639e-06	0.004871175920277	-0.0015519872622299	2.372835484628648e-05	2.4086644621238616e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.039702549757	-1.3944496534854809	1.9444898361057767	859402.6101035419	947.1936773957506	-2.856787428344205	8.161234410745497	897175.8624984853	842.0895667619192	-0.1040463023848587	0.0108256330399614	709114.8384492768	863.8000752163553	648.5569685900846	0.649218	20.150896	0.1688229323623495	0.0922704047438129	-0.0166404664	-0.036436299	0.0845063214	-0.0096164635	-0.0492285303	0.058442307	0.0361334617	0.0326569591	0.0108667724	-0.0576385989	0.0541738696	0.0402195142	-0.0020940851	-0.056269981	-0.0415318346	0.0422859291	0.0461595127	-0.0562650345	0.001519884	-0.0179479479	-0.0387678211	-0.0383925619	-0.1015866389	0.1061013558	0.0267784791	0.0524019931	-0.0299126842	0.0603434597	0.0193031447	0.0364756396	0.0671269469	-0.0280637212	0.0271857902	0.0117330967	-0.082227483	-0.0213221591	-0.0090582589	-0.0059519478	-0.0677441639	0.0434199352	0.020948575	-0.0031123672	-0.0001843924	-0.0084564709	0.0299386603	0.0043312146	0.0108463602	-0.0090903482	0.007269476	-0.0024568709	-0.0292565313	-0.004902707	-0.0170465045	0.0377445919	0.023896291	-0.0030061094	0.0521462775	-0.0832877765	-0.0654391613	0.0038760278	-0.0251610931	0.0322965562	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.2874961437730263	0.0329241739958802	0.0010840012333109	0.0826540326843606	0.2066525161262973	0.0347093204200917	0.0427052624213295	0.0012047369240245	0.6172482917189797	0.0521671081746575	0.0027214071753064	0.3809954536299986	-0.0082818411193376	-1.1934776137201286e-05	1.4243888144510924e-10	6.858889232595107e-05	0.0019439049182237	-8.001775985999951e-06	6.402841893012549e-11	3.7787663310942897e-06	0.0058316859635882	0.0009605100433112	3.400856117791163e-05	9.225795433016842e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.9997909816702	-1.0399115680867226	1.0814160694405863	857475.6128980969	941.7987356024272	-5.394941793323369	29.105396953347167	886984.8583823306	840.5022322519849	-1.587334509934294	2.519630846428346	706444.0024205695	861.9083613271068	642.727968242614	0.637652	19.79191	0.1506939220102777	0.0790888015015367	-0.0431232012	-0.0484507507	0.0631536572	-0.058596882	-0.047136669	0.1006620664	0.0181715409	0.0136751694	-0.0398576345	-0.099552831	0.0451379755	-0.0544685104	0.0338125988	-0.0341549574	-0.0660236074	-0.0397730155	-0.0181816213	-0.002401003	-0.0575948254	-0.0110536294	-0.0129550494	-0.0249578668	0.0010996207	-0.0875875251	0.0315854775	0.0938376728	-0.0392862138	0.0037161586	-0.0597779981	0.0357903927	0.0479894348	0.0563473593	0.0075670138	-0.0076119634	-0.0295899518	-0.0196112214	0.0462131087	-0.0397548095	-0.0747013848	0.0463034624	-0.001121195	0.023525824	-0.0294021937	-0.0650711276	0.0172038563	-0.0288057339	0.0179826779	0.064245282	0.0568906118	0.0066024221	-0.0052220096	0.0061690217	-0.054913686	-0.0052246942	0.015644332	0.046097504	0.0190383082	-0.0039847431	-0.0412665398	0.0093697669	-0.0235833041	0.0016671858	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.2905855163721895	0.0030893725991631	9.544223056460374e-06	0.084439942325292	0.1667008035579726	-0.0399517125683246	0.0277891579068737	0.001596139337142	0.6570844090942245	0.0398361173752448	0.0015869162475342	0.4317599206747062	-0.0089182764932075	-0.0006364353738698	4.0504998511291917e-07	7.953565560929747e-05	0.0012290560146508	-0.0007148489035729	5.110089549393773e-07	1.5105786871493074e-06	0.0058266358516801	-5.050111908100341e-06	3.3949685348083884e-05	2.5503630284336868e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.8346013770235	1.8348103953533157	3.3665291868965896	860877.0475124602	950.6372295314984	8.838493929071205	78.11897493422856	903711.1421713228	841.6849547041223	1.1827224521374546	1.3988323987900335	708433.5629752805	862.7379607164385	649.2343919774845	0.574015	17.816708	0.1045729421536329	0.0593221107742468	-0.0378498637	-0.04079843	0.0663405365	-0.0264517069	-0.0644830749	0.0395257073	0.0061488664	0.0179083056	-0.0243630043	-0.0711863304	0.028460194	-0.0113726759	0.0295081294	-0.047417323	-0.0319773093	-0.0275280498	0.0324391219	-0.0723113178	0.0086930721	-0.0127733779	-0.0186513194	0.0388609874	0.0444727404	0.0486826056	0.0307336357	0.0741609924	-0.0193531122	0.0262536372	-0.0406372655	0.0187760305	0.0326537974	0.0159814161	0.0617787681	-0.0580616529	-0.0433519831	-0.0086165269	-0.0448885651	0.0629347113	-0.0778000455	0.043834657	0.0071554885	0.0139859065	-0.0380891988	-0.0446923696	-0.0021813452	0.0164861666	-0.0065650393	0.0637085484	0.0380208382	0.0244897959	0.0106301758	0.0297285399	-0.04335166	0.0510440709	0.0310610945	0.0295580515	0.0504270579	-0.0442236413	0.0079054612	0.0242043734	-0.050833362	0.0521469712	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.292170369233915	0.0015848528617254	2.5117585933194884e-06	0.0853635246582822	0.166133056873619	-0.0005677466843535	0.0276001925861731	3.223362975944855e-07	0.6730704203533833	0.0159860112591587	0.0002555525559779	0.4530237907546801	-0.0079890971042369	0.0009291793889706	8.633743368877794e-07	6.382567254092641e-05	0.0013621007914379	0.0001330447767871	1.7700912630329278e-08	1.8553185660357531e-06	0.0064930983128903	0.0006664624612101	4.216032570085886e-05	4.4417221220235714e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925.762233121918	-2.0723682551055163	4.294710184769082	857035.7122748805	945.444830425715	-5.192399105783352	26.961008473739756	893865.9273787091	841.9047957743811	0.2198410702587807	0.0483300961725261	708803.6851479023	863.0741549430896	650.6530586076141	0.654132	20.303427	0.1115341680070406	0.0702376990268836	-0.0685506981	-0.051207229	0.0148186654	-0.0541436808	-0.0538727988	0.0822500323	0.0222222697	0.0112003037	0.0265404248	-0.0708497979	0.0514616802	0.0035481274	-0.0330961173	-0.0269623902	-0.0312530882	-0.0920822066	-0.041621413	-0.0781472015	-0.0164453097	-0.027378344	-0.0411561137	-0.0431680912	-0.0168271254	-0.0321813568	0.0425505363	0.0679538312	-0.0376147858	0.0195806991	0.0196751935	0.0452784727	0.0054215136	0.0746589337	0.0061486278	-0.1002835436	-0.0664970798	-0.0279488553	0.0273154943	-0.0449361711	-0.076938639	0.0303115839	-0.0215049035	0.0411370447	-0.0153108465	-0.0444469738	-0.040261799	-0.0500922085	0.0013517097	0.0825289118	0.0346324732	0.0353193657	0.00776046	0.0544660201	-0.0330734666	-0.0454486811	0.0814520785	0.0009444485	-0.0482417086	-0.0040989827	-0.0741433293	-0.0452066225	-0.0752381322	0.0845917417	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.2994738121804801	0.007303442946565	5.334027887373148e-05	0.0896845641819094	0.2308208480113478	0.0646877911377288	0.0532782638766777	0.0041845103222784	0.6664138904372265	-0.0066565299161567	4.4309390524689496e-05	0.4441074733676798	-0.0077220277992494	0.0002670693049874	7.132601366650564e-08	5.962971333238054e-05	0.001424201968226	6.210117678809995e-05	3.856556158466845e-09	2.0283512462988124e-06	0.0068216559112465	0.0003285575983562	4.653498937144432e-05	1.0795009543759449e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
932.5075413455128	6.745308223594748	45.49918303129493	869570.3146662532	950.2553141965705	4.810483770855399	23.140754109663177	902985.1621588228	845.9297136251857	4.024917850804627	16.19996370572574	715597.0803939888	866.764076989486	648.5813680521301	0.992484	30.805431	0.3392600345986109	0.1880822301848902	-0.0448094754	-0.003112278	0.1435093772	0.0416728231	-0.078771467	0.0149588101	0.0113236508	-0.0210320311	-0.0777592097	0.0013457808	0.1237070866	-0.0093513679	0.0703179271	-0.0547668135	0.1526524204	0.0873422495	0.064514814	-0.1234671258	0.1488600355	0.0789024068	0.053460124	0.0301833871	-0.1176349575	-0.027573949	-0.0983752804	0.0226615638	-0.0952769061	0.0643234694	-0.0711206552	0.020999284	-0.0388729043	-0.1943752726	0.0474586498	-0.0288336058	0.010201778	0.0637689864	-0.1794196856	0.0485068512	-0.1039609939	0.0313396984	0.0467517975	-0.1061026287	0.045129671	0.0472128321	0.0571461161	0.0299047101	-0.1416124477	0.0167269028	0.0504095645	0.1205791693	-0.074874439	0.0051790222	0.0629626239	0.1682294265	0.018067702	0.0570876388	0.0212396065	-0.1076665216	0.0954913625	-0.0260138527	0.0518595903	-0.0083686924	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.2863017641951018	-0.0131720479853782	0.0001735028481291	0.0819687001812276	0.3629040324356793	0.1320831844243315	0.1316993367580765	0.0174459676076719	0.7632618267954427	0.0968479363582162	0.009379522776845	0.5825686162431164	-0.0085791963896832	-0.0008571685904337	7.347379924262663e-07	7.360261069275325e-05	0.0006927385042081	-0.0007314634640179	5.350387991930656e-07	4.798866352124757e-07	0.0071761611734085	0.0003545052621619	5.149728918673565e-05	1.2567398090054788e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
