global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
1021.327267897486	n/a	n/a	1043109.3881509432	1223.1380929311115	n/a	1496066.7943791563	n/a	980.8079124790454	n/a	n/a	961984.1611815027	1019.8121519102832	796.3044050229141	n/a	n/a	n/a	n/a	-0.0486659515	0.0867874709	-0.0024941211	0.1676249307	-0.011940565	0.108789838	-0.0885529849	0.0016155863	-0.1152188033	0.1289379427	-0.2397407221	-0.0007104824	0.0659913749	-0.0182071945	0.0091286863	-0.1258410024	0.1139433751	0.1501293583	-0.0232539577	0.0302422218	-0.0463043153	0.0228743048	-0.0542581382	0.2082254301	-0.0054801762	0.0835687298	-0.0398878513	0.010317907	-0.0612065528	0.0148975489	-0.2101242182	0.2012727209	-0.0309505118	0.0793907607	-0.190611678	0.0468018351	-0.0584419781	0.0924486383	-0.0533989558	-0.0021096628	0.0343636743	-0.0899618055	-0.0253655614	0.0586334307	-0.1028428004	0.0654602752	-0.1780154409	-0.0407976145	0.0271328204	-0.0289217696	0.0927983879	-0.1591315507	0.0309672127	-0.0092018526	0.1157687655	-0.200345818	0.0714197262	-0.0922015454	0.0289971266	-0.0939793098	0.1338666365	-0.1994913507	0.0555519466	-0.1233467375	0.114483784	-0.0807058453	0.087570522	-0.1127751421	-0.0166379654	0.01446695	-0.1194695509	0.0933844851	-0.050203023	0.0006728853	-0.000806946	0.0114850475	-0.1428867801	0.129285605	-0.1416233434	0.020687938	-0.0501161856	0.097495677	-0.0100182821	-0.2498504192	0.0572071263	0.1354856763	-0.0553577973	0.1333930811	-0.0782971212	0.0411462564	-0.0730297542	0.1327779012	0.1290883846	0.1290552057	0.1289999139	0.1289225186	-0.035386454448357	n/a	n/a	0.0012522011584256	-0.2607528616014747	n/a	0.0679920548333578	n/a	0.157109290177317	n/a	0.0246833290600204	n/a	-0.0006830318137086	n/a	n/a	4.665324585380597e-07	0.0001198188440767	n/a	1.4356555395876546e-08	n/a	0.0005300405283678	n/a	n/a	2.809429617124166e-07	0.0	0.0	0.0
1018.6668434676006	-2.660424429885325	7.077858147130654	1037682.1379802452	1222.7271710713703	-0.4109218597411654	1495061.734876196	0.168856774813138	979.2470419776906	-1.5608705013547706	2.436316721999493	958924.769222057	1017.3600885794116	787.772739744498	1.015517	19.811548	0.1786966703384825	0.0870559839840624	-0.0843811893	0.0582173452	-0.0615203472	0.1188917641	-0.0257810121	0.070577275	-0.0785482103	-0.0975660421	0.1458178994	-0.1057964842	-0.123925083	-0.1370164625	0.1426489646	-0.1667020894	0.0823732031	-0.0990587946	0.0990594841	0.122941659	0.1497133225	-0.0961528953	-0.0781372294	-0.0290835418	0.0563288913	0.0119584054	0.170317543	0.0145424	-0.02199101	-0.0359185279	-0.0722857936	0.0303201384	-0.002977344	-0.0599779612	-0.1713168374	0.0191141731	-0.0506235053	0.0013449668	-0.0641148472	-0.037381256	0.0855210222	0.1132717523	-0.0011933798	-0.0141458485	0.0246382084	0.1009648157	-0.0107249265	0.0739329273	-0.1905780251	0.0730906579	-0.0788842979	0.0618367301	-0.0306996196	-0.0188834754	-0.0279788131	0.1971561489	0.1170213792	0.0845095509	-0.0260198971	-0.1289249241	0.1029915111	-0.0810387723	0.0974092231	-0.1130645213	0.0269164044	-0.0741809051	-0.1746189424	0.0226742642	-0.0453062801	0.0303038568	-0.0404081719	0.0146173078	-0.1547131403	0.0629714686	0.0260494616	0.0098485972	-0.0162130293	-0.0411746859	-0.1880070121	0.0387817837	-0.1231093336	0.038711506	-0.0555918454	0.0138138218	0.0304209611	-0.0996518336	0.0494789005	0.0920226524	-0.1656292541	-0.0336311245	0.2264216465	0.0419512122	0.0788608277	0.0598330986	0.1289999139	0.1287014744	0.1282045865	0.1275100165	-0.0522680683141629	-0.0168816138658058	0.0002849888867141	0.0027319509652939	-0.3253770950449279	-0.0646242334434532	0.105870253979876	0.0041762915481539	0.1883758174329699	0.0312665272556529	0.0354854485935396	0.0009775957266284	-0.0012630001278138	-0.0005799683141051	3.363632453660278e-07	1.595169322857675e-06	0.0003260017634567	0.00020618291938	1.0627714977687821e-07	4.251139624405958e-08	-2.294153618410651e-06	-0.0005323346819862	2.833802136453601e-07	5.263140824866683e-12	0.0	0.0	0.0
1016.0375767898468	-2.62926667775389	6.913043262746977	1032332.3574489836	1221.675862248739	-1.0513088226314269	1492491.9124011996	1.1052502405426765	973.733099439366	-5.5139425383246135	30.40356231594568	948156.1489437944	1012.919815672025	779.2896492552914	1.130982	22.064133	0.1534654176977972	0.0759669492921269	-0.0014444315	0.0393042824	-0.1052470646	0.0090419051	-0.0616016598	0.0025088101	-0.0324785628	-0.0674085096	0.1474426231	-0.1478127646	0.0146770447	-0.1028987136	0.0263208312	0.0486563006	0.1413098473	0.1312745283	0.1133459465	-0.0783724892	-0.0421659896	0.0773413341	0.1522476309	-0.0386643012	0.1460315008	0.0152252066	-0.0119535002	0.1314496771	-0.0555333728	-0.0995555271	0.1445361174	-0.0239627488	0.0602237776	0.0720989333	-0.0389479565	-0.017552228	0.0267355132	0.0128007633	-0.070456708	-0.2214523643	0.0984991061	-0.2716298075	-0.2279045911	-0.0220845361	0.0553017547	0.0350089349	0.1181749467	-0.1634854849	-0.1005311139	0.0809925187	-0.0082896517	0.052676395	-0.0386056318	0.2387646455	0.1107001384	0.0299181403	-0.078665657	-0.0168325791	-0.0866405847	0.1967860872	0.0472105799	-0.0675753731	-0.0215763519	0.0953110164	0.0084943185	-0.0351071143	0.0639648136	-0.2547321174	0.1130551119	0.0723396159	-0.020759013	-0.0217800179	-0.1023570785	-0.0648949557	-0.0023976826	-0.0506074448	0.096766032	-0.0171182128	-0.1807150699	-0.0392541159	0.0709744267	0.0890718819	-0.08780042	0.0769059111	-0.1136520813	-0.0397665463	0.1760256161	-0.0772036776	0.1233042212	-0.0678212297	-0.0177898193	-0.0304292842	0.0716635061	0.0816626011	0.1288230331	0.1279949812	0.1266188352	0.124700488	-0.0522231764803962	4.489183376669981e-05	2.015276738937009e-09	0.0027272601617026	-0.2729506650766353	0.0524264299682926	0.0745020655657775	0.0027485305592202	0.1579624229191125	-0.0304133945138574	0.0249521270544765	0.0009249745658555	-0.001489909913984	-0.0002269097861702	5.148805105980592e-08	2.21983155178781e-06	-0.0004897729790476	-0.0008157747425043	2.3987757100516084e-07	6.654884305079571e-07	0.0003666353453447	0.0003689294989631	1.361089752051719e-07	1.3442147645602744e-07	0.0	0.0	0.0
1016.7869239210886	0.7493471312418478	0.5615211231003872	1033855.6486569096	1216.825855064392	-4.85000718434685	1480665.161553189	23.522569688216063	977.0528933464597	3.31979390709364	11.021031585576056	954632.3563966884	1015.856638019511	786.7964228760962	1.054144	20.565113	0.1517400371915947	0.0844471763807397	0.0731751706	-0.0504608572	0.0453739201	0.0737026771	-0.0600881024	-0.0258193329	0.0455025592	-0.0190731996	0.1174832427	0.0370312962	0.0735455548	-0.0511078242	0.012825416	0.0024990425	-0.0094297407	-0.0107912005	0.0127181457	-0.0180893352	-0.0868594683	0.1318769176	0.1597788125	-0.0113389859	0.0815601607	0.0624825882	0.1539174909	-0.0041826449	-0.0118137732	-0.1319323468	0.0103012932	0.152674375	-0.0778433456	0.0339546767	0.0280670012	0.1937676082	0.0553908226	0.10653504	0.0328777107	0.0750503414	-0.0702350116	0.0405859304	0.1540253354	0.174292408	0.0409212743	-0.0189709155	0.0010847974	0.0311436392	-0.0351076899	0.056485713	0.0554449736	0.0287446261	0.0574938076	0.2375883252	0.0059740331	-0.0519238204	0.0205632245	-0.0756666089	0.015505459	-0.0354561996	0.0965384084	-0.0796244699	-0.098183517	0.0807140148	-0.0043041106	0.0408206929	0.0376241604	-0.0527648429	-0.143297459	0.0687994279	-0.0140992498	-0.0617173619	-0.0758477799	0.0619710551	0.0828726361	-0.1020502264	0.1731398494	0.0409792982	-0.0724530422	-0.0062243282	0.1041859477	0.0588614251	0.0335676585	-0.0082564702	0.0809156063	0.0313108612	0.0700406615	0.0569979126	-0.0155804139	-0.0611607852	-0.0607476926	-0.0374356674	-0.0776538741	0.0146005325	0.1285578634	0.1269376627	0.1242524367	0.1205247148	-0.080561300968057	-0.0283381244876608	0.0008030492994781	0.0064901232136658	-0.2717620842703354	0.0011885808062999	0.0738546304469568	1.412724333104545e-06	0.1478628782586213	-0.0100995446604912	0.0218634307669238	0.0001020008023492	-0.0029230066968377	-0.0014330967828537	2.0537663890256254e-06	8.543968149758043e-06	5.485081063305586e-05	0.0005446237896806	3.0086114271033533e-09	2.966150722861193e-07	0.0001020801731362	-0.0002645551722085	6.99894391422691e-08	1.0420361747516568e-08	0.0	0.0	0.0
1013.0969184027964	-3.690005518292196	13.616140725026858	1026365.3660772424	1224.2489657084147	7.4231106440226995	1498785.5300381233	55.102571633403095	976.278359684706	-0.7745336617537077	0.5999023931896069	953119.43558866	1015.9970357830098	785.8143282098708	1.144496	22.32778	0.1507690076513612	0.0797902405378471	0.0150363319	0.1042021879	0.168325789	-0.0840379222	-0.0165630503	-0.0063536276	0.004391019	-0.2283554668	0.0052827	0.0752237088	-0.0648180971	0.0480179926	-0.064393088	0.1194803261	0.0110507088	0.1209279193	-0.076984163	0.1554149782	-0.0217898982	-0.085426247	0.1457166653	-0.0272417824	0.1301280728	-0.0100203405	0.1163725556	-0.0266335748	-0.0536210377	-0.0016059772	-0.1492746095	-0.0235382077	0.0330744356	-0.1040253872	-0.0396221942	0.0176354322	-0.0358389533	0.0446473129	-0.0542555896	0.0354795071	-0.0259025226	0.0314602042	-0.0085166359	0.0267257918	-0.0160268183	-0.0091060562	0.1734581581	0.0901196934	-0.0297500196	-0.077079372	-0.1236448742	0.0028507776	0.1018465813	0.1391541758	0.0504778177	0.0855723579	0.0538930635	0.0039462144	-0.008762564	-0.0822165958	0.0532536062	0.0095358318	0.0685326357	0.0666946617	-0.0193420875	-0.0549474043	-0.0871367804	0.2230862325	-0.0802998189	-0.019506794	-0.0242004549	-0.022867171	-0.117205523	-0.0436868763	0.1227979719	0.0921602913	0.1511679413	-0.1133773664	-0.0249034624	0.0557193159	0.1597769092	-0.017410047	0.0527212219	-0.1206711626	0.0288030973	-0.0316146984	0.0231408997	-0.0872206219	-0.0759926717	0.0721493972	0.0024639298	0.0730055817	-0.0684464607	0.0695600489	0.1282045865	0.1255324169	0.1211199807	0.1150284477	-0.0828464980342147	-0.0022851970661577	5.222125631175791e-06	0.0068635422365331	-0.311800486805879	-0.0400384025355436	0.0972195435723831	0.0016030736775982	0.1761404340405334	0.0282775557819121	0.0310254525039874	0.0007996201609991	-0.0016119889042072	0.0013110177926305	1.718767652593749e-06	2.598508227287129e-06	-0.0001276709111868	-0.0001825217218198	1.6299861563267774e-08	3.331417893608485e-08	0.0002118977040408	0.0001098175309046	1.205989009398278e-08	4.490063697776247e-08	0.0	0.0	0.0
1011.9729115284008	-1.1240068743956044	1.263391453688576	1024089.1736672684	1217.0272865931192	-7.221679115295501	1481155.4163122105	52.15264924429521	976.1060184782494	-0.1723412064565082	0.0297014914428847	952782.9593094606	1013.6830150429572	768.4882225285947	1.10017	21.463024	0.1499301178976697	0.0725953408109557	-0.0415587422	0.0239178811	-0.0680567486	-0.1381571471	0.0204031603	-0.0480533932	-0.0533615722	-0.0382405144	0.0216040144	-0.074429467	0.0546025536	0.078970801	0.1609663966	0.1290347046	0.084856264	-0.0314667468	0.01130433	-0.0368901295	-0.2241757223	-0.1344589117	0.0121851396	0.0407299604	0.0578330291	-0.1573830706	0.0612063183	0.0271812462	-0.0323009844	-0.0499341025	-0.0127378812	0.0185560858	0.0832273026	0.1055150995	-0.0911796421	0.0025412574	0.0468854853	-0.0227343486	0.0907482108	0.0560303723	0.0347445187	0.0819205717	-0.1036139729	-0.1060117415	-0.2043442907	0.0620712109	0.0314922058	-0.0906146744	0.0675491467	-0.0002094435	0.0181882733	-0.2066422686	0.0080721206	0.1110623288	-0.036106193	0.0375637335	0.0524401637	-0.0124023033	-0.0655339387	-0.0894704298	-0.04723225	-0.0540917479	0.0254834917	0.0028175464	-0.046863912	-0.0155452738	-0.2559502164	-0.0174312069	0.1300023274	0.1258809001	-0.0364546244	0.0023352422	-0.0721389079	-0.1112225071	0.0337518629	0.0070141434	-0.0751612057	-0.0577398763	-0.0022471796	-0.0084721107	0.0566539745	0.0510917728	0.0887057719	0.0351355668	0.0733094333	0.0216908745	-0.0384525314	0.0244380624	0.0940531159	-0.0859351129	-0.1020841927	-0.0359622932	0.1720189589	-0.0148414033	0.1277634447	0.1237830955	0.1172407796	0.1082719048	-0.0481633133555163	0.0346831846786984	0.0012029232994566	0.0023197047533816	-0.254521699030164	0.057278787775715	0.0647812952772013	0.0032808595290554	0.1933294478958487	0.0171890138553152	0.0373762754237136	0.0002954621973182	-0.0011949981930348	0.0004169907111723	1.738812532040639e-07	1.4280206813564373e-06	1.0029302768499448e-05	0.0001377002139552	1.0058691402223069e-10	1.8961348923335245e-08	-4.899400259032131e-05	-0.0002608917066311	6.806448258889908e-08	2.400412289820411e-09	0.0	0.0	0.0
1014.155819634752	2.182908106351192	4.765087800773747	1028512.0264990357	1216.4808050791423	-0.5464815139769144	1479825.5491259985	0.2986420451185004	977.5480302200626	1.4420117418131897	2.0793978635271086	955600.1513871244	1015.8328365624568	779.1304101582446	0.92759	18.096191	0.1319976836637051	0.0707344343957914	-0.0759497487	-0.0774655268	-0.1186934088	-0.0315447295	-0.0045461404	-0.0694328228	-0.0455468688	0.0900294838	-0.070929337	0.0177705643	0.1242509146	0.020000116	0.01672296	0.0292509238	0.091114235	-0.0894788464	0.0826886347	-0.1523641511	-0.0393610954	-0.021248146	0.0018485486	0.0332483636	0.0383554329	0.0103950255	0.0119883594	-0.042970103	0.1038652066	0.027636443	-0.053743911	0.10001228	0.0649941946	-0.0495946374	0.2512292095	-0.0827187059	0.100669183	-0.155900557	-0.0549664411	0.0306919591	0.0232077292	-0.0309302612	0.010289046	-0.1208221352	0.1537982159	0.0690451289	-0.0888637791	-0.1155828708	0.0574086221	0.0055626784	0.0805387906	-0.0273921711	0.0397112754	0.027368491	0.0172323667	0.002858423	0.1178835747	0.024722505	0.0500170575	-0.0359177523	0.0033779013	0.0190832118	-0.162622017	0.0032751206	0.0585971696	0.1200546637	0.0863433534	0.0244761154	0.0822978404	0.0217169914	-0.0368521309	0.0378330568	-0.0459917087	-0.0231471239	-0.0622044386	-0.0196080558	-0.104018357	0.02638214	0.0403253575	-0.0518407149	0.0390191166	0.0628607821	0.0599461125	0.0760266708	0.0787586193	0.006839568	-0.0281368495	0.0188334455	-0.0105966639	0.0107607369	-0.0043787222	0.0360618512	0.0819576046	0.0624340949	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0305282798808121	0.0176350334747042	0.0003109944056539	0.0009319758724811	-0.1963732031415332	0.0581484958886307	0.0385624349120658	0.0033812475741101	0.1795726811383389	-0.0137567667575097	0.0322463478112115	0.0001892486316205	-0.0007390095419689	0.0004559886510659	2.079256499008992e-07	5.461351031210834e-07	-0.0003829818731522	-0.0003930111759206	1.4667511516316782e-07	1.54457784398571e-07	-4.914192646092994e-05	-1.4792387060863412e-07	2.1881471495839933e-14	2.414928936291446e-09	0.0	0.0	0.0
1014.9070408538367	0.7512212190847549	0.5643333200031854	1030036.3015746914	1219.4252671559652	2.944462076822901	1486997.9821783972	8.669856921848234	977.2669479225972	-0.2810822974654456	0.0790072579484532	955050.6875019484	1014.4829046567752	785.1926325131086	1.039343	20.276356	0.1487811321612555	0.0916660475908433	-0.015288118	-0.1180772955	-0.037616333	0.1695776383	0.0134806236	-0.146289802	-0.0565714923	0.1047198043	0.0741003834	0.0405232126	0.0521749174	-0.0530669995	0.0313418673	-0.1757885153	0.0573840521	-0.1183511349	6.9301e-05	-0.0805914701	0.0412285422	0.1776189632	0.080196754	-0.029976074	-0.011436601	-0.0908199686	0.059049789	-0.1084070755	0.1023788053	0.0368432903	0.1113965129	-0.1548953184	0.128623791	-0.0389162275	0.0415899158	-0.036550072	0.0615423284	-0.1282515909	-0.0643694121	0.051846577	0.1157902704	-0.0075764026	0.0983949597	0.0318281725	0.1315646681	0.0941696482	-0.1030027501	-0.0070938904	0.0304964992	0.0586997509	0.1214022389	0.0885086295	-0.0449700199	0.1015450301	-0.0807056137	-0.015352173	-0.0389628224	0.0130906078	-0.0258365382	-0.0673602868	-0.2201121496	0.1247264296	-0.0500105715	0.1466712835	-0.0511457957	0.0304144864	-0.1335819652	0.027037193	-0.0059428413	0.0048536003	-0.068138573	-0.035157069	-0.0762785674	0.1051840099	0.0539588065	-0.0175998223	0.0717544956	0.1342728237	0.0215449097	-0.0274710038	0.1135485008	0.0375264567	-0.0374493708	0.0761104893	0.106268202	0.1030181611	0.1172256024	-0.0114026075	-0.0853896756	0.0116637564	0.0025657466	-0.0228880895	-0.0066020995	0.0440865961	0.1266188352	0.1192723348	0.1073422654	0.0912870929	-0.0280106563463817	0.0025176235344303	6.338428261117816e-06	0.000784596868955	-0.2572601245278463	-0.0608869213863131	0.0661827716720829	0.003707217195903	0.207113638031501	0.0275409568931621	0.0428960590586436	0.000758504306591	-0.0018730131883387	-0.0011340036463698	1.2859642699800029e-06	3.5081784036907027e-06	-0.0004049539419099	-2.1972068757699986e-05	1.6398769506836668e-07	4.827718054930958e-10	-4.987881828042763e-05	-7.368918194976867e-07	5.430095536426113e-13	2.487896513051921e-09	0.0	0.0	0.0
1015.42545975036	0.5184188965232579	0.2687581522723923	1031088.86430923	1222.212379964193	2.7871128082276755	1493803.1017377367	7.767997805786759	976.9671064986874	-0.299841423909811	0.089904879492263	954464.7271804176	1015.6754147460576	791.1060089609981	1.157246	22.576517	0.1135931246088755	0.0498915017507433	0.0260280028	-0.0506770683	0.0875957026	-0.0143034106	-0.16273859	0.03359848	-0.0347076592	0.0854429226	0.0650305597	0.0333000651	-0.0332831944	0.0981360308	-0.1473751481	0.0335161629	0.0293568334	0.0139859101	-0.0208777472	-0.0390067789	0.0193858761	-0.0305573692	0.1153570142	-0.0493079798	0.0107657244	0.0440827246	-0.0817248606	-0.0810276907	-0.0404852858	0.0356084998	-0.0683853178	-0.0208356257	0.0760172721	-0.0441223714	-0.0359687451	0.0635629328	0.1588417154	0.1117711019	0.1335361119	-0.0195494592	0.0901221885	-0.0675857233	0.0278655153	-0.0681857695	-0.0355518794	0.0313106588	0.0351160678	-0.0076880924	0.0899814476	0.0771281965	-0.1261424925	0.0282490138	-0.031066471	0.0293174302	0.0857024373	-0.0375274352	-0.097196898	-0.0751384896	0.089859051	0.0834501856	-0.1199595655	0.1201926396	0.0498726881	0.1072199248	0.0256521243	0.1323370692	0.0163127967	0.1181068334	0.0408714242	-0.0037529317	-0.0439414568	-0.0588945387	-0.0339748112	-0.1259151635	0.0283476198	-0.0492431434	0.1473969486	0.0543342598	0.0616428317	0.0697923559	0.105852731	-0.1561760559	-0.0040635963	0.031542032	-0.0259110478	0.1340700862	-0.0681096682	0.0369008894	0.0853037688	0.0596027422	0.0049653417	0.088097674	0.094492939	0.0278279907	0.1259161521	0.1165232592	0.1013839798	0.0812449131	-0.034382462305956	-0.0063718059595743	4.0599911186466566e-05	0.0011821537142204	-0.2461982319575071	0.0110618925703392	0.0606135694190024	0.0001223654672377	0.1900683089390753	-0.0170453290924257	0.0361259620629597	0.000290543243869	-0.0023332380184243	-0.0004602248300855	2.1180689422731926e-07	5.443999650620553e-06	-0.0008971782160867	-0.0004922242741768	8.049287514205133e-07	2.422847360888775e-07	0.0005799540171879	0.0006298328354683	3.966894006340735e-07	3.363466620523831e-07	0.0	0.0	0.0
1016.7641534539732	1.3386937036132167	1.7921008320936709	1033809.3437489748	1216.8308291753133	-5.381550788879622	1480677.2668314804	28.96108889329088	978.3036263449152	1.3365198462278158	1.7862852993608245	957077.9853196114	1015.0361651331848	794.5295632655325	1.248407	24.354958	0.1864145264090549	0.1132469770326751	-0.0711267394	0.1325616295	0.0002596429	0.1422695947	0.0515117573	0.0543320963	-0.1592165081	0.0717073502	-0.0447581056	0.0244904451	-0.1594011348	0.0339301953	0.108584455	-0.0260892941	0.0317999274	-0.0518960589	0.018208427	0.162045394	-0.0061486964	0.0608591287	-0.0590823781	0.0689361196	-0.0201112021	0.0269292159	-0.1062007765	-0.0141412115	0.0410310109	0.0220235989	-0.1100213995	-0.1656060726	-0.0298716313	-0.1382242695	-0.0631368012	-0.1146378453	-0.0858679892	-0.0240890168	0.0779061709	0.1878416035	-0.0494699419	-0.0452282686	-0.0386672661	0.0783203106	-0.0186740415	0.1299317371	-0.0717213303	0.0450114127	-0.0864505139	-0.1221561509	-0.033799957	0.0090364286	-0.0183636013	-0.0805454267	-0.0602403558	-0.059277039	-0.0165528428	-0.089462562	0.0444331163	0.0630148607	-0.0598807132	0.1255610227	0.1479667691	-0.0443403546	-0.0708672736	0.0562798052	0.0750549081	0.1071604083	0.0833373644	-0.1965487141	-0.0322925541	0.0261466963	-0.066319579	0.0823632106	-0.1014318372	-0.0494407587	-0.0564342593	-0.0698428904	0.0181951389	0.0797620172	0.0084998827	-0.1160719863	-0.037580194	0.0464362633	-0.0477631297	0.0111503393	-0.0536294554	-0.0264733859	-0.078020589	-0.0579269935	0.0229256898	0.0386399933	0.0221491259	-0.1878732126	0.1251271724	0.1134548014	0.0948006283	0.0703125971	-0.0353693658663871	-0.0009869035604311	9.73978637591585e-07	0.0012509920417903	-0.1808514609643339	0.0653467709931731	0.0327072509329339	0.0042702004792342	0.1491237051950946	-0.0409446037439807	0.0222378794511134	0.0016764605757515	-0.0008412711199553	0.0014919668984689	2.225965226127207e-06	7.077370972708448e-07	-0.0008442287474907	5.2949468595999945e-05	7.127221780897161e-07	2.8036462245987843e-09	0.0005421454220235	-3.780859516440004e-05	1.4294898683054939e-09	2.939216586210389e-07	0.0	0.0	0.0
