global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
921.6557294937336	n/a	849449.2837086262	n/a	1019.5430996382056	n/a	n/a	1039468.13201988	830.4789138402001	n/a	n/a	689695.2263331985	852.4436209089538	706.221436826428	n/a	n/a	n/a	n/a	-0.135511686	0.0844193513	-0.0779373632	0.0125166964	-0.0236853983	0.0222094483	-0.083011537	0.0572504826	-0.1967743923	-0.082715601	0.0553282388	-0.05988456	0.1403325218	-0.1096817911	0.104590075	-0.0116614662	-0.1313613407	0.0307448151	-0.0461508442	0.0351027772	-0.0242720381	0.0612045629	-0.0168106588	-0.0636947629	0.0808915227	-0.039344315	0.1081885141	-0.0866557963	0.1918952773	-0.0348013118	0.0373999118	-0.0534133896	0.0782227986	-0.0332705048	0.1054889428	-0.0321429323	0.0641918037	-0.042914154	0.170392702	-0.0259949233	-0.1613995444	0.0659963456	0.0170044285	-0.0308477643	-0.0947613329	0.1027778509	-0.043045326	0.0805397254	-0.1281569904	-0.0853668322	0.0165625493	-0.1352192838	0.006674053	-0.0119823662	0.0091582217	-0.0395375524	0.0838546913	-0.0256253554	0.0594107807	-0.0400318662	0.1320866497	-0.0436501148	0.0693435392	-0.1379618158	0.0566097839	-0.1361203902	0.0773888214	-0.1152160401	0.0333160933	-0.0445267515	0.0787898843	-0.0414186907	0.1023036731	0.0058183444	0.0837777404	-0.0947876437	0.1503471747	-0.0003907833	0.0060353913	-0.0117952661	-0.0538255454	0.1171741149	-0.0555333971	0.0080153943	-0.0747374209	0.1233722603	-0.1487883406	0.1959678022	-0.0614960304	0.0257671107	-0.1579646756	0.0473971364	0.1172707926	-0.104923084	-0.0697394699	0.0033403515	-0.0908499114	0.1226463306	-0.0414070844	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0540348991457477	n/a	0.0029197703256911	n/a	0.0756423711882234	n/a	n/a	0.0057217683189769	0.1285642681858974	n/a	0.0165287710541753	n/a	0.0071457172662472	n/a	5.106127524914336e-05	n/a	0.0001961526298539	n/a	3.84758541986011e-08	n/a	-0.0014977219723821	n/a	n/a	2.243171106556128e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.9158561509038	-1.73987334282981	846245.1823978503	3.027159249089778	1011.1111589748056	-8.431940663400042	71.09762335109913	1022345.7758033744	830.1716435637697	-0.3072702764303585	0.0944150227775889	689184.9577773708	851.5567342911401	700.5101155899278	0.919046	19.82649	0.1253387079206887	0.0685250042077709	-0.1316410515	0.1011189508	-0.0843758707	-0.0385096462	0.0497530384	-0.04076252	-0.109227751	-0.0098895955	-0.0376310186	-0.1581786353	0.0201275059	-0.1324517296	0.0194077251	-0.1167010066	0.1112583274	0.0249469816	-0.0740822731	-0.110298283	-0.076859021	0.0159335941	-0.0293241885	0.0436928639	-0.0446445204	-0.0133090815	0.0286022338	0.0300608724	0.097369168	-0.002150213	-0.0366336724	0.0824580799	0.0206026368	-0.1117629347	0.2030886497	0.1802205189	-0.1332251185	-0.0700861837	0.0152114694	-0.053156794	0.1195889584	-0.003394547	0.0741932635	-0.1709676622	-0.026848806	0.0384498226	-0.1608092281	0.1223470511	-0.0889070594	0.1018347485	0.0473563399	-0.1239784	0.0578534935	-0.0515709314	0.0368494983	-0.005260046	-0.0240406465	-0.0393769408	0.0036730838	0.0350642182	0.0587288078	0.051836449	0.0263904775	-0.1898016129	0.0150975455	0.0771468167	0.0202724315	-0.1492544219	0.1052739168	-0.0842011013	0.1857444385	0.1095384758	-0.0363253703	0.0826598908	-0.0005066863	0.0312183599	-0.0865381709	-0.0855403566	0.1519164845	0.0295337872	0.0223862369	-0.0106032268	-0.0548267881	0.094692237	-0.1052402628	0.057584785	-0.0119395961	0.0851702536	-0.0183713748	0.1183169862	0.0822445758	-0.1649427842	-0.0159562232	0.0079444354	0.0978190345	-0.1204219807	-0.0694672581	-0.0889845411	-0.083079256	0.1266576861	0.0209052269	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0478422737709109	-0.0061926253748368	0.0022888831595707	3.8348609033072624e-05	0.0611228361688489	-0.0145195350193744	0.0002108168971788	0.0037360011013239	0.1539773855838149	0.0254131173979175	0.0237090352712268	0.0006458265358803	0.006041030547574	-0.0011046867186731	3.649405007672222e-05	1.220332746412961e-06	0.0006620241591397	0.0004658715292858	4.382759872846268e-07	2.1703628179909e-07	-0.0014840116177699	1.3710354612199958e-05	1.8797382359227268e-10	2.202290481676036e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921.5208716638246	1.6050155129207724	849200.716912055	2.57607479671633	1006.264443900717	-4.846715074088593	23.49064700939759	1012568.1310588192	830.1279122797761	-0.0437312839936794	0.0019124251997358	689112.3507459796	849.4603804907971	697.6917705823429	0.8909059999999999	19.219427	0.0621052006386698	0.0305993462148644	-0.118617432	0.0918322078	-0.084901359	-0.0714060537	0.0334479305	-0.0313410986	-0.1861840379	0.0531368484	0.0201857444	-0.1499914721	0.0658740649	-0.0512165715	0.1238769845	-0.0964702852	0.1425247026	-0.0419084674	-0.1562863947	0.0348139993	-0.0953219024	0.1626776491	0.0880038017	-0.0222424432	-0.03737077	-0.0519456877	0.001581852	0.002204468	-0.0304637905	0.0144502058	0.0149129406	0.0267932412	0.0092294189	0.1166968301	-0.1524542593	-0.0070666064	-0.0741181501	-0.1216744244	-0.0666157803	-0.0233923148	-0.1376232308	-0.0739561241	-0.0281426525	-0.0344100655	-0.2272145473	0.1661687701	0.063128882	0.09128282	-0.1200700453	0.0627700663	-0.1548902897	-0.0552596274	0.085145781	0.0396726035	0.1732683975	0.0125625074	-0.1059027056	0.0129921163	0.0608436278	0.0182085582	0.0950816792	-0.0195641908	0.0318949436	-0.0714729932	-0.0811145664	0.0797936179	0.0180357193	0.1733440852	0.012300431	-0.1183348062	-0.064319242	-0.1525315874	0.1111384252	-0.1004849619	-0.0322156025	-0.053383271	0.0606824686	-0.0696312939	0.1414031083	0.0438391857	0.0335222171	-0.0636560919	-0.01996877	0.0960826678	-0.0750941292	0.0091503823	-0.0943312412	0.0565101255	-0.1533149975	0.1466124928	-0.0255483198	-0.0075045712	-0.1511785853	0.0773886267	0.0422015424	-0.0091760613	-0.0410066429	-0.0531484261	-0.0204330589	0.0173333841	-0.0824356693	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0534508566299791	0.0056085828590681	0.0028569940744785	3.1456201687033616e-05	0.0506551312245449	-0.0104677049443039	0.000109572846801	0.0025659423193758	0.1648892925146725	0.0109119069308575	0.0271884787859892	0.0001190697128676	0.0056249289571344	-0.0004161015904396	3.1639825772809086e-05	1.731405335663649e-07	0.0006641312572674	2.1070981276999747e-06	4.410703268795774e-07	4.439862519756739e-12	-0.0011998801882484	0.0002841314295215	8.07306692419312e-08	1.4397124661510157e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.6309977338644	1.1101260700398825	851247.9579793862	1.2323798913821942	1008.4677649646547	2.2033210639377785	4.854623710791905	1017007.232972806	830.2156433700143	0.0877310902382078	0.0076967441943845	689258.0144962867	851.7418840572115	707.7174122144828	0.996957	21.507259	0.1445144437228323	0.0811497398920252	-0.0826351408	0.1136797267	0.0085426015	-0.012494412	0.0360948883	0.0516918422	-0.0393253504	0.0099815781	-0.0927053317	-0.0724907301	-0.0418735082	-0.0859780515	-0.2625412784	-0.0808629785	0.0672676106	0.0489707135	-0.0146504561	-0.1321965411	0.0228714848	0.0514408512	-0.1170554787	0.0903268986	-0.0961522639	0.0048790959	0.0512240784	-0.139597329	0.0398208634	-0.1105043787	-0.1371196725	0.0978838569	-0.0987097202	-0.0522050689	-0.0773929621	-0.0290357429	0.0705496407	-0.0532210838	0.0239683559	0.023591349	-0.0409147443	0.1091320115	0.0280112459	0.0809870735	0.0762162931	-0.0037637844	-0.0030932762	0.0771901259	-0.0406351367	0.0886928116	0.0462544024	-0.0891709591	-0.1285288875	-0.1241016306	0.0125063558	0.0604066577	-0.137511475	-0.0830471478	-0.0402488775	0.0470063793	0.1091272931	0.0314331266	-0.074622344	-0.0210077513	-0.0994178187	-0.0497083688	0.0731961661	-0.0257225574	-0.1664277063	0.1343191586	0.0114477636	-0.0441873875	-0.0289376878	0.0488508454	0.0227087286	0.0408405244	-0.0801116747	-0.0489821876	0.1292630596	-0.0099749993	0.0837505494	-0.0491375933	-0.0158986257	0.0264991713	-0.071125852	0.0194490802	-0.1100419222	0.0330610625	0.132548613	0.1584755602	0.0695589898	-0.1038602516	0.096944105	0.0485707557	0.0904613504	-0.0524972169	-0.009499537	0.0433181329	-0.010815655	0.0866491439	-0.063283834	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0506380440106966	-0.0028128126192824	0.0025642115012292	7.911914831194867e-06	0.0545605595512057	0.0039054283266607	1.5252370414684562e-05	0.0029768546585406	0.0937367068218435	-0.0711525856928289	0.0087865702058042	0.0050626904507753	0.005293923511214	-0.0003310054459204	2.8025626142584365e-05	1.0956460522896293e-07	0.0011561840129181	0.0004920527556507	1.3367614717274011e-06	2.4211591434344746e-07	-0.0006900660481383	0.00050981414011	2.5991045745620053e-07	4.761911507932106e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.4235409643684	0.7925432305039521	852711.0360071725	0.6281247722176406	1007.7125146760412	-0.7552502886135244	0.5704029984508119	1015484.5122347106	830.5285049316839	0.3128615616695924	0.0978823567703362	689777.597504058	851.3535474740237	708.3685274926861	1.047323	22.593798	0.1300765903906652	0.0582207523409197	-0.0489564496	0.1056930094	0.0473685097	0.0099454476	0.0026960626	-0.0372373591	0.0573878702	0.0706440517	0.04715593	-0.124274747	0.1074552904	0.1175314547	-0.038706076	-0.0741442374	0.1038401414	0.1133473116	0.0270339268	-0.0383062409	-0.0264407441	0.0649091796	0.1611017991	0.0180681063	0.099175668	-0.0624566507	0.0249845108	-0.0273441715	-0.0771963399	-0.1706977682	-0.1401443814	0.0647777763	-0.1697265593	-0.1583442949	0.0019835721	0.1409185366	0.0443223387	-0.032363812	-0.0419673414	0.0893072893	0.0632684128	0.0056545078	0.1041788975	-0.1114280679	0.0973425531	-0.0248339419	-0.072604344	0.0639041225	0.0104156963	0.1442265987	0.0294420598	-0.0090595652	0.0553853087	0.1112087069	0.1137878994	-0.0613965652	-0.0357006401	-0.1188199654	0.1228194871	0.0108141548	0.0860313377	0.0625649245	-0.0076048015	0.05725523	-0.1925462862	0.0159506757	0.2036899978	-0.1003001701	-0.0574699041	-0.025995974	-0.0637898064	0.105933141	-0.1320580518	0.0536864638	0.015971076	0.0746257331	-0.0864557832	-0.023768072	0.1055606717	-0.0397629743	0.0827768702	-0.2005924735	-0.125839104	0.039736869	-0.0204977827	0.0483234255	-0.045880187	0.0972598538	-0.005174914	-0.1274386157	0.0977740777	0.040497808	-0.0990874485	0.0822305863	-0.0662694282	-0.1255168684	0.0560952321	-0.0411587042	0.0092376542	0.019978639	-0.0647267906	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0305630012035038	-0.0200750428071928	0.0009340970425653	0.0004030073437106	0.0252565731933884	-0.0293039863578173	0.0008587236164591	0.0006378944894729	0.0582154604986584	-0.035521246323185	0.0033890398410708	0.0012617589403523	0.0046639811849718	-0.0006299423262421	2.175272049377096e-05	3.968273343914338e-07	0.0013989681846202	0.0002427841717021	1.957111981579538e-06	5.8944154029074794e-08	-0.0006592662480332	3.0799800105099986e-05	9.48627686514117e-10	4.346319857957728e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923.5130495343668	0.0895085699984292	852876.3526602659	0.0080117841031637	1008.4425975090296	0.730082832988387	0.5330209430243491	1016956.4724707588	831.0773442473635	0.5488393156796292	0.3012245944356836	690689.5521212508	851.4420608562776	704.8494650203379	0.966799	20.856663	0.1668060355602165	0.0895946275699674	-0.0890256195	0.1113335726	0.0224551006	-0.0072205301	0.0380575502	0.0279575215	-0.1451226872	0.0834149685	-0.0612116864	-0.0437075779	-0.036225074	0.0107217646	-0.1887570203	-0.0927873848	0.1023282583	0.0222712224	0.0204836139	0.0590279222	-0.1313073525	0.1017872916	-0.0873181885	0.1066254706	0.0674834383	-0.1302005363	-0.147671522	-0.0814841885	-0.0371617077	0.1282737359	0.0075265814	-0.1753952648	-0.0151176231	0.0744448233	-0.0392353837	-0.0488735652	0.1201474007	-0.073516458	0.0680602446	0.0381413132	-0.0258312535	0.0133014378	0.068489939	0.0291215358	0.0947508611	-0.1502925021	0.0290573364	0.0861660371	-0.0612996561	0.0769224695	-0.0761089929	0.0443460378	-0.0232092757	-0.1033212617	0.1094303308	-0.0246494956	-0.0846937755	-0.0813249147	0.0838847698	0.0321937138	-0.1937756278	-0.0467212733	-0.1671294534	0.1187941	0.0413703075	0.0752860844	-0.0492063991	-0.0005311172	-0.1226424545	-0.1243697309	0.0101046592	-0.0189210591	0.1096910965	0.0605254544	-0.0216412615	0.0653803616	-0.1480908505	-0.0517907436	0.1464762551	-0.0216221193	0.1039671994	-0.1945469561	-0.1222730382	0.0532644381	0.0706413096	-0.010025279	-0.0145544647	-0.0960188604	0.0290091845	0.0309922083	-0.0400698676	-0.034153325	0.1186336274	-0.012555086	-0.0884108362	0.0078749679	0.226816397	0.0706601483	0.1558227141	-0.0187196335	0.1353708082	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0193983436621323	-0.0111646575413715	0.0003762957368341	0.0001246495780161	0.0386700438298106	0.0134134706364222	0.0001799211945141	0.0014953722897994	0.0486656699770406	-0.0095497905216178	0.0023683474343142	9.119849900678116e-05	0.0058272502671836	0.0011632690822117	3.395684567639134e-05	1.3531949576298823e-06	0.0026303531936013	0.0012313850089811	6.918757923088559e-06	1.5163090403433842e-06	-0.0009181744940564	-0.0002589082460231	6.703347985880982e-08	8.43044401535726e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
927.1286255199008	3.615575985533951	859567.4882584204	13.0723897071698	1014.5061704549358	6.06357294590623	36.76691687032597	1029222.7698911394	832.0021724515092	0.9248282041456832	0.8553072071833295	692227.6149640308	852.4572449998512	720.1584554461379	1.131496	24.409641	0.2106437192195693	0.1255827461715917	-0.0021979645	0.075008853	0.1197256061	-0.0365303102	-0.0700134465	-0.0190497632	0.012780527	-0.0135589193	-0.0390469297	-0.0495930578	0.2198965043	0.0564976018	-0.0133527766	-0.0600622334	0.1280688116	0.0730166201	0.1228816105	-0.0401199514	-0.1238836483	-0.0197105486	0.1568702979	0.2055223398	0.1004460852	-0.0913657632	-0.1198552689	0.031625343	0.0116089577	-0.0175560345	0.0407015335	0.1748840121	0.0909245383	-0.0109705246	-0.0901045056	-0.2018097357	0.0045736869	0.0730606919	-0.0049351156	-0.1025746103	0.0047863642	-0.1744040278	0.0340316225	-0.1276005392	0.0040054529	-0.0886147685	0.0862568376	0.047980539	-0.0832635515	0.1339984331	0.1071490716	0.0676721017	0.1244244951	0.0549445357	0.0695111723	0.1269846019	-0.0078244154	-0.1546832083	0.1201681811	0.0537290712	-0.1775294276	-0.2063912075	-0.0508162488	-0.0086378148	-0.2227722205	-0.0407970236	0.0338310815	0.1012680255	-0.0607175737	0.0837123467	0.0228135048	0.1330665627	0.1218597527	0.1431957768	0.0464518643	-0.0848900075	0.066842634	0.0003689431	0.0753737655	0.0394740001	0.0735849116	-0.2055500353	-0.2002930061	0.094199428	0.0178592627	0.0142896532	-0.0775739207	-0.0304438823	0.1524740101	-0.1616812644	0.0494516542	0.0376828301	0.0095695087	-0.0711977726	-0.0540164285	-0.0362957149	0.0304597629	-0.0657775054	-0.0311757112	-0.2345913126	0.0887108008	0.1272347401	0.1216944932	0.1126387502	0.1003291122	-0.0036185712717013	-0.0230169149338336	1.3094058048381964e-05	0.0005297783730713	0.0466173429368126	0.0079472991070019	6.315956309615472e-05	0.0021731766624883	0.0945941172906543	0.0459284473136136	0.008948047025998	0.0021094222726393	0.0037318514397164	-0.0020953988274672	1.3926715168113368e-05	4.390696246150916e-06	0.0025633438909495	-6.700930265180014e-05	6.570731903268122e-06	4.490246641880551e-09	-0.0014307875212398	-0.0005126130271834	2.627721156381292e-07	2.047152930935531e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919.585331548274	-7.543293971626781	845637.181998749	56.901283942380935	1005.0059347488174	-9.500235706118474	90.25447847180838	1010036.928880344	829.8836791559697	-2.1184932955394515	4.488013843245606	688706.9209294486	851.0621531689926	706.1941419150961	1.67438	36.121223	0.3950837973557342	0.1852573520174308	-0.1196280789	0.0473492234	0.0198154228	-0.1620596975	0.0677341556	-0.1294874028	-0.0393613623	-0.0561422362	-0.1497848088	0.0171042338	-0.0642162314	0.0122617665	0.0954495832	-0.0663659734	0.1614077119	-0.0896446902	-0.0663144188	-0.0093864547	-0.1722689579	0.0572135277	-0.008163836	-0.2446781761	0.1371564609	0.0187780827	-0.1054840678	0.047759462	0.0592047741	0.2116103938	-0.0308932139	0.0172924144	-0.0036552101	0.1237217488	0.0893514098	-0.040064688	0.0497179315	0.0949313518	-0.105324272	0.1254440737	-0.2042237336	0.0620236366	-0.0002826224	0.0448564317	-0.025693468	-0.1720977872	-0.025089169	0.0701079328	-0.1657734866	0.0512179712	-0.0647378347	-0.0032604271	0.0547587739	-0.0747288393	0.1557981558	-0.2185606586	0.108045983	0.2245480425	-0.0383464886	-0.0706735498	-0.0242113749	-0.180948302	-0.1366971673	0.0360525499	0.1436720373	0.1631456522	-0.0900062774	-0.0022365347	0.0261570215	0.0784673448	-0.0837583757	0.0092525281	-0.1252128826	-0.0030438508	-0.2901968555	0.0060357871	0.0694485544	-0.0835736818	0.1158719413	0.132551216	0.0302482194	0.0165440107	0.0240667409	-0.0405923845	-0.0700092364	0.0305190852	0.0792585299	-0.3601231716	-0.1535211076	-0.1728457852	-0.0192119177	-0.0840302126	0.2264802737	-0.28007912	0.1226447757	0.3985723577	0.2510413247	-0.0144422351	0.0553031434	0.0347156543	0.0066512622	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0450011851521594	0.0486197564238607	0.0020251066650989	0.0023638807147155	0.1130136276757127	0.0663962847389001	0.004408466627129	0.0127720800404246	0.2290179937163827	0.1344238764257284	0.0524492414458771	0.0180697785533195	0.0057507233047916	0.0020188718650752	3.3070818528273224e-05	4.075843607592217e-06	0.0017411059093357	-0.0008222379816138	3.031449787523695e-06	6.760752984083357e-07	-0.0013590197725839	7.17677486559e-05	5.150609747136436e-09	1.8469347422739955e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
922.3039917617896	2.718660213515591	850644.6532197312	7.391113356552638	1010.088384887082	5.082450138264676	25.831299407946624	1020278.545283794	832.1016265625865	2.2179474066167586	4.919290698518005	692393.1169281021	853.2382142550397	712.9591340443596	1.562762	33.713306	0.5216296001917399	0.2798502072536455	-0.2089876313	0.0053194136	-0.0385284976	-0.2136039635	0.0685606004	-0.2835970759	-0.1164075859	-0.0892288687	-0.1507277129	0.1847976608	0.040006905	-0.0156251703	-0.2283490837	-0.0387823673	0.0898146665	-0.3882548225	-0.0235887341	-0.1861032709	0.1618881962	-0.0900923715	-0.1626181177	-0.3123506999	-0.0310841583	0.1715749379	0.1023739319	0.0677288243	0.0892661403	0.131652367	0.1398364844	0.0356604763	0.0784652219	0.0913275754	-0.0404891397	0.004918948	-0.029960772	0.0627100002	-0.0798275081	0.0193799527	0.0796000435	-0.003981156	0.0747288856	-0.1037208472	0.0988483424	-0.0122125876	0.257167985	0.0698944645	-0.3624119979	-0.2094121016	0.0515696062	-0.043590997	-0.2015320499	-0.0069070338	-0.1375231333	-0.0482546584	0.0841772964	0.2254126274	-0.4449614626	-0.0806787295	0.0090636548	-0.172381918	0.0823197531	-0.055302921	0.0407089803	0.0427236817	0.0096005187	0.0748134036	0.0142723418	-0.0050543735	0.0398153457	0.0103413621	-0.062288546	0.0299966778	0.1124877304	0.0830923951	-0.0160698712	-0.1299867115	0.0741146572	0.2719356875	-0.0798089208	0.2778205774	0.3946464619	-0.1117912877	-0.0495359643	0.0733836881	-0.1433510162	-0.1066672124	-0.1074905725	-0.0539946008	-0.0887406175	-0.2260672639	0.1197582698	-0.060240513	-0.2062942343	0.1175306762	-0.3169269874	-0.083941827	0.1505947439	-0.0071270974	0.0582333909	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0968426897069463	0.0518415045547869	0.0093785065496758	0.0026875415945039	0.1275478417957174	0.0145342141200047	0.0002112433800861	0.0162684519467453	0.4329954067584509	0.2039774130420681	0.1874850222739163	0.0416067850313344	0.0035726925067665	-0.0021780307980251	1.2764131747905498e-05	4.743818157145854e-06	-0.0006781645211293	-0.002419270430465	4.599071177185327e-07	5.852869415722306e-06	-0.0009307916315764	0.0004282281410074	1.8337934075073928e-07	8.663730614126569e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924.4968459111057	2.1928541493160765	854694.4180995827	4.808609320172733	1005.725166857542	-4.363218029540008	19.037671573302987	1011483.1112506308	832.6300255342117	0.5283989716251654	0.2792054732145323	693272.759421102	852.4643438238846	717.0823977335015	1.817298	39.204395	0.5722695286149807	0.3352799205581526	-0.0086192467	0.0144586249	0.1017752896	0.0245323085	0.0208671474	0.1163654096	0.0162295618	-0.0847029732	0.0210385923	0.1047156257	0.0859431239	0.1616901225	0.1268192337	-0.0059532764	-0.0120157564	-0.0849197334	0.1821021006	0.0994258194	0.0917118563	-0.0457103175	-0.0181750404	-0.080026579	-0.0246325035	-0.0525369457	-0.0236379011	-0.0664122468	-0.097350577	0.0356974801	0.2259443067	-0.1407694415	0.0110616175	-0.1482092063	-0.1014948655	-0.015743264	-0.1102072835	-0.0457865082	-0.0717229168	0.0546512312	0.0110167711	0.1353599304	0.1223234181	0.1836859104	-0.2022472515	-0.0420336893	-0.0450982759	0.0048123911	-0.0096983556	-0.0507709783	0.0348488419	0.219802789	0.0029816297	0.0808314726	-0.0473768693	-0.0020266927	0.0726514161	-0.0401799243	-0.0212501391	-0.1173677124	-0.1746368106	0.1233566862	0.1744236656	-0.1129643162	0.2429242644	-0.134656416	0.1978568314	0.2311640497	0.02759425	-0.0049025317	-0.1649309018	-0.1836654345	-0.0960708494	-0.1483796428	-0.0081559361	-0.0979750147	-0.0879537166	-0.001074112	-0.0049271984	-0.0403800426	0.0166327298	0.1434123502	0.1152069285	0.0251361194	0.0213357501	0.0813733432	-0.0032812589	0.0416931926	0.0671748963	-0.1266291536	-0.0559424603	0.3305187063	-0.0680999708	0.2066490977	-0.036255821	0.0872524627	-0.0584739636	0.1123616005	-0.1514842455	-0.3741488764	0.2927252355	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0573171400575631	-0.0395255496493832	0.0032852545443783	0.0015622690750858	0.0401165321473939	-0.0874313096483235	0.007644233906821	0.0016093361515328	0.119387650160732	-0.3136077565977189	0.0142534110109013	0.098349824998254	0.0026842826468031	-0.0008884098599634	7.205373327928256e-06	7.892720792801883e-07	-0.0007680284689588	-8.986394782950003e-05	5.898677291311984e-07	8.075529119503103e-09	0.0007250328150218	0.0016558244465982	2.7417545979522354e-06	5.256725828584356e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
