participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v2s15x29728	1.46	2026-03-11T07:20:06	2026-03-11T11:13:44
sub-v2s15x29729	1.46	2026-03-11T07:23:10	2026-03-11T11:35:22
sub-v2s15x29730	1.46	2026-03-11T07:37:37	2026-03-11T12:05:35
sub-v2s15x29731	1.46	2026-03-11T07:38:12	2026-03-11T12:15:49
sub-v2s15x29732	1.46	2026-03-11T07:38:12	2026-03-11T11:48:21
sub-v2s15x29733	1.46	2026-03-11T07:40:37	2026-03-11T11:36:03
sub-v2s15x29734	1.46	2026-03-11T07:46:12	2026-03-11T12:15:29
sub-v2s15x29735	1.46	2026-03-11T07:46:10	2026-03-11T11:54:20
sub-v2s15x29736	1.46	2026-03-11T07:48:37	2026-03-11T11:35:37
sub-v2s15x29737	1.46	2026-03-11T08:09:43	2026-03-11T12:18:56
sub-v2s15x29738	1.46	2026-03-11T08:10:03	2026-03-11T12:27:48
sub-v2s15x29739	1.46	2026-03-11T08:10:38	2026-03-11T12:31:21
sub-v2s15x29740	1.46	2026-03-11T08:13:04	2026-03-11T12:12:00
sub-v2s15x29741	1.46	2026-03-11T08:27:09	2026-03-11T12:34:34
sub-v2s15x29742	1.46	2026-03-11T08:30:08	2026-03-11T12:15:31
sub-v2s15x29743	1.46	2026-03-11T08:33:13	2026-03-11T11:49:01
sub-v2s15x29744	1.46	2026-03-11T08:34:07	2026-03-11T12:26:25
sub-v2s15x29745	1.46	2026-03-11T08:39:40	2026-03-11T12:51:35
sub-v2s15x29746	1.46	2026-03-11T08:40:39	2026-03-11T11:47:55
sub-v2s15x29747	1.46	2026-03-11T08:41:46	2026-03-11T12:50:01
sub-v2s15x29748	1.46	2026-03-11T08:42:42	2026-03-11T12:39:50
sub-v2s15x29749	1.46	2026-03-11T08:43:10	2026-03-11T13:03:22
sub-v2s15x29750	1.46	2026-03-11T08:44:38	2026-03-11T12:53:43
sub-v2s15x29751	1.46	2026-03-11T08:50:44	2026-03-11T13:11:18
sub-v2s15x29752	1.46	2026-03-11T08:55:15	2026-03-11T12:15:47
sub-v2s15x29753	1.46	2026-03-11T08:57:44	2026-03-11T13:13:16
sub-v2s15x29754	1.46	2026-03-11T08:59:09	2026-03-11T12:34:21
sub-v2s15x29755	1.46	2026-03-11T09:00:11	2026-03-11T12:13:40
sub-v2s15x29756	1.46	2026-03-11T09:01:09	2026-03-11T13:01:22
sub-v2s15x29757	1.46	2026-03-11T09:43:54	2026-03-11T14:14:52
sub-v2s15x29758	1.46	2026-03-11T09:48:15	2026-03-11T14:02:42
sub-v2s15x29759	1.46	2026-03-11T09:51:50	2026-03-11T14:05:42
