global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00
1042.5319542331156	n/a	1086872.875597119	n/a	1155.2914091707007	n/a	n/a	1334698.2401036234	969.9018307160512	n/a	940709.5612263476	n/a	999.109695806111	889.739641289661	n/a	n/a	n/a	n/a	-0.0517693577	0.1612785465	-0.0306628819	0.0833179197	-0.0022812314	0.0568663997	-0.107367801	0.0869285978	-0.0592450995	0.0398078777	-0.0247432973	0.0129774217	0.0392866545	-0.0772959392	-0.0337747299	0.1432893128	-0.0514497491	0.238730725	-0.0937386808	0.066632539	-0.0526154943	0.1087608001	-0.0050716391	0.041428672	-0.0288536512	0.0830099073	-0.0712753267	0.0458309628	-0.089989646	0.0863747661	-0.0495112462	0.0372004429	-0.1206364	0.0907629969	-0.070994252	0.1173091634	-0.0232490322	-0.0402878016	0.1187234892	0.0649585486	-0.1815389115	-0.0170991864	0.1377789536	0.0371932974	-0.121313905	0.098113257	-0.0333557711	0.156120845	-0.0349021653	0.0070906988	-0.1098629873	0.116375088	-0.0721837054	0.2294877149	-0.0108624714	0.0053381899	-0.0828526704	0.0930582922	-0.091852153	0.0266714783	-0.0550508182	0.0587006442	-0.0117233345	0.0947108085	-0.1201273041	0.0050390603	-0.1554899254	0.0452668927	-0.1082455768	0.0906761498	-0.004118671	-0.0279956316	0.114648627	-0.0520814961	-0.1055530113	0.0409982276	-0.070770861	0.1949821107	-0.0069194865	0.0305094747	-0.0769189678	0.0691214624	-0.0936971093	0.1677543977	-0.1112166146	0.0338148725	-0.0800373451	0.0245667962	-0.13385718	0.1240264776	-0.1407008035	-0.0169550101	0.091367531	-0.0555327975	0.0099513203	-0.0311792381	0.0981521611	-0.0629321379	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0288625650020009	n/a	n/a	0.0008330476584947	-0.0246104588417068	n/a	0.0006056746843993	n/a	0.0199773248358496	n/a	0.000399093507597	n/a	-0.0018001533513542	n/a	3.2405520883917576e-06	n/a	-0.0010256059175806	n/a	n/a	1.0518674981763443e-06	0.0006705779998698	n/a	4.496748539093815e-07	n/a	0.0
1042.1903097371744	-0.3416444959411819	1086160.6417100676	0.1167209616069042	1143.143277314543	-12.14813185615776	147.577107594595	1306776.552469434	968.2967303136224	-1.605100402428775	937598.557936052	2.576347301877015	996.428496468878	880.788073721318	1.147998	18.413054	0.1069232120800228	0.0580251373286127	-0.0807690049	-0.0348569983	-0.0201037497	0.0760704258	0.0452440421	0.056270203	-0.0743094633	-0.0947825489	-0.0742173772	-0.0293339558	-0.1625424732	-0.1776867876	-0.1164462014	-0.2001749832	-0.007280411	-0.1333570189	-0.1298979592	-0.0537614213	-0.2530486917	0.006044273	-0.1487929923	0.0220626847	0.0019831526	-0.0689142894	0.124649941	-0.0653097183	0.0141738894	0.084411306	0.0047133489	-0.0036777618	0.02619161	0.0571464076	0.0777698163	0.0694553092	-0.0382627596	0.0531138307	-0.102829063	0.1425468044	0.0048966901	-0.0799505162	0.0471725795	-0.1139098047	-0.0009923299	-0.0422675173	0.0423120021	-0.0072635943	0.1144759997	0.0603262734	0.2715368569	0.0873195146	-0.1235910473	-0.1623677632	0.0770252119	0.1155616981	-0.1585988505	-0.074532056	0.0426927538	-0.00313323	-0.0008226136	0.0192467235	-0.1610216624	0.0946132182	0.0626765127	-0.0408111011	0.0725123796	-0.0563799403	0.0258554681	-0.0137034026	0.0462497194	0.0470307224	-0.0190034057	0.0192435704	0.0383442775	0.1044098189	-0.0442991266	0.024410308	0.0015266256	-0.0302551442	0.0880722103	0.0394813646	0.046228162	0.1486234085	-0.051566981	0.0921962776	-0.2610784252	-0.1647436021	-0.2258753189	-0.0855891435	0.1017657604	0.0510950557	-0.2246026137	0.0737787934	-0.0561897155	-0.0604928788	-0.0022223312	0.0345165337	0.0874397506	-0.0491145136	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.0213241341772771	-0.0075384308247237	5.6827939299145927e-05	0.0004547186984105	0.0217063336076392	0.046316792449346	0.0004711649186861	0.0021452452627957	0.0509573052700176	0.030979980434168	0.0025966469603817	0.0009597591877014	-0.0017527938725657	4.735947878850002e-05	3.072286359703863e-06	2.2429202311183837e-09	-0.0007749623340875	0.0002506435834931	6.28222059462626e-08	6.005666192543459e-07	0.0005268208947157	-0.0001437571051541	2.775402551090507e-07	2.0666105282286983e-08	0.0
1045.9345452125733	3.744235475398909	1093979.0728690326	14.019299295235696	1135.148568557084	-7.994708757458966	63.91536811659108	1288562.2726971968	969.7672795606888	1.4705492470664012	940448.5765065392	2.1625150880475594	997.640398232102	880.6661414585371	1.264285	20.278214	0.1359910659639805	0.0616457112713781	0.0328239866	-0.029541101	0.0973764359	-0.086399901	0.0141800469	-0.1024493835	0.027132375	-0.0105765299	0.0294429619	-0.2082730851	-0.100633292	-0.1820082383	-0.1356128711	-0.2577141896	0.2326835053	-0.2451929112	-0.0565741355	-0.3087157245	-0.139176298	-0.0234394473	-0.0322601699	-0.0553864926	-0.0242534917	0.0348794305	-0.0465404713	-0.1575089894	0.0431333144	0.0773056698	0.0108306278	0.0739058001	-0.041952626	-0.0316815158	-0.0195090074	0.0280217199	-0.0780227957	0.0770374884	-0.0125231562	0.1573698171	0.0749277951	-0.1212138508	0.1231081767	-0.0154417525	-0.1001329653	-0.0462404644	0.0217166496	-0.0020324829	-0.0332639866	-0.1717571154	0.4206381417	0.0656352484	-0.0775079457	-0.2646309165	0.214267604	-0.1270407922	-0.0649018318	0.0656090138	0.0869902892	-0.0556307649	-0.1354934063	0.0138038003	-0.0975012267	0.0473622309	0.077815968	-0.1332550661	0.1052440405	0.2076111861	-0.0912324067	-0.0334645104	0.0114997341	-0.0924881511	-0.1837642592	0.1681921177	0.0830098364	-0.0209995818	-0.042048681	-0.127638754	0.0895186186	-0.0270035213	0.0179338954	-0.035542438	0.1470960995	0.1217412593	0.1411410539	0.0975392594	-0.2149125429	0.0127022589	-0.119220226	-0.2729428328	-0.0698169205	-0.0703152479	-0.0258843613	0.2556649794	-0.2091001784	0.0095039133	-0.1980290555	-0.0829549256	-0.1206024873	-0.3577743088	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0400015388516834	0.0186774046744063	0.0003488454453715	0.0016001231105027	-0.0156812667073324	-0.0373876003149716	0.0002459021255464	0.001397832657312	0.0206814351375399	-0.0302758701324777	0.0004277217593482	0.0009166283122786	-0.0012509234120078	0.0005018704605578	1.564809382709236e-06	2.518739591805986e-07	-0.0002848301832465	0.000490132150841	2.402295252880247e-07	8.112823328823477e-08	0.0005278221001593	1.0012054435999977e-06	2.785961694165741e-07	1.0024123402942681e-12	0.0
1048.000706771702	2.066161559128659	1098305.4813939868	4.269023588420971	1145.4877660084355	10.339197451351538	106.89900393803414	1312142.2220749964	974.2136035752897	4.446324014600805	949092.1453911515	19.769797242815816	1004.480556946057	897.042879296207	1.402409	22.49361	0.1411981839330926	0.0789134398517082	0.0290413851	-0.0480141026	0.1479889675	0.002560338	0.0338006071	0.139816172	0.0302237297	0.0188655781	0.0934364923	-0.0572451872	-0.0440826472	0.1896264654	0.088351134	0.1437166728	-0.0319078303	0.0391176944	0.0699127362	0.0846515354	0.1888496145	-0.1179410053	-0.0658303069	-0.2226639972	-0.0229138126	-0.0859382324	-0.0528819856	-0.0243673893	-0.2137704568	0.0266975433	0.0956004742	-0.0628987451	-0.1356630817	-0.0456714464	-0.0097697952	0.1133445907	-0.0182501134	0.147263681	0.2031277427	0.0485060407	0.061725143	0.0618621971	-0.0536312918	0.0767061284	0.0411259761	0.1481642627	-0.0399155322	0.0149121438	-0.0023539271	-0.0720044021	-0.1920119669	-0.090781672	0.0784567788	-0.0957779806	-0.2163480194	-0.119084768	0.0685317818	-0.1502075075	0.0869674311	0.0551119273	-0.1256562713	0.1413688209	0.2084215058	-0.0212642235	0.0360588127	-0.1928817904	-0.1856774376	-0.0524194315	-0.0154406405	0.1906738484	0.043739376	0.0612584064	-0.0812379185	0.0791332592	0.0680575308	-0.1252789537	-0.0536638183	-0.1003937093	-0.216672699	-0.0151177346	-0.0133596386	-0.1354432836	0.0256448431	0.2024692399	-0.0445649948	-0.0799712804	0.2585956768	-0.3772885771	0.077985799	0.0580096381	-0.0165333387	0.3070004915	0.1276268654	-0.0212354261	0.0683679049	-0.1665245972	-0.1024421502	0.0338098442	-0.0700408418	0.0253953978	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.0536916564622202	0.0136901176105367	0.0001874193201903	0.002882793973657	-0.0194402145519205	-0.003758947844588	0.0003779219418247	1.4129688898333518e-05	0.0249438934540648	0.0042624583165249	0.0006221978206477	1.8168550900112288e-05	-0.0025750176829762	-0.0013240942709684	6.630716067640118e-06	1.753225638411339e-06	0.0003259065578002	0.0006107367410467	3.7299936686434397e-07	1.0621508441717512e-07	7.291990894554281e-05	-0.0004549021912137	5.317313120626255e-09	2.069360035710777e-07	0.0
1045.6780791431486	-2.3226276285533918	1093442.645200505	5.39459910091955	1147.1985314492067	1.7107654407711834	2.9267183933370213	1316064.4705592166	973.6396817367332	-0.57392183855643	947974.2298524072	0.3293862767719929	1002.0832906702204	886.8835390425514	1.165493	18.693647	0.1545630619020745	0.0893951391235646	0.0468914553	0.112167779	0.0462458237	-0.05610991	-0.0280261914	-0.0555538266	0.0030136079	0.1121332385	-0.0333678358	-0.060724757	0.0899479207	0.1736517496	0.0747081595	0.0177363653	-0.0011447823	0.0452635693	0.0408916689	-0.2220194108	0.0550638814	-0.0802826774	0.0349789409	0.0686381525	0.1037655898	-0.0121297463	-0.0261308231	0.0272869888	-0.1898556557	-0.1224867949	-0.090980807	0.1091684366	0.1010780807	0.0697721443	0.0321528086	0.0778956264	-0.1026313197	0.0305754085	-0.2009121817	0.0553082378	-0.0390772678	0.0603254535	-0.1090409198	0.1543894218	0.0591567403	0.1893555856	0.0432830309	0.0249191972	-0.0729654304	0.0111958545	-0.0541002972	-0.0666838891	0.0762331707	0.0675080288	0.1317225691	-0.1767969251	-0.0241205164	-0.0695147993	-0.0754222915	0.0874895479	-0.0999337253	-0.1282817677	-0.0843174085	0.2415116907	0.0916561079	0.0201811485	-0.207024629	0.099107782	0.0545521596	0.1360516284	-0.0888900682	-0.0614636038	-0.004939555	-0.0016965	-0.10337063	0.1024444192	0.0685201935	-0.0028943684	0.0224586157	0.0505622729	-0.1208667139	-0.0090949258	0.0452688941	0.205781337	-0.0078976766	0.1433091561	0.1393910527	-0.4172197114	0.0416633966	0.0361098837	0.0928068009	0.0333556908	0.0731583982	-0.1171085146	0.0239697494	-0.0978089147	0.0748958513	-0.0790720071	-0.0621974208	0.202372843	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.0014785012507019	-0.0522131552115183	0.0027262135771421	2.1859659483270822e-06	-0.0184778381043173	0.0009623764476031	0.0003414305010093	9.261684269013518e-07	0.0883491655524082	0.0634052720983434	0.0078055750538068	0.0040202285298649	-0.0018230160971928	0.0007520015857834	3.3233876906240687e-06	5.655063850207484e-07	0.0003329339637123	7.027405912099992e-06	4.938443385341792e-11	1.108450241931831e-07	7.23037377488502e-05	-6.16171196692614e-07	5.227830492454505e-09	3.7966694363360804e-13	0.0
1045.1371974320132	-0.5408817111353983	1092311.761456043	0.2925530254407564	1151.0419424794202	3.843411030213474	14.771808347166598	1324897.553346797	971.442435784888	-2.197245951845275	943700.4060436762	4.827889772900449	1000.4751514399584	895.4726418147737	1.324389	21.242237	0.1665525534959054	0.0921858976857234	-0.1157011691	-0.0846024502	0.0920109802	0.0381053273	-0.1052066917	0.0362716372	-0.070597077	-0.1881975164	0.0280770455	-0.0110327571	0.0842492797	0.0158867881	-0.0017255795	-0.0580416323	-0.0589175453	-0.1241791345	0.0065131103	0.1012523747	0.0714364721	-0.0237887363	-0.1690453728	0.0478412822	0.0993714486	-0.0294173092	0.0821199885	0.0388236274	-0.0793161824	0.0199305939	-0.0085898215	0.0505372921	-0.1842204024	0.0117799163	0.0052622576	0.0038302315	0.0160268134	-0.175242576	0.1812912446	-0.0103375318	-0.1454130349	-0.0409791445	0.0041835889	-0.004296808	-0.1325599478	0.0990904417	-0.0537591001	0.0145583234	0.12208905	-0.0575098372	0.0787253824	0.0825786364	0.1258805848	-0.0656618319	-0.0122696736	0.0914491904	0.1423057392	-0.1207081544	-0.0916422568	-0.0092031824	-0.0645248332	-0.0493380443	0.0386995521	0.0388321126	0.0488577905	0.0534628683	-0.1163361925	-0.2098622097	-0.1023109872	-0.1463342545	-0.0250947008	0.121754971	-0.0047818743	-0.0584713854	-0.0544748042	-0.1564657251	0.091203976	0.0523928298	0.1505501226	-0.1514326638	0.0466513908	0.1714643876	-0.0266426036	0.0690596202	0.1898645359	0.0861342987	-0.0871213781	0.0615701653	-0.0731333311	0.0815341117	-0.0784544265	-0.0329193469	0.118401189	0.0544883221	0.0862648811	0.1132350707	0.1568474656	0.0234416129	0.0641697349	-0.0028815853	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0020787258343659	0.000600224583664	3.602695508346225e-07	4.321101094460208e-06	0.0323718147961642	0.0508496529004815	0.0010479343931971	0.0025856872000994	0.0700187677730852	-0.0183303977793229	0.0049026278404612	0.0003360034827482	-0.0006719837439006	0.0011510323532922	4.515621520666672e-07	1.3248754783253797e-06	-0.0004510239507296	-0.0007839579144419	6.145900116160935e-07	2.034226041317367e-07	7.184844083421284e-05	-4.5529691463736194e-07	5.1621984503073825e-09	2.0729528047830126e-13	0.0
1044.172419281584	-0.9647781504290832	1090296.0411883562	0.9307968795453628	1141.9536906049295	-9.088251874490652	82.59632213418286	1304058.2314862192	969.2357958613488	-2.2066399235391145	939418.0279789824	4.869259752156709	998.5701413094548	889.8680643198909	1.370041	21.974447	0.1185075662972033	0.0609225226918273	0.1927687004	0.0042894773	0.0785892543	-0.0279537791	0.1321592172	0.0599689146	0.1485267312	0.1114306504	-0.0030249415	-0.1048352304	-0.0071126696	-0.0523911767	-0.2312217098	-0.0823441122	0.1869047087	0.0585168278	-0.0445811022	0.0902179029	-0.0543761111	-0.0781038287	0.0355918059	0.0948610779	0.0530946806	0.0248388758	-0.0734298767	0.0686823909	0.0996580493	0.0368134015	-0.0093758305	-0.0125828363	-0.0518025637	0.0742207032	-0.071440053	-0.0014604201	0.125849619	-0.058377208	0.2010336155	-0.01771461	0.0009580028	-0.0311841709	0.0630689924	-0.0123361348	0.1292381012	0.0124857332	-0.0533739978	-0.1294620672	-0.171736446	0.0007746473	0.1628290955	0.0240381016	-0.0604197674	-0.028162007	-0.1003089094	0.0639518838	-0.0511621519	0.0713966023	-0.1255693009	0.1281031356	0.1143587713	-0.0499853818	-0.0296995265	-0.0962279082	0.0127530983	0.0190406777	-0.0504092539	-0.1848293393	-0.0453620165	0.0297914212	-0.1189616273	0.0988944887	0.0271601815	-0.101547224	-0.0646196302	-0.0909858662	0.0163001242	-0.0216951938	0.1596748342	-0.003475428	-0.0898484571	-0.10029043	-0.0669441665	-0.0584657658	0.0167236825	-0.0584489485	-0.1504947261	-0.1165479769	0.0776734628	0.117188613	-0.0340655371	-0.097102409	-0.1234386027	-0.0095924675	0.000152698	0.1719264892	0.1176916082	0.0317401673	0.0605346489	0.0286344037	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0107079263987088	0.0086292005643428	7.44631023796558e-05	0.0001146596877601	-0.0100952579560527	-0.0424670727522169	0.0001019142331992	0.001803452268142	0.032074203182681	-0.0379445645904042	0.0010287545098039	0.0014397899819553	-0.0007439074439991	-7.19237000985e-05	5.533982852372741e-07	5.173018635858969e-09	-0.0008120853451283	-0.0003610613943987	1.3036533052513358e-07	6.594826077721502e-07	0.0002281979141418	0.0001563494733075	5.207428801866832e-08	2.4445157803559903e-08	0.0
1043.4084803688818	-0.7639389127023151	1088701.2569056991	0.5836026623407954	1147.4111301913583	5.457439586428791	29.783646839520053	1316552.3016870103	970.161947192415	0.926151331066194	941214.2037801784	0.8577562880356828	998.699008714242	884.1756588994474	1.356049	21.750029	0.0567397766156378	0.0358206405834813	-0.1482980927	0.0461566192	-0.0298670401	-0.0833710358	0.095109058	-0.1105602332	-0.1442960743	-0.0166838387	0.0684896286	-0.0159767281	-0.0950224918	-0.0284500625	0.0462420913	-0.1566472142	0.0070394012	-0.0258203049	-0.0138162506	0.1986427975	-0.0133938905	0.0062957417	0.1531397542	-0.0337272765	0.1197602732	0.0733843299	-0.0722344596	-0.011580511	0.2094551155	-0.0462378284	-0.0939987015	-0.127733141	-0.1314238739	-0.139779913	0.0851851983	0.0041397654	0.0562177163	0.0006902738	0.0151992309	0.0246275448	0.0307654019	-0.0134529031	0.0586293801	0.0628971462	0.0080688348	0.0988559235	0.0709780607	0.1190180229	0.0428429482	0.0087975828	0.0864640897	0.0221066997	-0.1411054474	0.0026215237	-0.2336514119	0.0016107678	0.0483460019	0.1940357916	-0.132354398	-0.0613127989	0.0060198064	0.0008461787	-0.0181847642	-0.1530110755	-0.0203281002	0.0115209855	0.0375304504	0.073830676	-0.1522870672	-0.0383559234	0.0056396177	-0.0359433547	0.0121517441	0.1007436157	0.0357503679	-0.0933094306	-0.0367369554	-0.0528282687	-0.0126167165	-0.0654118034	-0.1132778434	0.1348222794	-0.1008911788	-0.0753268746	-0.0197207939	-0.0077795615	-0.0166973727	0.0967808457	0.1500445503	-0.1003117328	-0.1124831424	-0.0754601101	0.0556451996	0.1122696307	0.072339069	0.0213091813	0.0183914614	0.0389603218	0.1039269618	-0.0772750575	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0126680407771004	0.0019601143783916	3.842048376377489e-06	0.0001604792571302	-0.0174144700091858	-0.007319212053133	0.0003032637657008	5.357086507872884e-05	-0.0010014176851242	-0.0330756208678051	1.0028373800795116e-06	0.0010939966957907	-0.0008169947755465	-7.30873315474e-05	6.674804632702759e-07	5.3417580327195714e-09	-0.0008120057578622	7.958726610005854e-08	6.334132925281528e-15	6.593533508013657e-07	1.3668246629141363e-05	-0.0002145296675126	1.8682096591503424e-10	4.6022978243091866e-08	0.0
1044.8156564099663	1.40717604108454	1091639.755879389	1.980144410602359	1141.151985215263	-6.2591449760952855	39.17689583177885	1302227.8533607358	971.646205846668	1.484258654252926	944096.3493362254	2.2030237527247074	1001.2032095062742	888.6665737718299	1.226623	19.674135	0.0359340034263092	0.0184448979554458	0.1043550344	-0.1353047352	-0.0033120789	-0.0620943629	0.0316961383	-0.0085227784	0.1703170801	-0.0432974819	0.0517724193	0.0176047515	0.0612432578	0.0318049202	-0.1246712046	0.0920516219	0.0032315196	-0.0347673478	-0.0255085216	0.031135568	0.0345559682	-0.073833917	0.0789928225	-0.0482611945	-0.0820926173	-0.1805586996	-0.0097112591	-0.0664092902	-0.0320056503	-0.0892713486	0.0098832569	-0.0260827081	0.0333768343	0.0324351828	-0.0595782179	-0.1890743908	-0.0229082625	-0.1057121338	0.0818327196	0.0069134491	-0.0519777643	0.1059141539	0.0152105922	0.1542220053	0.0036282721	-0.2953851039	-0.0218947534	-0.1619879912	0.0096534051	-0.0403657668	-0.0156050268	0.0329231252	0.0653851099	0.0475743366	-0.1229340263	-0.0661789618	-0.0622180335	0.056848324	0.039188509	-0.0294155338	0.0946268008	0.0369276694	-0.0014891087	-0.0699764804	0.0894820272	-0.0922007086	-0.1653753015	-0.1011677456	0.1652985202	0.0750672215	0.0235664101	-0.0474521203	0.0456426898	0.06957941	-0.1436511325	0.0913562988	-0.0526169407	-0.0509609212	0.0437218683	-0.141319999	-0.0453727757	-0.1174903545	-0.1433436689	-0.0747724657	-0.02000009	-0.0302565177	-0.0209503309	0.0579733036	0.1092043291	0.0380389641	0.017739937	-0.0915874692	-0.0418444886	0.0233038584	-0.0689474555	0.0177447357	0.0365030472	0.1669959046	-0.0373589059	0.0566168489	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.012569281999518	-9.875877758240038e-05	9.753296149570029e-09	0.0001579868499834	-0.024514006916533	-0.0070995369073472	0.0006009365351038	5.0403424298785056e-05	-0.0092494881928359	-0.0082480705077117	8.555303182941073e-05	6.803066710018355e-05	-0.00066738893971	0.0001496058358364	4.4540799684723803e-07	2.2381906116337783e-08	-0.0008120917288652	-8.597100300004793e-08	7.391013356834249e-15	6.594929760912695e-07	0.000273729184463	0.0002600609378338	7.49276664267791e-08	6.763169138702609e-08	0.0
1044.5954943043664	-0.2201621055999112	1091179.7467209836	0.0484713527421864	1146.144592191544	4.992606976280968	24.926124419609387	1313647.4262099208	971.920111793508	0.2739059468400455	944628.7037087051	0.0750244677143418	1000.3320535680608	887.1992440059267	1.191893	19.11709	0.0749667958746006	0.0371239507241391	-0.0137120841	0.1019006509	-0.0265561071	0.049553281	-0.093115323	-0.1415990453	-0.0750194891	0.0598078493	-0.0979165256	0.0292012849	0.0711754135	-0.0231015775	0.099813589	-0.0082408483	-0.0377635077	0.090934907	-0.0662886149	0.0309027255	0.1031720629	0.0443345877	0.0096633122	0.060721355	-0.0792563609	0.1229301926	-0.0446961446	-0.0007132601	0.0008770904	-0.0568853858	-0.125699375	0.1048358371	0.0285185675	0.1168742085	-0.0591417445	-0.028602124	0.0373131244	-0.0189560626	-0.0298129243	-0.1315446601	0.0279798184	0.0672915451	-0.0019737516	-0.1696715492	0.0569970154	-0.07468024	-0.0479651968	0.0827764035	-0.0359136107	0.0710911577	-0.0653456684	0.0335923145	0.1055239652	0.0181854961	0.0385355944	-0.0033446777	0.0522047639	0.1330713085	0.0100119758	-0.0428428242	-0.0867001711	-0.0230374511	0.027652379	0.0104874509	0.0446884818	0.1396925634	0.0227798049	0.0690597582	-0.0804825022	0.0297517454	0.0198235097	-0.005257841	0.0891471219	-0.2029642462	0.1020261467	-0.0704406272	-0.0152863286	0.0394905546	-0.0627914005	0.0184745518	-0.1249088187	0.0583459875	-0.082872638	-0.088404182	0.083495607	0.0599924329	-0.0100187381	0.077876733	0.0141157105	0.0389941835	0.0599680129	-0.0306684105	0.1308178061	0.0271669842	0.1094011396	-0.0414785242	0.0505559621	-0.0545088181	-0.0148648044	-0.0377805469	0.1251271724	0.1134548014	0.0948006283	0.0703125971	0.0103903024321709	-0.002178979567347	4.747951954916152e-06	0.0001079583846319	-0.0020511537112923	0.0224628532052407	4.207231547348175e-06	0.0005045797741201	0.0098855190111919	0.0191350072040278	9.772348612063647e-05	0.0003661485006981	-0.0010858782347078	-0.0004184892949978	1.1791315406121282e-06	1.7513329002775569e-07	-0.0009901348954763	-0.0001780431666111	3.1699369176907926e-08	9.803671112398636e-07	0.0002464625281122	-2.726665635080001e-05	6.074377776345699e-08	7.434705485526224e-10	0.0
